ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
21	"ENSG00000160294"	"MCM3AP"	chr21	-	46246306	46246886	46246306	46246404	46246627	46246886	21	41,58,51	110,58,77	73,56,93	84,77,74	372	149	0.0396379087796	0.11340846123052223	0.13,0.286,0.21	0.258,0.226,0.335	-0.064
22	"ENSG00000160285"	"LSS"	chr21	-	46188445	46191235	46188445	46188821	46191075	46191235	22	2363,2330,2331	8,15,7	1937,1506,1945	2,1,2	2403	149	2.00252144201e-05	0.00015899639622463772	0.948,0.906,0.954	0.984,0.989,0.984	-0.05
28	"ENSG00000154734"	"ADAMTS1"	chr21	-	26838438	26839762	26838438	26838614	26839586	26839762	28	19,32,41	287,306,289	24,29,42	90,102,130	1121	149	1.61446878089e-08	2.518504307782554e-07	0.009,0.014,0.019	0.034,0.036,0.041	-0.023
29	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840275	26840562	29	31,36,38	185,192,189	25,15,21	65,86,85	363	149	0.121873490866	0.2848513452973124	0.064,0.071,0.076	0.136,0.067,0.092	-0.028
31	"ENSG00000185917"	"SETD4"	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251	31	8,11,11	18,21,13	21,6,19	17,28,33	273	149	0.891068239591	1.0	0.195,0.222,0.316	0.403,0.105,0.239	-0.005
32	"ENSG00000241945"	"PWP2"	chr21	+	44120951	44122357	44120951	44121102	44122176	44122357	32	1,1,0	48,41,47	0,1,0	48,44,51	1223	149	1	1.0	0.003,0.003,0.0	0.0,0.003,0.0	0.001
33	"ENSG00000241945"	"PWP2"	chr21	+	44124579	44126119	44124579	44124727	44126010	44126119	33	2,3,0	60,35,53	3,0,3	44,75,68	1432	149	1	1.0	0.003,0.009,0.0	0.007,0.0,0.005	0.0
34	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32573283	32574124	32573283	32573368	32574095	32574124	34	5,5,4	0,0,0	8,7,6	0,0,2	876	149	0.564330048184	0.9018485934740693	1.0,1.0,1.0	1.0,1.0,0.338	0.221
36	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32573283	32574676	32573283	32574124	32574575	32574676	36	5,4,6	0,0,0	9,9,9	0,0,2	600	149	0.816829245132	1.0	1.0,1.0,1.0	1.0,1.0,0.528	0.157
38	"ENSG00000141959"	"PFKL"	chr21	+	44313912	44316339	44313912	44314021	44316243	44316339	38	127,222,174	384,363,375	210,134,241	256,212,227	2371	149	1.96156047294e-07	2.4258179598743194e-06	0.02,0.037,0.028	0.049,0.038,0.063	-0.022
39	"ENSG00000141959"	"PFKL"	chr21	+	44319350	44320147	44319350	44319415	44320083	44320147	39	102,126,118	373,364,348	143,104,129	245,217,233	817	149	1.41731585661e-05	0.00011672286884830877	0.048,0.059,0.058	0.096,0.08,0.092	-0.034
40	"ENSG00000141959"	"PFKL"	chr21	+	44319350	44321875	44319350	44319415	44321728	44321875	40	171,194,174	0,0,0	238,152,250	1,0,1	2462	149	1	1.0	1.0,1.0,1.0	0.935,1.0,0.938	0.042
41	"ENSG00000141959"	"PFKL"	chr21	+	44319350	44321875	44319350	44320147	44321728	44321875	41	83,83,76	349,357,333	107,58,135	251,227,240	1730	149	1.14748661766e-05	9.648290647610056e-05	0.02,0.02,0.019	0.035,0.022,0.046	-0.015
42	"ENSG00000141959"	"PFKL"	chr21	+	44324855	44326060	44324855	44324917	44325960	44326060	42	220,211,199	2,0,3	325,214,347	5,5,2	1192	149	0.122371900808	0.28574978949545093	0.932,1.0,0.892	0.89,0.843,0.956	0.045
43	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33907453	33906448	33906500	33907340	33907453	43	41,47,37	2,0,0	76,69,69	5,4,4	989	149	0.000307743311388	0.001767702030807007	0.755,1.0,1.0	0.696,0.722,0.722	0.205
46	"ENSG00000186575"	"NF2"	chr22	+	29683019	29683915	29683019	29683064	29683700	29683915	46	4,11,5	2,0,0	7,2,3	0,0,0	785	149	0.495877402282	0.8283397768850637	0.275,1.0,1.0	1.0,1.0,1.0	-0.242
47	"ENSG00000138942"	"RNF185"	chr22	+	31204488	31207013	31204488	31204966	31205376	31207013	47	266,213,246	0,1,0	406,341,318	0,1,0	559	149	1	1.0	1.0,0.983,1.0	1.0,0.989,1.0	-0.002
48	"ENSG00000185133"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31125832	31126010	48	83,64,55	2,0,0	59,54,63	0,1,1	1075	149	1	1.0	0.852,1.0,1.0	1.0,0.882,0.897	0.024
49	"ENSG00000185133"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532	49	21,17,7	0,2,0	15,12,37	2,5,0	784	149	0.00423182184761	0.01700437527609037	1.0,0.618,1.0	0.588,0.313,1.0	0.239
50	"ENSG00000185133"	"INPP5J"	chr22	+	31133609	31134696	31133609	31133714	31133912	31134696	50	2,1,0	18,21,25	4,1,4	21,23,32	347	149	0.0376647312006	0.10886195605180012	0.046,0.02,0.0	0.076,0.018,0.051	-0.026
51	"ENSG00000198832"	"SELENOM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	51	17,34,19	284,287,289	23,20,27	288,291,246	1560	149	1	1.0	0.006,0.011,0.006	0.008,0.007,0.01	-0.001
52	"ENSG00000070371"	"CLTCL1"	chr22	-	19196265	19196656	19196265	19196415	19196488	19196656	52	13,14,5	31,20,38	5,3,14	30,18,23	222	149	0.564827204727	0.9024512860905893	0.22,0.32,0.081	0.101,0.101,0.29	0.043
54	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29291561	29291599	54	1151,1279,1250	0,0,0	1588,1276,1653	0,0,1	2955	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.988	0.004
55	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	55	1145,1275,1248	319,261,309	1570,1266,1628	277,347,275	2924	149	0.0681950798717	0.17705759860335368	0.155,0.199,0.171	0.224,0.157,0.232	-0.029
56	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29291564	29291599	56	1161,1290,1265	0,0,0	1598,1291,1674	0,1,0	2958	149	1	1.0	1.0,1.0,1.0	1.0,0.985,1.0	0.005
57	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	57	1155,1286,1263	392,362,362	1580,1281,1649	415,445,413	2927	149	0.52065634613	0.8564460876288492	0.13,0.153,0.151	0.162,0.128,0.169	-0.008
58	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280	58	105,140,104	9,14,22	222,143,219	47,31,26	448	149	0.185105570998	0.3975460692184982	0.795,0.769,0.611	0.611,0.605,0.737	0.074
59	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29298895	29299598	29299851	59	162,220,178	0,1,0	366,223,344	9,6,8	852	149	8.34067518274e-07	8.99763797690417e-06	1.0,0.975,1.0	0.877,0.867,0.883	0.116
60	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29299280	29299598	29299851	60	324,324,351	19,14,18	470,339,469	45,34,46	467	149	0.000298776357296	0.0017254219896379603	0.845,0.881,0.862	0.769,0.761,0.765	0.098
61	"ENSG00000291064"	"RPL23AP7"	chr22	+	50783765	50784072	50783765	50783864	50783979	50784072	61	69,69,67	2,2,2	122,176,141	1,6,5	264	149	0.824036060562	1.0	0.951,0.951,0.95	0.986,0.943,0.941	-0.006
62	"ENSG00000291064"	"RPL23AP7"	chr22	+	50788749	50789354	50788749	50788802	50788891	50789354	62	4,3,0	0,0,0	5,5,12	0,0,2	238	149	1	1.0	1.0,1.0,NA	1.0,1.0,0.79	0.07
63	"ENSG00000291064"	"RPL23AP7"	chr22	+	50788749	50789186	50788749	50788798	50788894	50789186	63	4,3,0	2,1,0	5,5,12	1,2,2	245	149	1	1.0	0.549,0.646,NA	0.753,0.603,0.785	-0.116
65	"ENSG00000100201"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	65	8825,9954,8837	295,288,302	6094,5612,6437	338,327,390	4089	149	2.66861199805e-10	5.6842191539200984e-09	0.522,0.557,0.516	0.396,0.385,0.376	0.146
66	"ENSG00000100097"	"LGALS1"	chr22	+	37678375	37678654	37678375	37678392	37678482	37678654	66	6,7,7	0,2,0	9,15,1	0,0,0	239	149	1	1.0	1.0,0.686,1.0	1.0,1.0,1.0	-0.105
67	"ENSG00000100099"	"HPS4"	chr22	-	26463916	26464826	26463916	26464443	26464590	26464826	67	215,208,203	2,2,1	182,164,165	0,1,1	296	149	1	1.0	0.982,0.981,0.99	1.0,0.988,0.988	-0.008
68	"ENSG00000100099"	"HPS4"	chr22	-	26463916	26466262	26463916	26464826	26465454	26466262	68	17,21,16	113,98,96	28,10,22	73,60,93	777	149	0.072505672783	0.186702107416225	0.028,0.039,0.031	0.069,0.031,0.043	-0.015
70	"ENSG00000100099"	"HPS4"	chr22	-	26465454	26466262	26465454	26465551	26466225	26466262	70	78,140,114	61,64,57	99,92,89	30,40,39	823	149	0.0478541827817	0.1319939839822459	0.188,0.284,0.266	0.374,0.294,0.292	-0.074
71	"ENSG00000100099"	"HPS4"	chr22	-	26466225	26468623	26466225	26466262	26468550	26468623	71	146,196,196	60,66,54	124,109,150	47,47,50	2437	149	0.432727020122	0.7537219461190823	0.13,0.154,0.182	0.139,0.124,0.155	0.016
72	"ENSG00000100099"	"HPS4"	chr22	-	26470689	26472939	26470689	26472418	26472831	26472939	72	1,4,2	90,52,76	1,0,5	57,41,51	562	149	1	1.0	0.003,0.02,0.007	0.005,0.0,0.025	0.0
74	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30614501	30612872	30612961	30614348	30614501	74	1,0,1	0,0,0	3,1,2	0,0,1	1536	149	1	1.0	1.0,NA,1.0	1.0,1.0,0.162	0.279
75	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30614501	30612872	30613042	30614348	30614501	75	0,0,0	2,0,1	2,0,0	2,1,0	1455	149	1	1.0	0.0,NA,0.0	0.093,0.0,NA	-0.046
76	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	76	29,35,25	83,56,72	31,18,25	118,76,98	2365	149	0.0108031946899	0.03808138469766144	0.022,0.038,0.021	0.016,0.015,0.016	0.011
77	"ENSG00000100395"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	77	28,21,16	61,56,58	22,21,28	63,76,89	629	149	0.444329989124	0.7685569791174042	0.098,0.082,0.061	0.076,0.061,0.069	0.012
78	"ENSG00000100325"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	78	11,14,13	186,181,200	24,18,44	241,196,210	235	149	0.000944525165159	0.0047157269036059235	0.036,0.047,0.04	0.059,0.055,0.117	-0.036
80	"ENSG00000099953"	"MMP11"	chr22	+	23779186	23780502	23779186	23779416	23780358	23780502	80	7,2,4	26,24,27	0,0,6	17,10,11	1091	149	0.524659179443	0.8603952824933297	0.035,0.011,0.02	0.0,0.0,0.069	-0.001
81	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557580	22556811	22556909	22557544	22557580	81	200,209,198	51,31,51	153,153,169	41,31,57	784	149	0.2892529234	0.5595299025069719	0.427,0.562,0.425	0.415,0.484,0.36	0.052
82	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557580	22556811	22556930	22557544	22557580	82	185,193,173	71,64,64	140,133,156	79,49,67	763	149	0.127552566707	0.2951885962049655	0.337,0.371,0.345	0.257,0.346,0.313	0.046
83	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557580	22556811	22556977	22557544	22557580	83	177,185,169	1,6,0	134,130,148	0,2,0	716	149	0.0395613076117	0.11323238368190801	0.974,0.865,1.0	1.0,0.931,1.0	-0.031
84	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557580	22556811	22557086	22557544	22557580	84	166,169,156	6,4,0	121,116,139	1,0,1	607	149	1	1.0	0.872,0.912,1.0	0.967,1.0,0.972	-0.052
92	"ENSG00000099957"	"P2RX6"	chr22	+	21026010	21026329	21026010	21026076	21026251	21026329	92	0,0,1	1,0,0	0,0,2	0,0,0	324	149	1	1.0	0.0,NA,1.0	NA,NA,1.0	-0.5
95	"ENSG00000100242"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	95	20,21,29	75,50,49	51,22,59	67,60,53	723	149	0.00466166787125	0.018341748154855442	0.052,0.08,0.109	0.136,0.07,0.187	-0.051
96	"ENSG00000100242"	"SUN2"	chr22	-	38750897	38751373	38750897	38751035	38751209	38751373	96	2,11,11	65,78,46	9,12,11	49,54,63	323	149	0.161278605015	0.355096290221899	0.014,0.061,0.099	0.078,0.093,0.075	-0.024
97	"ENSG00000100350"	"FOXRED2"	chr22	-	36505895	36507040	36505895	36506423	36507008	36507040	97	256,273,282	16,18,14	286,166,284	21,5,20	734	149	0.958270906923	1.0	0.765,0.755,0.803	0.734,0.871,0.742	-0.008
99	"ENSG00000100241"	"SBF1"	chr22	-	50446805	50447453	50446805	50447240	50447321	50447453	99	6,10,10	190,227,215	30,11,25	164,140,139	230	149	5.82559546158e-08	8.187411640302807e-07	0.02,0.028,0.029	0.106,0.048,0.104	-0.06
100	"ENSG00000100241"	"SBF1"	chr22	-	50446805	50447609	50446805	50447453	50447521	50447609	100	4,6,7	260,243,208	13,11,12	186,129,148	217	149	5.83863707597e-05	0.0004129888257217162	0.01,0.017,0.023	0.046,0.055,0.053	-0.035
101	"ENSG00000100241"	"SBF1"	chr22	-	50447321	50447609	50447321	50447422	50447521	50447609	101	45,68,52	1,2,3	49,41,46	4,1,3	248	149	0.359898237958	0.6603832565738458	0.964,0.953,0.912	0.88,0.961,0.902	0.029
102	"ENSG00000100241"	"SBF1"	chr22	-	50447521	50448444	50447521	50447609	50448232	50448444	102	19,32,36	242,210,233	42,25,33	162,129,123	772	149	0.00039350737914	0.0021982035540517534	0.015,0.029,0.029	0.048,0.036,0.049	-0.02
104	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448650	50448232	50448375	50448542	50448650	104	123,107,136	2,0,0	117,70,122	0,0,1	316	149	1	1.0	0.967,1.0,1.0	1.0,1.0,0.983	-0.005
105	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448650	50448232	50448433	50448542	50448650	105	14,18,11	1,1,0	26,16,39	4,3,4	258	149	1	1.0	0.89,0.912,1.0	0.79,0.755,0.849	0.136
106	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448650	50448232	50448444	50448542	50448650	106	3,4,4	269,243,283	17,11,30	199,124,210	247	149	1.39233069518e-12	4.0735153685052217e-11	0.007,0.01,0.008	0.049,0.051,0.079	-0.051
107	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448650	50448232	50448444	50448544	50448650	107	4,6,5	0,1,0	18,14,30	0,0,1	249	149	1	1.0	1.0,0.782,1.0	1.0,1.0,0.947	-0.055
108	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454944	50454511	50454706	50454813	50454944	108	59,60,56	1,0,0	61,34,46	0,0,0	256	149	1	1.0	0.972,1.0,1.0	1.0,1.0,1.0	-0.009
109	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454944	50454511	50454725	50454813	50454944	109	41,46,42	4,0,0	52,25,29	5,0,4	237	149	0.0282269669686	0.08551110581664119	0.866,1.0,1.0	0.867,1.0,0.82	0.06
110	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454944	50454511	50454742	50454813	50454944	110	6,5,7	334,346,325	16,8,8	269,169,248	220	149	0.00136692065154	0.006432331756668361	0.012,0.01,0.014	0.039,0.031,0.021	-0.018
112	"ENSG00000100241"	"SBF1"	chr22	-	50454813	50455142	50454813	50454944	50455015	50455142	112	8,11,9	167,159,155	11,7,15	125,83,110	220	149	0.0418572648862	0.11845117601781627	0.031,0.045,0.038	0.056,0.054,0.085	-0.027
113	"ENSG00000100241"	"SBF1"	chr22	-	50454813	50455409	50454813	50455142	50455223	50455409	113	9,7,8	199,226,226	38,22,33	154,114,135	230	149	3.33066907388e-16	1.5652062979064827e-14	0.028,0.02,0.022	0.138,0.111,0.137	-0.105
114	"ENSG00000100241"	"SBF1"	chr22	-	50455015	50455409	50455015	50455130	50455223	50455409	114	24,35,27	0,1,4	49,32,41	4,1,3	242	149	0.579941202093	0.9178231737607382	1.0,0.956,0.806	0.883,0.952,0.894	0.011
115	"ENSG00000100241"	"SBF1"	chr22	-	50455480	50456395	50455480	50455582	50456215	50456395	115	22,26,28	130,123,166	56,40,54	87,75,88	782	149	1.62794222547e-11	4.121379661046778e-10	0.031,0.039,0.031	0.109,0.092,0.105	-0.068
117	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50457111	50456491	50456673	50457033	50457111	117	39,56,32	82,55,70	35,24,36	57,43,51	509	149	0.958101697849	1.0	0.122,0.23,0.118	0.152,0.14,0.171	0.002
118	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50459392	50456491	50456673	50459254	50459392	118	90,140,93	80,79,41	142,65,136	42,19,33	2730	149	1.54429893284e-06	1.571256248447085e-05	0.058,0.088,0.11	0.156,0.157,0.184	-0.08
119	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50459392	50456491	50457111	50459254	50459392	119	60,95,73	74,53,73	113,45,109	56,43,54	2292	149	0.0116724026914	0.040707233690462245	0.05,0.104,0.061	0.116,0.064,0.116	-0.027
120	"ENSG00000100241"	"SBF1"	chr22	-	50459469	50460159	50459469	50459666	50459951	50460159	120	37,54,46	136,116,108	66,32,45	78,59,71	434	149	0.000602978013127	0.0031616399447014737	0.085,0.138,0.128	0.225,0.157,0.179	-0.07
123	"ENSG00000100241"	"SBF1"	chr22	-	50460533	50461286	50460533	50460685	50461158	50461286	123	55,41,41	2,1,0	43,34,54	2,0,0	622	149	0.51831595136	0.8546529908499648	0.868,0.908,1.0	0.837,1.0,1.0	-0.02
124	"ENSG00000100241"	"SBF1"	chr22	-	50460533	50461286	50460533	50460712	50461158	50461286	124	13,12,8	85,92,97	24,9,31	86,39,77	595	149	5.6973856667e-05	0.00040490210612398206	0.037,0.032,0.02	0.065,0.055,0.092	-0.041
125	"ENSG00000100241"	"SBF1"	chr22	-	50461795	50462119	50461795	50461869	50461946	50462119	125	5,1,4	138,98,138	10,5,4	124,92,104	226	149	0.0302682875211	0.09034825481189	0.023,0.007,0.019	0.05,0.035,0.025	-0.02
126	"ENSG00000100241"	"SBF1"	chr22	-	50461795	50462119	50461795	50461869	50462007	50462119	126	61,46,57	1,0,0	46,33,35	0,0,0	287	149	1	1.0	0.969,1.0,1.0	1.0,1.0,1.0	-0.01
127	"ENSG00000100241"	"SBF1"	chr22	-	50462204	50462938	50462204	50462473	50462869	50462938	127	20,13,16	0,0,0	19,10,19	1,0,0	545	149	1	1.0	1.0,1.0,1.0	0.839,1.0,1.0	0.054
128	"ENSG00000100241"	"SBF1"	chr22	-	50463282	50464441	50463282	50463432	50464328	50464441	128	1,2,9	127,99,103	3,4,2	84,54,78	1045	149	1	1.0	0.001,0.003,0.012	0.005,0.01,0.004	-0.001
131	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466258	50465960	50466074	50466149	50466258	131	5,4,4	107,89,83	2,4,1	66,64,66	224	149	0.358603750539	0.6584472772412066	0.03,0.029,0.031	0.02,0.04,0.01	0.007
132	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467693	50467337	50467443	50467531	50467693	132	15,12,17	4,4,3	7,12,9	5,1,3	237	149	0.83306047247	1.0	0.702,0.654,0.781	0.468,0.883,0.654	0.044
133	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467693	50467337	50467448	50467531	50467693	133	10,8,11	163,134,136	6,7,8	87,83,79	232	149	0.578349417534	0.9164613847077231	0.038,0.037,0.049	0.042,0.051,0.061	-0.01
134	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467693	50467337	50467448	50467540	50467693	134	21,13,22	10,23,14	13,13,17	4,1,6	241	149	0.00764979504891	0.028209322693847128	0.565,0.259,0.493	0.668,0.889,0.637	-0.292
135	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467923	50467531	50467611	50467785	50467923	135	130,104,102	0,1,3	68,53,64	5,1,3	323	149	0.00968225158734	0.03461761753932928	1.0,0.98,0.94	0.863,0.961,0.908	0.063
136	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467923	50467531	50467690	50467785	50467923	136	5,5,5	84,75,95	1,4,5	61,49,60	244	149	0.757690901979	1.0	0.035,0.039,0.031	0.01,0.047,0.048	0.0
137	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467923	50467531	50467693	50467785	50467923	137	1,3,2	27,17,19	0,1,2	18,16,13	241	149	0.180214618308	0.3892656463826062	0.022,0.098,0.061	0.0,0.037,0.087	0.019
138	"ENSG00000133460"	"SLC2A11"	chr22	+	23882758	23884024	23882758	23882869	23883873	23884024	138	18,30,21	0,0,0	43,20,36	2,0,0	1153	149	1	1.0	1.0,1.0,1.0	0.735,1.0,1.0	0.088
139	"ENSG00000133460"	"SLC2A11"	chr22	+	23882758	23884024	23882758	23882869	23883948	23884024	139	19,34,23	1,0,0	44,21,41	0,0,0	1228	149	1	1.0	0.697,1.0,1.0	1.0,1.0,1.0	-0.101
140	"ENSG00000133460"	"SLC2A11"	chr22	+	23883771	23884429	23883771	23883873	23884301	23884429	140	24,20,11	0,3,0	27,11,45	0,2,1	577	149	0.563677819916	0.9013663483558494	1.0,0.633,1.0	1.0,0.587,0.921	0.042
141	"ENSG00000187860"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30371649	30371727	141	6,3,8	1,7,5	36,24,53	3,6,5	848	149	0.00125803003814	0.006006950578130914	0.513,0.07,0.219	0.678,0.413,0.651	-0.313
144	"ENSG00000206140"	"TMEM191C"	chr22	+	21467893	21468431	21467893	21468202	21468314	21468431	144	7,6,8	0,0,1	9,3,3	0,0,2	261	149	0.728081292296	1.0	1.0,1.0,0.82	1.0,1.0,0.461	0.12
146	"ENSG00000206140"	"TMEM191C"	chr22	+	21468943	21469346	21468943	21469003	21469273	21469346	146	5,0,1	0,0,0	3,2,1	0,0,2	419	149	1	1.0	1.0,NA,1.0	1.0,1.0,0.151	0.283
147	"ENSG00000206140"	"TMEM191C"	chr22	+	21468943	21469346	21468943	21469062	21469273	21469346	147	1,0,0	1,0,0	1,2,0	1,1,1	360	149	1	1.0	0.293,NA,NA	0.293,0.453,0.0	0.044
148	"ENSG00000206140"	"TMEM191C"	chr22	+	21469273	21469534	21469273	21469346	21469493	21469534	148	0,1,0	0,0,1	0,1,0	1,1,0	296	149	1	1.0	NA,1.0,0.0	0.0,0.335,NA	0.333
149	"ENSG00000206140"	"TMEM191C"	chr22	+	21469493	21469933	21469493	21469534	21469616	21469933	149	0,1,2	0,1,0	0,0,2	0,0,0	231	149	1	1.0	NA,0.392,1.0	NA,NA,1.0	-0.304
150	"ENSG00000100299"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406	150	53,40,31	2,2,0	52,29,77	2,3,1	554	149	0.49405575359	0.8268326300626198	0.877,0.843,1.0	0.875,0.722,0.954	0.056
151	"ENSG00000100299"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	151	60,81,75	19,10,9	61,45,59	2,4,9	302	149	0.0481596689409	0.1326419599877755	0.609,0.8,0.804	0.938,0.847,0.764	-0.112
152	"ENSG00000025770"	"NCAPH2"	chr22	+	50523016	50523472	50523016	50523166	50523234	50523472	152	17,12,8	152,134,139	48,41,36	122,121,161	217	149	2.12798667576e-10	4.597796498574552e-09	0.071,0.058,0.038	0.213,0.189,0.133	-0.123
156	"ENSG00000100276"	"RASL10A"	chr22	-	29312932	29313987	29312932	29313568	29313862	29313987	156	14,22,17	12,7,6	8,7,11	3,3,8	443	149	0.745545791198	1.0	0.282,0.514,0.488	0.473,0.44,0.316	0.018
157	"ENSG00000161179"	"YDJC"	chr22	-	21629009	21629407	21629009	21629187	21629307	21629407	157	93,96,93	442,417,389	146,126,156	234,167,263	269	149	0	0.0	0.104,0.113,0.117	0.257,0.295,0.247	-0.155
158	"ENSG00000161179"	"YDJC"	chr22	-	21629307	21629761	21629307	21629407	21629542	21629761	158	223,208,243	188,201,204	317,221,317	145,125,165	284	149	2.16946403286e-06	2.1239843832128048e-05	0.384,0.352,0.385	0.534,0.481,0.502	-0.132
