ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
15	"ENSG00000278932"	NA	chr21	+	9325582	9325823	9325604	9325823	9325058	9325100	15	1,0,2	0,0,0	2,1,1	0,1,0	171	149	1	1.0	1.0,NA,1.0	1.0,0.466,1.0	0.178
16	"ENSG00000278932"	NA	chr21	+	9368208	9368911	9368465	9368911	9367173	9367275	16	2,0,1	0,1,0	1,0,2	2,4,0	406	149	0.00549998593059	0.07443128167996416	1.0,0.0,1.0	0.155,0.0,1.0	0.282
17	"ENSG00000278932"	NA	chr21	+	9368208	9368911	9368667	9368911	9367173	9367275	17	2,1,1	5,1,0	3,0,4	3,3,3	608	149	0.443221466723	1.0	0.089,0.197,1.0	0.197,0.0,0.246	0.281
18	"ENSG00000278932"	NA	chr21	+	9368465	9368911	9368667	9368911	9367173	9367275	18	0,2,0	5,1,0	4,4,2	3,3,3	351	149	1	1.0	0.0,0.459,NA	0.361,0.361,0.221	-0.085
36	"ENSG00000185437"	"SH3BGR"	chr21	+	39462374	39462560	39462379	39462560	39445854	39445929	36	15,7,4	1,1,2	5,9,8	2,0,2	154	149	0.954227777935	1.0	0.936,0.871,0.659	0.708,1.0,0.795	-0.012
37	"ENSG00000185437"	"SH3BGR"	chr21	+	39462374	39462560	39462533	39462560	39445854	39445929	37	55,45,41	1,1,0	29,42,54	0,0,0	308	149	1	1.0	0.964,0.956,1.0	1.0,1.0,1.0	-0.027
38	"ENSG00000185437"	"SH3BGR"	chr21	+	39462379	39462560	39462533	39462560	39445854	39445929	38	41,39,39	1,1,0	26,33,48	0,0,0	303	149	1	1.0	0.953,0.95,1.0	1.0,1.0,1.0	-0.032
39	"ENSG00000185437"	"SH3BGR"	chr21	+	39462374	39462560	39462379	39462560	39445864	39445892	39	7,3,3	0,0,0	3,0,6	2,0,0	154	149	1	1.0	1.0,1.0,1.0	0.592,NA,1.0	0.204
40	"ENSG00000185437"	"SH3BGR"	chr21	+	39462374	39462560	39462533	39462560	39445864	39445892	40	47,41,40	0,0,0	27,33,52	0,2,0	308	149	1	1.0	1.0,1.0,1.0	1.0,0.889,1.0	0.037
41	"ENSG00000185437"	"SH3BGR"	chr21	+	39462379	39462560	39462533	39462560	39445864	39445892	41	40,38,37	0,0,0	26,33,46	0,2,0	303	149	1	1.0	1.0,1.0,1.0	1.0,0.89,1.0	0.037
46	"ENSG00000159131"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542547	33542820	46	97,84,102	2,1,1	77,74,88	3,4,3	182	149	0.0221990732182	0.20216132946104595	0.975,0.986,0.988	0.955,0.938,0.96	0.032
47	"ENSG00000159131"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542586	33542842	47	95,80,98	1,0,0	66,66,81	1,1,1	182	149	1	1.0	0.987,1.0,1.0	0.982,0.982,0.985	0.013
50	"ENSG00000159267"	"HLCS"	chr21	-	36756541	36756980	36756541	36756755	36759726	36759841	50	5,0,3	31,25,18	6,3,2	21,21,29	374	149	0.385480562965	1.0	0.06,0.0,0.062	0.102,0.054,0.027	-0.02
52	"ENSG00000183570"	"PCBP3"	chr21	+	45929916	45929995	45929919	45929995	45917587	45917629	52	5,3,8	4,1,1	1,6,2	1,0,2	152	149	0.22900183636	0.9287207731668842	0.551,0.746,0.887	0.495,1.0,0.495	0.065
53	"ENSG00000183570"	"PCBP3"	chr21	+	45940029	45940199	45940036	45940199	45935252	45935305	53	12,7,10	1,0,0	5,4,5	0,0,0	156	149	1	1.0	0.92,1.0,1.0	1.0,1.0,1.0	-0.027
54	"ENSG00000186866"	"POFUT2"	chr21	-	45263927	45267713	45263927	45265635	45269838	45270019	54	278,470,363	1,0,0	402,277,386	1,3,4	2227	149	0.0014733406645	0.027277265358034722	0.949,1.0,1.0	0.964,0.861,0.866	0.086
55	"ENSG00000186866"	"POFUT2"	chr21	-	45263927	45267713	45263927	45265635	45277016	45277142	55	194,360,266	0,0,0	303,195,303	1,2,0	2227	149	0.894051448095	1.0	1.0,1.0,1.0	0.953,0.867,1.0	0.06
59	"ENSG00000160191"	"PDE9A"	chr21	+	42698912	42699011	42698967	42699011	42687916	42687994	59	2,0,0	68,68,59	2,0,0	49,51,38	204	149	1	1.0	0.021,0.0,0.0	0.029,0.0,0.0	-0.003
61	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840997	26841165	61	653,801,720	2,0,0	321,312,301	0,0,1	650	149	1	1.0	0.987,1.0,1.0	1.0,1.0,0.986	0.0
62	"ENSG00000182871"	"COL18A1"	chr21	+	45505834	45505966	45505837	45505966	45505357	45505431	62	10,7,8	52,27,40	5,2,4	28,23,38	152	149	0.0990141547368	0.5533998669356578	0.159,0.203,0.164	0.149,0.079,0.094	0.068
63	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36059821	36060242	63	2,4,2	0,1,0	5,5,9	0,1,0	198	149	1	1.0	1.0,0.751,1.0	1.0,0.79,1.0	-0.013
64	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060281	36060313	64	2,4,3	3,4,2	10,16,14	9,6,3	198	149	0.153074060797	0.7282118607798822	0.334,0.429,0.53	0.455,0.667,0.778	-0.202
65	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060346	36060526	65	12,9,8	46,34,28	20,13,25	70,53,45	198	149	0.318098363066	1.0	0.164,0.166,0.177	0.177,0.156,0.295	-0.04
66	"ENSG00000160216"	"AGPAT3"	chr21	+	43967868	43968115	43967945	43968115	43960631	43960779	66	3,5,6	13,10,7	5,6,6	11,5,12	226	149	0.548952586159	1.0	0.132,0.248,0.361	0.231,0.442,0.248	-0.06
67	"ENSG00000160209"	"PDXK"	chr21	+	43743668	43743807	43743723	43743807	43741666	43741771	67	14,10,12	231,267,273	4,7,14	178,215,196	204	149	0.664108400973	1.0	0.042,0.027,0.031	0.016,0.023,0.05	0.004
68	"ENSG00000160209"	"PDXK"	chr21	+	43755476	43755764	43755697	43755764	43753582	43753719	68	4,5,5	293,329,312	5,1,0	199,262,220	370	149	1	1.0	0.005,0.006,0.006	0.01,0.002,0.0	0.002
72	"ENSG00000141959"	"PFKL"	chr21	+	44313912	44316339	44316243	44316339	44313637	44313682	72	536,596,529	3,8,4	428,379,460	10,4,10	2480	149	0.0268592991743	0.22987766163301382	0.915,0.817,0.888	0.72,0.851,0.734	0.105
73	"ENSG00000141959"	"PFKL"	chr21	+	44325731	44326060	44325960	44326060	44325152	44325264	73	58,61,55	486,394,423	101,68,102	279,304,279	378	149	1.6582446527e-10	3.929671328087289e-08	0.045,0.058,0.049	0.125,0.081,0.126	-0.06
74	"ENSG00000241837"	"ATP5PO"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	74	9,10,12	1079,1030,1061	7,12,4	890,1267,1018	166	149	1	1.0	0.007,0.009,0.01	0.007,0.008,0.004	0.002
75	"ENSG00000156304"	"SCAF4"	chr21	-	31685048	31685240	31685048	31685174	31685397	31685484	75	122,101,185	20,16,21	130,95,144	47,36,41	215	149	2.69579027823e-06	0.00017111849718479	0.809,0.814,0.859	0.657,0.646,0.709	0.157
76	"ENSG00000156304"	"SCAF4"	chr21	-	31696568	31696750	31696568	31696736	31700994	31701171	76	83,85,88	1,0,0	79,62,80	0,0,0	163	149	1	1.0	0.987,1.0,1.0	1.0,1.0,1.0	-0.004
78	"ENSG00000183765"	"CHEK2"	chr22	-	28695126	28695242	28695126	28695209	28695709	28695873	78	261,237,228	7,2,6	167,203,192	4,2,0	182	149	0.0857844761223	0.5062565873648075	0.968,0.99,0.969	0.972,0.988,1.0	-0.011
79	"ENSG00000186575"	"NF2"	chr22	+	29671825	29671948	29671912	29671948	29668332	29668446	79	128,121,117	0,0,0	116,110,121	1,0,0	236	149	1	1.0	1.0,1.0,1.0	0.987,1.0,1.0	0.004
80	"ENSG00000100150"	"DEPDC5"	chr22	+	31758526	31758633	31758545	31758633	31754861	31754979	80	0,1,0	22,30,37	0,0,1	24,22,29	168	149	1	1.0	0.0,0.029,0.0	0.0,0.0,0.03	-0.0
82	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31836998	31837155	31833914	31833980	82	7,7,4	2,5,3	8,11,4	3,0,1	176	149	0.0245067111468	0.2163407017131417	0.748,0.542,0.53	0.693,1.0,0.772	-0.215
85	"ENSG00000100150"	"DEPDC5"	chr22	+	31873171	31873332	31873254	31873332	31870589	31870744	85	0,3,2	13,8,14	4,1,3	20,13,13	232	149	0.47349621602	1.0	0.0,0.194,0.084	0.114,0.047,0.129	-0.004
86	"ENSG00000100150"	"DEPDC5"	chr22	+	31874272	31874405	31874277	31874405	31873254	31873332	86	16,11,17	0,0,0	12,9,5	1,2,0	154	149	0.7510638882	1.0	1.0,1.0,1.0	0.921,0.813,1.0	0.089
88	"ENSG00000215012"	"RTL10"	chr22	-	19846145	19852486	19846145	19847389	19854442	19854539	88	1461,1456,1459	0,2,2	1114,842,1081	1,0,0	5246	149	0.542955507129	1.0	1.0,0.954,0.954	0.969,1.0,1.0	-0.02
89	"ENSG00000185133"	"INPP5J"	chr22	+	31126293	31126489	31126375	31126489	31125832	31126010	89	3,2,1	11,9,11	1,1,2	9,9,15	231	149	0.409364574222	1.0	0.15,0.125,0.055	0.067,0.067,0.079	0.039
90	"ENSG00000185133"	"INPP5J"	chr22	+	31133609	31134696	31133912	31134696	31133097	31133235	90	2,1,0	0,0,0	5,4,3	1,0,0	452	149	1	1.0	1.0,1.0,NA	0.622,1.0,1.0	0.126
91	"ENSG00000070371"	"CLTCL1"	chr22	-	19196265	19196656	19196265	19196415	19199733	19199841	91	43,50,42	0,0,0	35,22,51	1,0,1	390	149	1	1.0	1.0,1.0,1.0	0.93,1.0,0.951	0.04
92	"ENSG00000182944"	"EWSR1"	chr22	+	29272379	29272431	29272385	29272431	29272215	29272252	92	1757,1581,1776	8,1,1	1804,1859,1688	4,8,7	155	149	1	1.0	0.995,0.999,0.999	0.998,0.996,0.996	0.001
93	"ENSG00000182944"	"EWSR1"	chr22	+	29273737	29273864	29273740	29273864	29272379	29272431	93	81,56,82	1931,1719,1913	100,90,73	1990,2110,1883	152	149	0.369785119151	1.0	0.039,0.031,0.04	0.047,0.04,0.037	-0.005
95	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29291561	29291599	29286922	29287134	95	2266,2164,2239	0,0,0	2716,2557,2833	0,1,1	3105	149	1	1.0	1.0,1.0,1.0	1.0,0.992,0.993	0.005
96	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29291564	29291599	29286922	29287134	96	2276,2175,2254	0,0,0	2726,2572,2854	0,1,2	3108	149	1	1.0	1.0,1.0,1.0	1.0,0.992,0.986	0.007
97	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29286922	29287134	97	10,11,15	0,0,0	10,16,22	0,1,2	152	149	0.297857173352	1.0	1.0,1.0,1.0	1.0,0.94,0.915	0.048
98	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288605	29288755	98	10,11,15	0,0,0	10,15,22	0,1,0	152	149	1	1.0	1.0,1.0,1.0	1.0,0.936,1.0	0.021
99	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288605	29288786	99	329,272,324	392,362,362	287,362,296	415,445,413	152	149	0.277112239401	1.0	0.451,0.424,0.467	0.404,0.444,0.413	0.027
100	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288986	29289062	100	11,11,15	0,0,0	11,15,21	1,2,1	152	149	0.118145016286	0.6206396323516769	1.0,1.0,1.0	0.915,0.88,0.954	0.084
101	"ENSG00000182944"	"EWSR1"	chr22	+	29292487	29292606	29292499	29292606	29292158	29292169	101	1460,1393,1484	0,0,0	1621,1706,1547	1,1,1	161	149	1	1.0	1.0,1.0,1.0	0.999,0.999,0.999	0.001
105	"ENSG00000291064"	"RPL23AP7"	chr22	+	50788749	50789186	50788894	50789186	50785172	50785293	105	9,8,5	0,0,0	14,13,19	1,2,6	294	149	3.1256405687e-06	0.00019492298844805148	1.0,1.0,1.0	0.876,0.767,0.616	0.247
106	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285985	41286187	106	30,30,9	294,219,242	21,9,19	293,261,250	279	149	0.0493371538947	0.35107560620939665	0.052,0.068,0.019	0.037,0.018,0.039	0.015
109	"ENSG00000100083"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37608844	37608903	109	31,37,24	0,3,1	16,15,20	0,1,0	244	149	0.363342932225	1.0	1.0,0.883,0.936	1.0,0.902,1.0	-0.028
110	"ENSG00000100083"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37609065	37609356	110	27,36,24	0,0,0	17,16,23	0,0,1	244	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.934	0.022
111	"ENSG00000100083"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37610576	37610699	111	27,36,24	0,0,0	16,14,20	0,1,0	244	149	1	1.0	1.0,1.0,1.0	1.0,0.895,1.0	0.035
112	"ENSG00000100083"	"GGA1"	chr22	+	37614189	37614274	37614193	37614274	37613023	37613191	112	46,45,45	0,2,2	36,26,24	0,0,0	153	149	0.414266356825	1.0	1.0,0.956,0.956	1.0,1.0,1.0	-0.029
114	"ENSG00000100099"	"HPS4"	chr22	-	26470718	26470922	26470718	26470813	26471212	26471388	114	4,1,1	9,9,8	4,3,2	4,2,4	258	149	0.0329680131228	0.26354639575827526	0.204,0.06,0.067	0.366,0.464,0.224	-0.241
115	"ENSG00000100099"	"HPS4"	chr22	-	26470718	26470922	26470718	26470813	26472301	26472418	115	4,2,3	61,59,46	5,4,7	39,42,46	258	149	0.0373841096846	0.28691631935923334	0.036,0.019,0.036	0.069,0.052,0.081	-0.037
117	"ENSG00000253352"	"TUG1"	chr22	+	30972854	30973601	30972923	30973601	30972047	30972172	117	49,55,44	0,1,1	69,73,53	0,2,1	218	149	1	1.0	1.0,0.974,0.968	1.0,0.961,0.973	0.003
124	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933	124	3,1,3	87,62,66	4,6,7	104,94,85	191	149	0.0787917259957	0.47876636240350134	0.026,0.012,0.034	0.029,0.047,0.06	-0.021
125	"ENSG00000100395"	"L3MBTL2"	chr22	+	41227088	41227869	41227803	41227869	41226661	41226744	125	160,150,160	0,0,0	174,149,230	1,0,0	864	149	1	1.0	1.0,1.0,1.0	0.968,1.0,1.0	0.011
127	"ENSG00000099953"	"MMP11"	chr22	+	23781787	23782483	23782225	23782483	23781192	23781409	127	5,8,2	24,20,29	3,0,3	12,12,26	587	149	0.124532524427	0.6431064602854858	0.05,0.092,0.017	0.06,0.0,0.028	0.024
128	"ENSG00000099953"	"MMP11"	chr22	+	23781787	23782483	23782367	23782483	23781192	23781409	128	34,34,56	0,2,0	25,12,20	0,0,0	729	149	1	1.0	1.0,0.777,1.0	1.0,1.0,1.0	-0.074
129	"ENSG00000099953"	"MMP11"	chr22	+	23782225	23782483	23782367	23782483	23781192	23781409	129	53,46,83	0,2,0	34,24,43	0,0,0	291	149	1	1.0	1.0,0.922,1.0	1.0,1.0,1.0	-0.026
130	"ENSG00000250479"	"CHCHD10"	chr22	-	23766127	23766296	23766127	23766275	23767373	23767593	130	8,3,6	191,177,186	9,2,8	160,65,191	170	149	0.277071622954	1.0	0.035,0.015,0.027	0.047,0.026,0.035	-0.01
131	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556930	22556811	22556909	22557544	22557580	131	86,80,89	51,31,51	92,69,80	41,31,57	170	149	0.903858823218	1.0	0.596,0.693,0.605	0.663,0.661,0.552	0.006
132	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556977	22556811	22556909	22557544	22557580	132	24,30,29	51,31,51	19,25,21	41,31,57	217	149	0.414006521893	1.0	0.244,0.399,0.281	0.241,0.356,0.202	0.042
133	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556909	22557544	22557580	133	40,44,42	51,31,51	33,37,31	41,31,57	326	149	0.425235477056	1.0	0.264,0.393,0.273	0.269,0.353,0.199	0.036
134	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556977	22556811	22556930	22557544	22557580	134	9,14,4	71,64,64	6,5,8	79,49,67	196	149	0.295428874949	1.0	0.088,0.143,0.045	0.055,0.072,0.083	0.022
135	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556930	22557544	22557580	135	25,28,17	71,64,64	20,17,18	79,49,67	305	149	0.312308674519	1.0	0.147,0.176,0.115	0.11,0.145,0.116	0.022
136	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556977	22557544	22557580	136	17,20,13	1,6,0	14,14,10	0,2,0	258	149	0.00242934699522	0.04047899430785325	0.908,0.658,1.0	1.0,0.802,1.0	-0.079
138	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160	138	1,2,1	199,172,150	0,0,1	143,135,148	200	149	1	1.0	0.004,0.009,0.005	0.0,0.0,0.005	0.004
148	"ENSG00000188263"	"IL17REL"	chr22	-	49997319	49997483	49997319	49997416	49997684	49997742	148	0,0,1	0,0,0	0,0,0	1,0,0	216	149	1	1.0	NA,NA,1.0	0.0,NA,NA	1.0
149	"ENSG00000251322"	"SHANK3"	chr22	+	50705375	50706152	50706071	50706152	50704963	50705096	149	8,9,22	36,59,37	8,3,9	29,25,31	845	149	0.354051237358	1.0	0.038,0.026,0.095	0.046,0.021,0.049	0.014
150	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38656955	38657143	150	85,98,76	0,1,1	104,94,102	1,2,0	266	149	1	1.0	1.0,0.982,0.977	0.983,0.963,1.0	0.004
151	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38668016	38668132	151	149,144,127	314,326,354	168,161,183	311,385,301	266	149	0.0811981563494	0.48837966120135456	0.21,0.198,0.167	0.232,0.19,0.254	-0.034
153	"ENSG00000100242"	"SUN2"	chr22	-	38750224	38750383	38750224	38750320	38750897	38751035	153	1,2,0	138,110,134	3,3,1	82,76,100	212	149	0.627805496486	1.0	0.005,0.013,0.0	0.025,0.027,0.007	-0.014
154	"ENSG00000100242"	"SUN2"	chr22	-	38754641	38754706	38754641	38754690	38755762	38756000	154	15,6,7	1,0,0	15,11,17	0,0,0	165	149	1	1.0	0.931,1.0,1.0	1.0,1.0,1.0	-0.023
155	"ENSG00000100350"	"FOXRED2"	chr22	-	36493632	36493803	36493632	36493798	36495966	36496208	155	161,150,130	0,0,1	160,83,154	3,2,7	154	149	0.0338927796061	0.2687231239549817	1.0,1.0,0.992	0.981,0.976,0.955	0.027
156	"ENSG00000186951"	"PPARA"	chr22	+	46198341	46198591	46198344	46198591	46151887	46151970	156	3,1,5	2,1,3	1,2,0	0,1,6	152	149	0.199294916756	0.8544145449473569	0.595,0.495,0.62	1.0,0.662,0.0	0.016
158	"ENSG00000100241"	"SBF1"	chr22	-	50447321	50447453	50447321	50447422	50447521	50447609	158	301,305,252	1,2,3	222,159,182	4,1,3	180	149	0.658778671785	1.0	0.996,0.992,0.986	0.979,0.992,0.98	0.008
159	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448433	50448232	50448375	50448542	50448650	159	110,90,125	2,0,0	95,57,87	0,0,1	207	149	1	1.0	0.975,1.0,1.0	1.0,1.0,0.984	-0.003
160	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448444	50448232	50448375	50448542	50448650	160	389,344,415	2,0,0	299,183,302	0,0,1	218	149	1	1.0	0.993,1.0,1.0	1.0,1.0,0.995	-0.001
161	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448444	50448232	50448433	50448542	50448650	161	280,255,290	1,1,0	208,129,219	4,3,4	160	149	0.30661228007	1.0	0.996,0.996,1.0	0.98,0.976,0.981	0.018
162	"ENSG00000100241"	"SBF1"	chr22	-	50448542	50448650	50448542	50448647	50454511	50454742	162	226,226,215	2,1,2	187,117,210	2,0,1	152	149	1	1.0	0.991,0.996,0.991	0.989,1.0,0.995	-0.002
163	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454725	50454511	50454706	50454813	50454944	163	22,14,14	1,0,0	14,9,21	0,0,0	168	149	1	1.0	0.951,1.0,1.0	1.0,1.0,1.0	-0.016
164	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454742	50454511	50454706	50454813	50454944	164	387,401,374	1,0,0	314,195,286	0,0,0	185	149	1	1.0	0.997,1.0,1.0	1.0,1.0,1.0	-0.001
165	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454742	50454511	50454725	50454813	50454944	165	369,387,360	4,0,0	305,186,269	5,0,4	166	149	0.920286407771	1.0	0.988,1.0,1.0	0.982,1.0,0.984	0.007
167	"ENSG00000100241"	"SBF1"	chr22	-	50455015	50455142	50455015	50455130	50455223	50455409	167	214,254,244	0,1,4	164,124,143	4,1,3	161	149	0.897706456474	1.0	1.0,0.996,0.983	0.974,0.991,0.978	0.012
170	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50457111	50456491	50456673	50459254	50459392	170	105,98,93	80,79,41	85,64,82	42,19,33	587	149	0.0159867022762	0.15611922442618753	0.25,0.239,0.365	0.339,0.461,0.387	-0.111
171	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459392	50459254	50459381	50459469	50459666	171	77,89,63	1,0,2	51,33,60	3,1,2	160	149	0.199596071501	0.8546115371005971	0.986,1.0,0.967	0.941,0.968,0.965	0.026
172	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459410	50459254	50459381	50459469	50459666	172	15,17,11	1,0,2	8,7,11	3,1,2	178	149	0.0288710438704	0.24223509979067315	0.926,1.0,0.822	0.691,0.854,0.822	0.127
173	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459410	50459254	50459392	50459469	50459666	173	5,2,2	67,74,54	2,2,4	45,28,53	167	149	0.678980783511	1.0	0.062,0.024,0.032	0.038,0.06,0.063	-0.014
175	"ENSG00000100241"	"SBF1"	chr22	-	50460533	50460712	50460533	50460685	50461158	50461286	175	127,119,130	2,1,0	104,64,99	2,0,0	176	149	1	1.0	0.982,0.99,1.0	0.978,1.0,1.0	-0.002
178	"ENSG00000100241"	"SBF1"	chr22	-	50461946	50462119	50461946	50462107	50462204	50462470	178	164,135,140	0,0,0	123,101,103	0,1,0	161	149	1	1.0	1.0,1.0,1.0	1.0,0.989,1.0	0.004
179	"ENSG00000100241"	"SBF1"	chr22	-	50462204	50462473	50462204	50462470	50462558	50462717	179	155,133,143	0,0,0	114,53,103	0,2,0	152	149	1	1.0	1.0,1.0,1.0	1.0,0.963,1.0	0.012
180	"ENSG00000100241"	"SBF1"	chr22	-	50462558	50462714	50462558	50462682	50462869	50462938	180	28,20,26	0,0,0	22,9,18	1,1,0	181	149	1	1.0	1.0,1.0,1.0	0.948,0.881,1.0	0.057
181	"ENSG00000100241"	"SBF1"	chr22	-	50462558	50462717	50462558	50462682	50462869	50462938	181	136,117,127	0,0,0	79,62,101	1,1,0	184	149	1	1.0	1.0,1.0,1.0	0.985,0.98,1.0	0.012
182	"ENSG00000100241"	"SBF1"	chr22	-	50462558	50462717	50462558	50462714	50462869	50462938	182	109,97,101	1,0,0	61,54,83	4,1,0	152	149	0.491015567541	1.0	0.991,1.0,1.0	0.937,0.981,1.0	0.024
184	"ENSG00000100241"	"SBF1"	chr22	-	50465000	50465129	50465000	50465125	50465214	50465328	184	119,98,111	0,1,0	78,47,64	0,2,0	153	149	1	1.0	1.0,0.99,1.0	1.0,0.958,1.0	0.011
185	"ENSG00000100241"	"SBF1"	chr22	-	50465214	50465340	50465214	50465328	50465762	50465840	185	9,6,7	78,64,69	3,3,6	59,35,59	161	149	0.32539734299	1.0	0.096,0.08,0.086	0.045,0.073,0.086	0.019
189	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466258	50465960	50466074	50466349	50466482	189	97,95,82	1,0,0	75,54,59	0,0,1	333	149	1	1.0	0.977,1.0,1.0	1.0,1.0,0.964	0.004
190	"ENSG00000100241"	"SBF1"	chr22	-	50466349	50466513	50466349	50466482	50466604	50466710	190	4,4,3	87,89,93	7,2,3	61,55,65	180	149	0.310285141025	1.0	0.037,0.036,0.026	0.087,0.029,0.037	-0.018
191	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467448	50467337	50467443	50467531	50467690	191	168,138,142	4,4,3	88,88,80	5,1,3	154	149	0.613932661133	1.0	0.976,0.971,0.979	0.945,0.988,0.963	0.01
