ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
43	"ENSG00000159131"	"GART"	chr21	-	33539170	33539356	33539170	33539323	33542586	33542842	43	95,80,98	1,0,0	49,46,59	0,1,1	182	149	1	1.0	0.987,1.0,1.0	1.0,0.974,0.98	0.011
45	"ENSG00000160294"	"MCM3AP"	chr21	-	46246306	46246886	46246306	46246404	46251528	46251682	45	276,264,290	0,0,0	246,122,211	1,0,0	631	149	1	1.0	1.0,1.0,1.0	0.983,1.0,1.0	0.006
47	"ENSG00000159267"	"HLCS"	chr21	-	36756541	36756980	36756541	36756755	36759726	36759841	47	5,0,3	31,25,18	7,2,2	12,16,15	374	149	0.109676996038	0.5650161015035708	0.06,0.0,0.062	0.189,0.047,0.05	-0.055
49	"ENSG00000183570"	"PCBP3"	chr21	+	45929916	45929995	45929919	45929995	45917587	45917629	49	5,3,8	4,1,1	1,4,3	2,1,0	152	149	0.242017368781	0.9420896890576727	0.551,0.746,0.887	0.329,0.797,1.0	0.019
50	"ENSG00000183570"	"PCBP3"	chr21	+	45940029	45940199	45940036	45940199	45935252	45935305	50	12,7,10	1,0,0	2,1,0	1,0,2	156	149	0.209491516807	0.8624236114607013	0.92,1.0,1.0	0.656,1.0,0.0	0.421
51	"ENSG00000186866"	"POFUT2"	chr21	-	45263927	45267713	45263927	45265635	45269838	45270019	51	278,470,363	1,0,0	375,257,358	4,4,1	2227	149	0.000347442337798	0.0067163428096830785	0.949,1.0,1.0	0.862,0.811,0.96	0.105
55	"ENSG00000160191"	"PDE9A"	chr21	+	42698912	42699011	42698967	42699011	42687916	42687994	55	2,0,0	68,68,59	0,2,0	29,17,35	204	149	1	1.0	0.021,0.0,0.0	0.0,0.079,0.0	-0.019
56	"ENSG00000160191"	"PDE9A"	chr21	+	42698912	42699011	42698967	42699011	42697414	42697490	56	1,0,0	3,4,2	1,2,0	2,1,1	204	149	0.484933242129	1.0	0.196,0.0,0.0	0.268,0.594,0.0	-0.222
58	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840997	26841165	58	653,801,720	2,0,0	370,263,353	1,0,0	650	149	1	1.0	0.987,1.0,1.0	0.988,1.0,1.0	-0.0
59	"ENSG00000182871"	"COL18A1"	chr21	+	45505834	45505966	45505837	45505966	45505357	45505431	59	10,7,8	52,27,40	6,2,3	35,23,18	152	149	0.208545655149	0.8599795428980541	0.159,0.203,0.164	0.144,0.079,0.14	0.054
60	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36059821	36060242	60	2,4,2	0,1,0	10,6,9	0,0,0	198	149	1	1.0	1.0,0.751,1.0	1.0,1.0,1.0	-0.083
61	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060281	36060313	61	2,4,3	3,4,2	11,10,12	2,3,0	198	149	0.00166135147708	0.02454006896205117	0.334,0.429,0.53	0.805,0.715,1.0	-0.409
62	"ENSG00000185917"	"SETD4"	chr21	-	36058815	36058973	36058815	36058924	36060346	36060526	62	12,9,8	46,34,28	27,16,19	40,51,49	198	149	0.0606111856934	0.3729301954877908	0.164,0.166,0.177	0.337,0.191,0.226	-0.082
63	"ENSG00000160216"	"AGPAT3"	chr21	+	43967868	43968115	43967945	43968115	43960631	43960779	63	3,5,6	13,10,7	6,0,6	6,8,4	226	149	0.826753469382	1.0	0.132,0.248,0.361	0.397,0.0,0.497	-0.051
64	"ENSG00000160209"	"PDXK"	chr21	+	43743668	43743807	43743723	43743807	43741666	43741771	64	14,10,12	231,267,273	4,5,9	125,113,128	204	149	1	1.0	0.042,0.027,0.031	0.023,0.031,0.049	-0.001
65	"ENSG00000160209"	"PDXK"	chr21	+	43755476	43755764	43755697	43755764	43753582	43753719	65	4,5,5	293,329,312	9,4,4	161,127,175	370	149	0.578041671636	1.0	0.005,0.006,0.006	0.022,0.013,0.009	-0.009
67	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32573283	32574124	32573283	32573368	32574575	32574676	67	2,2,0	0,0,0	6,0,0	0,0,1	905	149	1	1.0	1.0,1.0,NA	1.0,NA,0.0	0.5
69	"ENSG00000141959"	"PFKL"	chr21	+	44313912	44316339	44316243	44316339	44313637	44313682	69	536,596,529	3,8,4	332,265,324	0,3,3	2480	149	0.234168912179	0.9233510446119599	0.915,0.817,0.888	1.0,0.841,0.866	-0.029
70	"ENSG00000141959"	"PFKL"	chr21	+	44325731	44326060	44325960	44326060	44325152	44325264	70	58,61,55	486,394,423	71,38,59	251,243,209	378	149	7.22674993888e-05	0.0018024571920728506	0.045,0.058,0.049	0.1,0.058,0.1	-0.035
71	"ENSG00000241837"	"ATP5PO"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	71	9,10,12	1079,1030,1061	12,7,8	718,901,779	166	149	1	1.0	0.007,0.009,0.01	0.015,0.007,0.009	-0.002
72	"ENSG00000156304"	"SCAF4"	chr21	-	31685048	31685240	31685048	31685174	31685397	31685484	72	122,101,185	20,16,21	124,99,133	38,42,39	215	149	5.11504770495e-06	0.00017913177339321472	0.809,0.814,0.859	0.693,0.62,0.703	0.155
73	"ENSG00000156304"	"SCAF4"	chr21	-	31696568	31696750	31696568	31696736	31700994	31701171	73	83,85,88	1,0,0	81,53,74	0,0,0	163	149	1	1.0	0.987,1.0,1.0	1.0,1.0,1.0	-0.004
75	"ENSG00000183765"	"CHEK2"	chr22	-	28695126	28695242	28695126	28695209	28695709	28695873	75	261,237,228	7,2,6	157,134,140	3,1,4	182	149	0.577383017981	1.0	0.968,0.99,0.969	0.977,0.991,0.966	-0.002
77	"ENSG00000100150"	"DEPDC5"	chr22	+	31758526	31758633	31758545	31758633	31754861	31754979	77	0,1,0	22,30,37	1,0,0	24,25,16	168	149	1	1.0	0.0,0.029,0.0	0.036,0.0,0.0	-0.002
79	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31836998	31837155	31833914	31833980	79	7,7,4	2,5,3	2,3,4	2,0,3	176	149	0.673644017769	1.0	0.748,0.542,0.53	0.458,1.0,0.53	-0.056
80	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31837093	31837155	31833914	31833980	80	14,12,6	0,0,0	7,7,10	1,0,1	271	149	1	1.0	1.0,1.0,1.0	0.794,1.0,0.846	0.12
81	"ENSG00000100150"	"DEPDC5"	chr22	+	31836998	31837155	31837093	31837155	31833914	31833980	81	9,10,5	0,0,0	7,4,9	1,0,1	244	149	1	1.0	1.0,1.0,1.0	0.81,1.0,0.846	0.115
82	"ENSG00000100150"	"DEPDC5"	chr22	+	31873171	31873332	31873254	31873332	31870589	31870744	82	0,3,2	13,8,14	4,0,0	8,9,9	232	149	0.741370076108	1.0	0.0,0.194,0.084	0.243,0.0,0.0	0.012
84	"ENSG00000100150"	"DEPDC5"	chr22	+	31876086	31876265	31876156	31876265	31874272	31874405	84	0,0,0	23,8,13	0,0,1	9,10,12	219	149	1	1.0	0.0,0.0,0.0	0.0,0.0,0.054	-0.018
85	"ENSG00000215012"	"RTL10"	chr22	-	19846145	19852486	19846145	19847389	19854442	19854539	85	1461,1456,1459	0,2,2	846,555,767	0,0,0	5246	149	0.400708097893	1.0	1.0,0.954,0.954	1.0,1.0,1.0	-0.031
86	"ENSG00000185133"	"INPP5J"	chr22	+	31126293	31126489	31126375	31126489	31125832	31126010	86	3,2,1	11,9,11	2,0,0	3,2,3	231	149	0.0756120508434	0.43461554751520637	0.15,0.125,0.055	0.301,0.0,0.0	0.01
87	"ENSG00000070371"	"CLTCL1"	chr22	-	19196265	19196656	19196265	19196415	19199733	19199841	87	43,50,42	0,0,0	24,15,29	0,0,1	390	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.917	0.028
88	"ENSG00000182944"	"EWSR1"	chr22	+	29272379	29272431	29272385	29272431	29268008	29268349	88	26,37,24	0,0,0	32,26,39	0,2,0	155	149	1	1.0	1.0,1.0,1.0	1.0,0.926,1.0	0.025
89	"ENSG00000182944"	"EWSR1"	chr22	+	29273737	29273864	29273740	29273864	29268008	29268349	89	19,15,15	0,0,0	18,12,15	1,5,2	152	149	0.000187369266549	0.003991746082770987	1.0,1.0,1.0	0.946,0.702,0.88	0.157
90	"ENSG00000182944"	"EWSR1"	chr22	+	29272379	29272431	29272385	29272431	29272215	29272252	90	1757,1581,1776	8,1,1	1388,1309,1325	5,1,2	155	149	1	1.0	0.995,0.999,0.999	0.996,0.999,0.998	-0.0
91	"ENSG00000182944"	"EWSR1"	chr22	+	29273737	29273864	29273740	29273864	29272379	29272431	91	81,56,82	1931,1719,1913	95,76,87	1532,1423,1476	152	149	0.00162665835241	0.024107548277890814	0.039,0.031,0.04	0.057,0.05,0.055	-0.017
93	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29291564	29291599	29286922	29287134	93	2276,2175,2254	0,0,0	2924,2477,2801	1,0,1	3108	149	1	1.0	1.0,1.0,1.0	0.993,1.0,0.993	0.005
94	"ENSG00000182944"	"EWSR1"	chr22	+	29292487	29292606	29292499	29292606	29288605	29288755	94	73,79,76	1,2,2	117,80,73	0,0,0	161	149	0.49770515159	1.0	0.985,0.973,0.972	1.0,1.0,1.0	-0.023
95	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288605	29288786	95	329,272,324	392,362,362	236,221,202	318,272,251	152	149	0.620554370394	1.0	0.451,0.424,0.467	0.421,0.443,0.441	0.012
96	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288986	29289062	96	11,11,15	0,0,0	10,11,9	0,3,3	152	149	0.0038055362719	0.04567536844653685	1.0,1.0,1.0	1.0,0.782,0.746	0.157
97	"ENSG00000182944"	"EWSR1"	chr22	+	29292487	29292606	29292499	29292606	29292158	29292169	97	1460,1393,1484	0,0,0	1349,1117,1147	1,0,0	161	149	1	1.0	1.0,1.0,1.0	0.999,1.0,1.0	0.0
101	"ENSG00000291064"	"RPL23AP7"	chr22	+	50788749	50789186	50788894	50789186	50785172	50785293	101	9,8,5	0,0,0	9,16,12	1,0,0	294	149	1	1.0	1.0,1.0,1.0	0.82,1.0,1.0	0.06
102	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285985	41286187	102	30,30,9	294,219,242	41,12,28	153,168,187	279	149	0.00466218800484	0.05344865212515587	0.052,0.068,0.019	0.125,0.037,0.074	-0.032
105	"ENSG00000100201"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38494020	38494131	105	8721,9822,8734	0,0,0	5688,4650,5420	0,0,1	4149	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.995	0.002
106	"ENSG00000100083"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37608844	37608903	106	31,37,24	0,3,1	12,8,14	0,0,2	244	149	0.722595821995	1.0	1.0,0.883,0.936	1.0,1.0,0.81	0.003
107	"ENSG00000100083"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37609065	37609356	107	27,36,24	0,0,0	12,8,14	0,1,0	244	149	1	1.0	1.0,1.0,1.0	1.0,0.83,1.0	0.057
109	"ENSG00000100083"	"GGA1"	chr22	+	37614189	37614274	37614193	37614274	37613023	37613191	109	46,45,45	0,2,2	19,14,16	0,0,0	153	149	0.41407191092	1.0	1.0,0.956,0.956	1.0,1.0,1.0	-0.029
111	"ENSG00000100099"	"HPS4"	chr22	-	26470718	26470922	26470718	26470813	26472301	26472418	111	4,2,3	61,59,46	12,4,4	39,23,32	258	149	0.000640433497489	0.011100123636139854	0.036,0.019,0.036	0.151,0.091,0.067	-0.073
113	"ENSG00000100099"	"HPS4"	chr22	-	26470689	26472939	26470689	26472418	26476992	26477136	113	81,66,70	0,0,0	42,30,35	0,1,0	670	149	1	1.0	1.0,1.0,1.0	1.0,0.87,1.0	0.043
114	"ENSG00000253352"	"TUG1"	chr22	+	30972854	30973601	30972923	30973601	30972047	30972172	114	49,55,44	0,1,1	95,75,83	0,1,0	218	149	1	1.0	1.0,0.974,0.968	1.0,0.981,1.0	-0.013
121	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933	121	3,1,3	87,62,66	4,6,6	74,55,53	191	149	0.0136490299042	0.1232994521204498	0.026,0.012,0.034	0.04,0.078,0.081	-0.042
122	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41219418	41219536	41216138	41216262	122	113,75,84	0,0,0	96,68,64	0,0,1	2445	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.796	0.068
124	"ENSG00000099953"	"MMP11"	chr22	+	23781787	23782483	23782225	23782483	23781192	23781409	124	5,8,2	24,20,29	3,0,0	13,7,8	587	149	0.0280235162744	0.2140167867229383	0.05,0.092,0.017	0.055,0.0,0.0	0.035
125	"ENSG00000099953"	"MMP11"	chr22	+	23781787	23782483	23782367	23782483	23781192	23781409	125	34,34,56	0,2,0	15,9,11	2,0,1	729	149	0.761424643919	1.0	1.0,0.777,1.0	0.605,1.0,0.692	0.16
126	"ENSG00000099953"	"MMP11"	chr22	+	23782225	23782483	23782367	23782483	23781192	23781409	126	53,46,83	0,2,0	25,16,19	2,0,1	291	149	0.718720985942	1.0	1.0,0.922,1.0	0.865,1.0,0.907	0.05
127	"ENSG00000250479"	"CHCHD10"	chr22	-	23766127	23766296	23766127	23766275	23767373	23767593	127	8,3,6	191,177,186	3,2,3	116,72,131	170	149	0.408076478439	1.0	0.035,0.015,0.027	0.022,0.024,0.02	0.004
128	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556930	22556811	22556909	22557544	22557580	128	86,80,89	51,31,51	45,55,44	17,20,22	170	149	0.240393087995	0.9386253218162925	0.596,0.693,0.605	0.699,0.707,0.637	-0.05
129	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556977	22556811	22556909	22557544	22557580	129	24,30,29	51,31,51	12,15,10	17,20,22	217	149	0.914774368986	1.0	0.244,0.399,0.281	0.326,0.34,0.238	0.007
130	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556909	22557544	22557580	130	40,44,42	51,31,51	25,28,23	17,20,22	326	149	0.244451610832	0.9476958777674086	0.264,0.393,0.273	0.402,0.39,0.323	-0.062
131	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556977	22556811	22556930	22557544	22557580	131	9,14,4	71,64,64	6,5,3	39,45,37	196	149	0.554425984651	1.0	0.088,0.143,0.045	0.105,0.078,0.058	0.012
132	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556930	22557544	22557580	132	25,28,17	71,64,64	19,18,16	39,45,37	305	149	0.379343324001	1.0	0.147,0.176,0.115	0.192,0.163,0.174	-0.03
133	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556977	22557544	22557580	133	17,20,13	1,6,0	13,13,13	0,0,0	258	149	0.000690919060199	0.011814947006011663	0.908,0.658,1.0	1.0,1.0,1.0	-0.145
135	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160	135	1,2,1	199,172,150	1,0,2	101,78,83	200	149	1	1.0	0.004,0.009,0.005	0.007,0.0,0.018	-0.002
146	"ENSG00000251322"	"SHANK3"	chr22	+	50705375	50706152	50706071	50706152	50704963	50705096	146	8,9,22	36,59,37	6,5,3	19,10,22	845	149	0.582623670208	1.0	0.038,0.026,0.095	0.053,0.081,0.023	0.001
147	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38656955	38657143	147	85,98,76	0,1,1	62,41,43	0,0,0	266	149	1	1.0	1.0,0.982,0.977	1.0,1.0,1.0	-0.014
148	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38668016	38668132	148	149,144,127	314,326,354	101,67,87	181,175,174	266	149	0.33766461933	1.0	0.21,0.198,0.167	0.238,0.177,0.219	-0.02
150	"ENSG00000100242"	"SUN2"	chr22	-	38750224	38750383	38750224	38750320	38750897	38751035	150	1,2,0	138,110,134	4,1,0	41,39,50	212	149	0.499024727586	1.0	0.005,0.013,0.0	0.064,0.018,0.0	-0.021
151	"ENSG00000100242"	"SUN2"	chr22	-	38754641	38754706	38754641	38754690	38755762	38756000	151	15,6,7	1,0,0	4,3,2	0,0,0	165	149	1	1.0	0.931,1.0,1.0	1.0,1.0,1.0	-0.023
152	"ENSG00000100350"	"FOXRED2"	chr22	-	36493632	36493803	36493632	36493798	36495966	36496208	152	161,150,130	0,0,1	105,53,72	2,1,0	154	149	1	1.0	1.0,1.0,0.992	0.981,0.981,1.0	0.01
153	"ENSG00000186951"	"PPARA"	chr22	+	46198341	46198591	46198344	46198591	46151887	46151970	153	3,1,5	2,1,3	1,0,0	3,3,2	152	149	3.52032527762e-06	0.00012856730817479328	0.595,0.495,0.62	0.246,0.0,0.0	0.488
155	"ENSG00000100241"	"SBF1"	chr22	-	50447321	50447453	50447321	50447422	50447521	50447609	155	301,305,252	1,2,3	172,101,141	1,1,1	180	149	1	1.0	0.996,0.992,0.986	0.993,0.988,0.992	0.0
156	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448433	50448232	50448375	50448542	50448650	156	110,90,125	2,0,0	78,39,70	0,0,0	207	149	1	1.0	0.975,1.0,1.0	1.0,1.0,1.0	-0.008
157	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448444	50448232	50448375	50448542	50448650	157	389,344,415	2,0,0	230,148,220	0,0,0	218	149	1	1.0	0.993,1.0,1.0	1.0,1.0,1.0	-0.002
158	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448444	50448232	50448433	50448542	50448650	158	280,255,290	1,1,0	153,109,150	1,0,0	160	149	1	1.0	0.996,0.996,1.0	0.993,1.0,1.0	-0.0
159	"ENSG00000100241"	"SBF1"	chr22	-	50448542	50448650	50448542	50448647	50454511	50454742	159	226,226,215	2,1,2	113,84,122	2,0,0	152	149	1	1.0	0.991,0.996,0.991	0.982,1.0,1.0	-0.001
160	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454725	50454511	50454706	50454813	50454944	160	22,14,14	1,0,0	12,8,14	0,0,1	168	149	1	1.0	0.951,1.0,1.0	1.0,1.0,0.925	0.009
161	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454742	50454511	50454706	50454813	50454944	161	387,401,374	1,0,0	178,166,171	0,0,1	185	149	1	1.0	0.997,1.0,1.0	1.0,1.0,0.993	0.001
162	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454742	50454511	50454725	50454813	50454944	162	369,387,360	4,0,0	169,161,158	3,3,1	166	149	0.644734862745	1.0	0.988,1.0,1.0	0.981,0.98,0.993	0.011
163	"ENSG00000100241"	"SBF1"	chr22	-	50454813	50454944	50454813	50454927	50455015	50455142	163	196,198,191	0,0,0	100,76,86	1,0,0	166	149	1	1.0	1.0,1.0,1.0	0.989,1.0,1.0	0.004
164	"ENSG00000100241"	"SBF1"	chr22	-	50455015	50455142	50455015	50455130	50455223	50455409	164	214,254,244	0,1,4	125,102,117	0,1,1	161	149	1	1.0	1.0,0.996,0.983	1.0,0.99,0.991	-0.001
167	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50457111	50456491	50456673	50459254	50459392	167	105,98,93	80,79,41	64,41,55	23,17,25	587	149	0.021910295587	0.1772584514815364	0.25,0.239,0.365	0.414,0.38,0.358	-0.099
168	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459392	50459254	50459381	50459469	50459666	168	77,89,63	1,0,2	25,30,39	1,0,0	160	149	1	1.0	0.986,1.0,0.967	0.959,1.0,1.0	-0.002
169	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459410	50459254	50459381	50459469	50459666	169	15,17,11	1,0,2	10,5,7	1,0,0	178	149	0.861363334785	1.0	0.926,1.0,0.822	0.893,1.0,1.0	-0.048
170	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459410	50459254	50459392	50459469	50459666	170	5,2,2	67,74,54	4,0,3	19,25,35	167	149	0.518256611749	1.0	0.062,0.024,0.032	0.158,0.0,0.071	-0.037
172	"ENSG00000100241"	"SBF1"	chr22	-	50460533	50460712	50460533	50460685	50461158	50461286	172	127,119,130	2,1,0	74,57,94	1,0,0	176	149	1	1.0	0.982,0.99,1.0	0.984,1.0,1.0	-0.004
173	"ENSG00000100241"	"SBF1"	chr22	-	50461158	50461286	50461158	50461275	50461522	50461718	173	113,138,139	0,0,0	93,67,74	0,1,0	160	149	1	1.0	1.0,1.0,1.0	1.0,0.984,1.0	0.005
179	"ENSG00000100241"	"SBF1"	chr22	-	50462558	50462717	50462558	50462714	50462869	50462938	179	109,97,101	1,0,0	49,38,51	1,1,1	152	149	1	1.0	0.991,1.0,1.0	0.98,0.974,0.98	0.019
181	"ENSG00000100241"	"SBF1"	chr22	-	50465000	50465129	50465000	50465125	50465214	50465328	181	119,98,111	0,1,0	64,38,49	0,0,0	153	149	1	1.0	1.0,0.99,1.0	1.0,1.0,1.0	-0.003
182	"ENSG00000100241"	"SBF1"	chr22	-	50465214	50465340	50465214	50465328	50465762	50465840	182	9,6,7	78,64,69	1,1,3	53,33,37	161	149	0.00817277952272	0.08282937898843877	0.096,0.08,0.086	0.017,0.027,0.07	0.049
186	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466258	50465960	50466074	50466349	50466482	186	97,95,82	1,0,0	53,38,40	2,0,0	333	149	1	1.0	0.977,1.0,1.0	0.922,1.0,1.0	0.018
187	"ENSG00000100241"	"SBF1"	chr22	-	50466349	50466513	50466349	50466482	50466604	50466710	187	4,4,3	87,89,93	1,2,2	54,45,45	180	149	0.399257548193	1.0	0.037,0.036,0.026	0.015,0.035,0.035	0.005
188	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467448	50467337	50467443	50467531	50467690	188	168,138,142	4,4,3	70,69,63	5,3,1	154	149	0.357679581499	1.0	0.976,0.971,0.979	0.931,0.957,0.984	0.018
189	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467690	50467531	50467611	50467785	50467923	189	209,174,192	0,1,3	101,79,97	0,1,2	228	149	1	1.0	1.0,0.991,0.977	1.0,0.981,0.969	0.006
190	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467693	50467531	50467611	50467785	50467923	190	156,118,119	0,1,3	65,49,55	0,1,2	231	149	0.739294239916	1.0	1.0,0.987,0.962	1.0,0.969,0.947	0.011
191	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467693	50467531	50467690	50467785	50467923	191	31,19,22	84,75,95	13,2,9	49,32,51	152	149	0.066840238826	0.3979370363146634	0.266,0.199,0.185	0.206,0.058,0.147	0.08
193	"ENSG00000133460"	"SLC2A11"	chr22	+	23875084	23875241	23875116	23875241	23868480	23868641	193	1,0,1	17,14,14	0,2,0	8,9,8	181	149	1	1.0	0.046,0.0,0.056	0.0,0.155,0.0	-0.018
