ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
58	"ENSG00000160209"	"PDXK"	chr21	+	43743668	43743807	43743723	43743807	43741666	43741771	58	21,17,20	971,878,773	27,30,28	1177,1250,1243	154	99	0.779328921986	1.0	0.014,0.012,0.016	0.015,0.015,0.014	-0.001
59	"ENSG00000160209"	"PDXK"	chr21	+	43755476	43755764	43755697	43755764	43753582	43753719	59	37,25,31	1385,1391,1280	53,52,58	1772,1992,1789	320	99	1	1.0	0.008,0.006,0.007	0.009,0.008,0.01	-0.002
61	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32573283	32574124	32573283	32573368	32574575	32574676	61	26,19,24	2,0,0	14,14,17	0,1,0	855	99	1	1.0	0.601,1.0,1.0	1.0,0.618,1.0	-0.006
62	"ENSG00000265590"	"CFAP298-TCP10L"	chr21	-	32574575	32576923	32574575	32574676	32578693	32578831	62	206,148,127	8,0,4	39,63,65	2,1,4	2346	99	0.284530312163	0.8851268835593078	0.521,1.0,0.573	0.451,0.727,0.407	0.17
63	"ENSG00000141959"	"PFKL"	chr21	+	44313912	44316339	44316243	44316339	44313637	44313682	63	1252,1148,1119	15,12,14	1519,1883,1807	5,9,11	2430	99	0.000573043211485	0.011221632597720826	0.773,0.796,0.765	0.925,0.895,0.87	-0.119
64	"ENSG00000141959"	"PFKL"	chr21	+	44325731	44326060	44325960	44326060	44325152	44325264	64	149,128,173	467,407,357	148,202,175	516,603,546	328	99	0.175130874729	0.6617440508212682	0.088,0.087,0.128	0.08,0.092,0.088	0.014
65	"ENSG00000241837"	"ATP5PO"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	65	47,38,23	602,555,463	64,44,36	650,696,717	116	99	0.720353079369	1.0	0.062,0.055,0.041	0.078,0.051,0.041	-0.004
66	"ENSG00000156304"	"SCAF4"	chr21	-	31685048	31685240	31685048	31685174	31685397	31685484	66	135,147,158	45,35,28	110,80,99	45,44,32	165	99	0.0079836353649	0.080115277126921	0.643,0.716,0.772	0.595,0.522,0.65	0.121
67	"ENSG00000156304"	"SCAF4"	chr21	-	31696568	31696750	31696568	31696736	31700994	31701171	67	171,168,192	0,0,4	159,46,46	0,0,0	113	99	1	1.0	1.0,1.0,0.977	1.0,1.0,1.0	-0.008
69	"ENSG00000183765"	"CHEK2"	chr22	-	28695126	28695242	28695126	28695209	28695709	28695873	69	115,90,95	2,3,0	97,128,163	0,0,2	132	99	0.507143924843	1.0	0.977,0.957,1.0	1.0,1.0,0.984	-0.017
70	"ENSG00000186575"	"NF2"	chr22	+	29671825	29671948	29671912	29671948	29668332	29668446	70	754,723,798	0,4,3	254,301,216	2,2,0	186	99	1	1.0	1.0,0.99,0.993	0.985,0.988,1.0	0.003
71	"ENSG00000100150"	"DEPDC5"	chr22	+	31758526	31758633	31758545	31758633	31754861	31754979	71	3,7,2	53,79,60	1,2,0	77,91,79	118	99	0.0031657975608	0.03988324398058596	0.045,0.069,0.027	0.011,0.018,0.0	0.037
73	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31836998	31837155	31833914	31833980	73	49,47,78	11,8,14	77,32,60	24,4,17	126	99	0.267649890952	0.8574375073773446	0.778,0.822,0.814	0.716,0.863,0.735	0.033
74	"ENSG00000100150"	"DEPDC5"	chr22	+	31836971	31837155	31837093	31837155	31833914	31833980	74	103,102,130	3,0,0	165,66,105	4,3,6	221	99	0.00106595599407	0.01776886975239	0.939,1.0,1.0	0.949,0.908,0.887	0.065
75	"ENSG00000100150"	"DEPDC5"	chr22	+	31836998	31837155	31837093	31837155	31833914	31833980	75	65,63,66	3,0,0	112,38,62	4,3,6	194	99	0.00117832609513	0.01935410206740399	0.917,1.0,1.0	0.935,0.866,0.841	0.092
76	"ENSG00000100150"	"DEPDC5"	chr22	+	31873171	31873332	31873254	31873332	31870589	31870744	76	9,2,4	50,42,61	10,19,15	74,62,79	182	99	0.00790555753305	0.07972754772080926	0.089,0.025,0.034	0.068,0.143,0.094	-0.052
78	"ENSG00000100150"	"DEPDC5"	chr22	+	31876086	31876265	31876156	31876265	31874272	31874405	78	7,3,3	24,30,30	8,6,7	40,57,82	169	99	0.697152290039	1.0	0.146,0.055,0.055	0.105,0.058,0.048	0.015
79	"ENSG00000215012"	"RTL10"	chr22	-	19846145	19852486	19846145	19847389	19854442	19854539	79	4866,4552,4541	0,1,0	4661,5119,5207	0,0,0	5196	99	1	1.0	1.0,0.989,1.0	1.0,1.0,1.0	-0.004
80	"ENSG00000185133"	"INPP5J"	chr22	+	31126293	31126489	31126375	31126489	31125832	31126010	80	11,8,8	140,135,127	14,8,7	231,136,115	181	99	0.741587299486	1.0	0.041,0.031,0.033	0.032,0.031,0.032	0.003
81	"ENSG00000070371"	"CLTCL1"	chr22	-	19196265	19196656	19196265	19196415	19199733	19199841	81	97,100,99	1,1,3	165,145,212	2,0,1	340	99	0.207152867927	0.7301648061937841	0.966,0.967,0.906	0.96,1.0,0.984	-0.035
82	"ENSG00000182944"	"EWSR1"	chr22	+	29272379	29272431	29272385	29272431	29272215	29272252	82	1352,1189,1351	1,1,0	1112,768,697	9,2,3	105	99	1	1.0	0.999,0.999,1.0	0.991,0.997,0.995	0.005
83	"ENSG00000182944"	"EWSR1"	chr22	+	29273737	29273864	29273740	29273864	29272379	29272431	83	65,58,69	1489,1255,1452	86,71,64	1265,803,773	102	99	3.78087517955e-05	0.0012969430675429166	0.041,0.043,0.044	0.062,0.079,0.074	-0.029
85	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29291561	29291599	29286922	29287134	85	4610,5037,4477	0,1,0	4631,4418,4633	0,0,0	3055	99	1	1.0	1.0,0.994,1.0	1.0,1.0,1.0	-0.002
86	"ENSG00000182944"	"EWSR1"	chr22	+	29291561	29291599	29291564	29291599	29288605	29288786	86	73,61,56	53,75,51	35,52,43	51,62,81	102	99	0.0192506815026	0.15230402930600706	0.572,0.441,0.516	0.4,0.449,0.34	0.113
87	"ENSG00000182944"	"EWSR1"	chr22	+	29292487	29292606	29292499	29292606	29292158	29292169	87	578,617,464	0,1,0	489,707,662	1,0,0	111	99	1	1.0	1.0,0.998,1.0	0.998,1.0,1.0	0.0
88	"ENSG00000228315"	"GUSBP11"	chr22	-	23714186	23714342	23714186	23714286	23715008	23715194	88	147,170,167	0,0,0	118,146,122	0,3,2	155	99	0.545225136091	1.0	1.0,1.0,1.0	1.0,0.969,0.975	0.019
91	"ENSG00000291064"	"RPL23AP7"	chr22	+	50788749	50789186	50788894	50789186	50785172	50785293	91	3,13,18	0,1,2	23,19,17	2,0,3	244	99	0.464619021316	1.0	1.0,0.841,0.785	0.824,1.0,0.697	0.035
92	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285362	41285905	92	68,77,87	17,20,10	68,80,75	6,4,4	229	99	0.000187923023055	0.004749883928595677	0.634,0.625,0.79	0.83,0.896,0.89	-0.189
93	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285543	41286187	93	69,77,87	91,85,60	68,80,75	58,56,68	229	99	0.250880916061	0.8230754842144388	0.247,0.281,0.385	0.336,0.382,0.323	-0.043
94	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285985	41286187	94	68,78,87	553,381,345	68,82,76	332,329,311	229	99	0.0841221325969	0.41452556176839545	0.05,0.081,0.098	0.081,0.097,0.096	-0.015
97	"ENSG00000100083"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37608844	37608903	97	34,31,29	0,0,0	32,28,34	0,1,0	194	99	1	1.0	1.0,1.0,1.0	1.0,0.935,1.0	0.022
98	"ENSG00000100083"	"GGA1"	chr22	+	37613023	37613191	37613118	37613191	37609065	37609356	98	35,31,29	0,1,0	31,28,34	0,0,1	194	99	1	1.0	1.0,0.941,1.0	1.0,1.0,0.946	-0.002
99	"ENSG00000100083"	"GGA1"	chr22	+	37614189	37614274	37614193	37614274	37613023	37613191	99	18,15,12	0,0,1	21,29,26	0,0,0	103	99	1	1.0	1.0,1.0,0.92	1.0,1.0,1.0	-0.027
101	"ENSG00000100099"	"HPS4"	chr22	-	26470718	26470922	26470718	26470813	26472301	26472418	101	63,41,39	91,87,84	42,31,39	94,63,78	208	99	0.448106023744	1.0	0.248,0.183,0.181	0.175,0.19,0.192	0.018
103	"ENSG00000253352"	"TUG1"	chr22	+	30972854	30973601	30972923	30973601	30972047	30972172	103	99,99,137	1,2,3	78,55,64	0,0,0	168	99	0.74970618443	1.0	0.983,0.967,0.964	1.0,1.0,1.0	-0.029
110	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933	110	10,15,5	133,127,148	7,18,13	126,177,200	141	99	0.884742985792	1.0	0.05,0.077,0.023	0.038,0.067,0.044	0.0
111	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41219418	41219536	41216138	41216262	111	265,309,254	0,0,1	304,345,328	0,1,0	2395	99	1	1.0	1.0,1.0,0.913	1.0,0.934,1.0	-0.007
112	"ENSG00000100325"	"ASCC2"	chr22	-	29822334	29822464	29822334	29822395	29825086	29825257	112	298,333,257	0,0,0	428,394,486	0,0,2	168	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.993	0.002
116	"ENSG00000250479"	"CHCHD10"	chr22	-	23766127	23766296	23766127	23766275	23767373	23767593	116	36,30,20	1108,767,731	24,12,9	1120,348,298	120	99	0.195126203361	0.705827747810504	0.026,0.031,0.022	0.017,0.028,0.024	0.003
117	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556930	22556811	22556909	22557544	22557580	117	24,32,23	18,13,9	16,24,18	18,6,7	120	99	0.987772580175	1.0	0.524,0.67,0.678	0.423,0.767,0.68	0.001
118	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556977	22556811	22556909	22557544	22557580	118	6,13,13	18,13,9	5,7,7	18,6,7	167	99	0.592431377634	1.0	0.165,0.372,0.461	0.141,0.409,0.372	0.025
119	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556909	22557544	22557580	119	13,26,23	18,13,9	13,15,18	18,6,7	276	99	0.988815892773	1.0	0.206,0.418,0.478	0.206,0.473,0.48	-0.019
120	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22556977	22556811	22556930	22557544	22557580	120	1,4,4	19,23,14	2,1,2	13,18,13	146	99	0.463185939803	1.0	0.034,0.105,0.162	0.094,0.036,0.094	0.026
121	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557086	22556811	22556930	22557544	22557580	121	8,17,14	19,23,14	10,9,13	13,18,13	255	99	0.953061564877	1.0	0.141,0.223,0.28	0.23,0.163,0.28	-0.01
124	"ENSG00000100227"	"POLDIP3"	chr22	-	42601969	42602107	42601969	42602056	42602769	42603160	124	9,7,12	435,381,389	15,6,10	458,477,423	150	99	1	1.0	0.013,0.012,0.02	0.021,0.008,0.015	0.0
134	"ENSG00000188263"	"IL17REL"	chr22	-	49997319	49997483	49997319	49997416	49997684	49997742	134	9,5,5	0,0,0	7,8,16	0,1,0	166	99	1	1.0	1.0,1.0,1.0	1.0,0.827,1.0	0.058
135	"ENSG00000251322"	"SHANK3"	chr22	+	50705375	50706152	50706071	50706152	50704963	50705096	135	111,101,75	105,112,104	57,50,55	89,81,79	795	99	0.035186410738	0.2333037161687903	0.116,0.101,0.082	0.074,0.071,0.08	0.025
136	"ENSG00000100211"	"CBY1"	chr22	+	38670766	38670989	38670883	38670989	38668016	38668132	136	9,11,14	45,19,22	13,12,15	31,36,28	216	99	0.871594232916	1.0	0.084,0.21,0.226	0.161,0.133,0.197	0.01
137	"ENSG00000099957"	"P2RX6"	chr22	+	21017920	21018060	21017988	21018060	21015941	21016092	137	7,3,9	8,10,7	5,13,11	15,24,12	167	99	0.623869592055	1.0	0.342,0.151,0.433	0.165,0.243,0.352	0.055
138	"ENSG00000100242"	"SUN2"	chr22	-	38750224	38750383	38750224	38750320	38750897	38751035	138	11,14,11	156,130,119	14,13,20	165,259,253	162	99	0.37901645447	1.0	0.041,0.062,0.053	0.049,0.03,0.046	0.01
139	"ENSG00000100242"	"SUN2"	chr22	-	38754641	38754706	38754641	38754690	38755762	38756000	139	34,39,59	2,3,1	55,47,42	1,0,0	115	99	0.187467991595	0.6910141429954587	0.936,0.918,0.981	0.979,1.0,1.0	-0.048
140	"ENSG00000100350"	"FOXRED2"	chr22	-	36493632	36493803	36493632	36493798	36495966	36496208	140	200,211,183	3,0,1	236,257,262	14,1,7	104	99	0.00235481032302	0.0323987204742929	0.984,1.0,0.994	0.941,0.996,0.973	0.023
141	"ENSG00000186951"	"PPARA"	chr22	+	46198341	46198591	46198344	46198591	46151887	46151970	141	16,16,7	6,3,3	9,6,8	6,9,5	102	99	0.0220775441265	0.16918847455604294	0.721,0.838,0.694	0.593,0.393,0.608	0.22
142	"ENSG00000186951"	"PPARA"	chr22	+	46198341	46198591	46198344	46198591	46188722	46188822	142	4,4,0	3,2,9	3,3,2	9,4,3	102	99	0.8766858295	1.0	0.564,0.66,0.0	0.244,0.421,0.393	0.055
143	"ENSG00000100241"	"SBF1"	chr22	-	50446805	50447240	50446805	50447201	50447321	50447453	143	438,398,390	1,0,3	425,582,521	1,1,1	138	99	1	1.0	0.997,1.0,0.989	0.997,0.998,0.997	-0.002
144	"ENSG00000100241"	"SBF1"	chr22	-	50447321	50447453	50447321	50447422	50447521	50447609	144	329,322,252	7,9,11	327,411,359	5,6,10	130	99	0.136869107354	0.568737102457804	0.973,0.965,0.946	0.98,0.981,0.965	-0.014
145	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448433	50448232	50448375	50448542	50448650	145	176,179,184	1,1,1	197,242,177	0,4,1	157	99	1	1.0	0.991,0.991,0.991	1.0,0.974,0.991	0.003
146	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448444	50448232	50448375	50448542	50448650	146	680,541,636	1,1,1	645,735,614	0,4,1	168	99	1	1.0	0.998,0.997,0.997	1.0,0.991,0.997	0.001
147	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448444	50448232	50448433	50448542	50448650	147	506,362,455	2,0,3	451,502,438	3,9,1	110	99	0.928488941267	1.0	0.996,1.0,0.993	0.993,0.98,0.997	0.006
148	"ENSG00000100241"	"SBF1"	chr22	-	50448542	50448650	50448542	50448647	50454511	50454742	148	331,217,288	0,1,0	301,390,364	2,0,0	102	99	1	1.0	1.0,0.995,1.0	0.993,1.0,1.0	0.001
149	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454725	50454511	50454706	50454813	50454944	149	101,82,72	0,1,1	76,105,88	0,0,0	118	99	1	1.0	1.0,0.986,0.984	1.0,1.0,1.0	-0.01
150	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454742	50454511	50454706	50454813	50454944	150	443,378,334	0,1,1	415,507,439	0,0,0	135	99	1	1.0	1.0,0.996,0.996	1.0,1.0,1.0	-0.003
151	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454742	50454511	50454725	50454813	50454944	151	342,298,262	0,2,0	341,403,353	2,1,2	116	99	1	1.0	1.0,0.992,1.0	0.993,0.997,0.993	0.003
153	"ENSG00000100241"	"SBF1"	chr22	-	50455015	50455142	50455015	50455130	50455223	50455409	153	452,405,328	4,4,2	425,430,460	7,9,7	111	99	0.0625711870279	0.34482536676304454	0.99,0.989,0.993	0.982,0.977,0.983	0.01
154	"ENSG00000100241"	"SBF1"	chr22	-	50455223	50455409	50455223	50455391	50455478	50455582	154	55,39,44	0,0,0	58,49,51	2,0,0	117	99	1	1.0	1.0,1.0,1.0	0.961,1.0,1.0	0.013
155	"ENSG00000100241"	"SBF1"	chr22	-	50455223	50455409	50455223	50455391	50455480	50455582	155	443,386,360	1,0,0	367,499,463	1,0,0	117	99	1	1.0	0.997,1.0,1.0	0.997,1.0,1.0	0.0
157	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50457111	50456491	50456673	50459254	50459392	157	285,242,289	232,185,216	320,355,297	192,301,257	537	99	0.909360426518	1.0	0.185,0.194,0.198	0.235,0.179,0.176	-0.004
158	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459392	50459254	50459381	50459469	50459666	158	240,236,208	11,9,6	246,392,352	12,19,25	110	99	0.0806403304287	0.4026028378086334	0.952,0.959,0.969	0.949,0.949,0.927	0.018
159	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459410	50459254	50459381	50459469	50459666	159	52,28,42	11,9,6	37,62,57	12,19,25	128	99	0.0556227006492	0.3181546512541677	0.785,0.706,0.844	0.705,0.716,0.638	0.092
160	"ENSG00000100241"	"SBF1"	chr22	-	50459254	50459410	50459254	50459392	50459469	50459666	160	13,12,16	201,220,182	14,26,20	223,356,315	117	99	0.949128106769	1.0	0.052,0.044,0.069	0.05,0.058,0.051	0.002
161	"ENSG00000100241"	"SBF1"	chr22	-	50460533	50460712	50460533	50460685	50461158	50461286	161	474,438,477	0,1,2	533,612,592	2,0,3	126	99	1	1.0	1.0,0.997,0.995	0.995,1.0,0.994	0.001
162	"ENSG00000100241"	"SBF1"	chr22	-	50461158	50461286	50461158	50461275	50461522	50461718	162	388,330,322	0,1,0	390,485,481	0,0,0	110	99	1	1.0	1.0,0.997,1.0	1.0,1.0,1.0	-0.001
163	"ENSG00000100241"	"SBF1"	chr22	-	50461946	50462119	50461946	50462107	50462204	50462470	163	283,300,295	1,0,0	261,317,255	0,0,0	111	99	1	1.0	0.996,1.0,1.0	1.0,1.0,1.0	-0.001
164	"ENSG00000100241"	"SBF1"	chr22	-	50462204	50462473	50462204	50462470	50462558	50462717	164	396,326,319	0,0,0	332,388,392	5,2,3	102	99	1	1.0	1.0,1.0,1.0	0.985,0.995,0.992	0.009
165	"ENSG00000100241"	"SBF1"	chr22	-	50462558	50462714	50462558	50462682	50462869	50462938	165	133,130,118	3,1,0	148,176,186	1,2,2	131	99	1	1.0	0.971,0.99,1.0	0.991,0.985,0.986	-0.0
166	"ENSG00000100241"	"SBF1"	chr22	-	50462558	50462717	50462558	50462682	50462869	50462938	166	486,449,459	3,1,0	577,668,708	1,2,2	134	99	1	1.0	0.992,0.997,1.0	0.998,0.996,0.996	-0.0
167	"ENSG00000100241"	"SBF1"	chr22	-	50462558	50462717	50462558	50462714	50462869	50462938	167	353,321,341	0,2,0	432,499,527	3,7,5	102	99	1	1.0	1.0,0.994,1.0	0.993,0.986,0.99	0.008
169	"ENSG00000100241"	"SBF1"	chr22	-	50465000	50465129	50465000	50465125	50465214	50465328	169	326,363,272	0,1,4	338,383,373	7,10,6	103	99	0.0175697665947	0.14301137700367195	1.0,0.997,0.985	0.979,0.974,0.984	0.015
170	"ENSG00000100241"	"SBF1"	chr22	-	50465214	50465340	50465214	50465328	50465762	50465840	170	23,8,12	213,236,165	19,31,19	227,246,228	111	99	0.0985466937569	0.4592622026517267	0.088,0.029,0.061	0.069,0.101,0.069	-0.02
171	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466043	50465960	50465998	50466149	50466258	171	200,215,153	0,0,4	266,252,227	0,2,0	144	99	1	1.0	1.0,1.0,0.963	1.0,0.989,1.0	-0.009
172	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466074	50465960	50465998	50466149	50466258	172	576,620,505	0,0,4	686,745,690	0,2,0	175	99	1	1.0	1.0,1.0,0.986	1.0,0.995,1.0	-0.003
173	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466074	50465960	50466043	50466149	50466258	173	377,405,353	1,0,1	421,493,463	1,0,0	130	99	1	1.0	0.997,1.0,0.996	0.997,1.0,1.0	-0.001
174	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466258	50465960	50466074	50466349	50466482	174	483,540,531	4,1,1	558,833,745	3,0,4	283	99	1	1.0	0.977,0.995,0.995	0.985,1.0,0.985	-0.001
175	"ENSG00000100241"	"SBF1"	chr22	-	50466349	50466513	50466349	50466482	50466604	50466710	175	8,3,15	287,299,267	8,6,9	320,427,458	130	99	0.135723800855	0.5651422508764141	0.021,0.008,0.041	0.019,0.011,0.015	0.008
176	"ENSG00000100241"	"SBF1"	chr22	-	50466349	50466513	50466349	50466482	50467337	50467443	176	7,2,15	0,0,1	8,5,9	3,1,0	130	99	0.132936611183	0.5588435697292851	1.0,1.0,0.92	0.67,0.792,1.0	0.153
177	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467448	50467337	50467443	50467531	50467690	177	272,248,219	4,2,4	282,333,351	3,3,3	104	99	0.711916877824	1.0	0.985,0.992,0.981	0.989,0.991,0.991	-0.004
178	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467690	50467531	50467611	50467785	50467923	178	597,587,515	3,5,7	570,640,656	10,8,12	178	99	0.0411270926347	0.2605318650885361	0.991,0.985,0.976	0.969,0.978,0.968	0.012
179	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467693	50467531	50467611	50467785	50467923	179	323,340,269	3,5,7	354,371,349	10,8,12	181	99	0.0582116967702	0.3288879338529227	0.983,0.974,0.955	0.951,0.962,0.941	0.019
