	siCTRL_SRX14464413	siFam32a_SRX14464405	siFam32a_SRX14464403	siCTRL_SRX14464417	siCTRL_SRX14464416	siFam32a_SRX14464404
ENSG00000005187	0.0826287125647185	0.0154972227872749	0.0162429664602302	0.0498443626432992	0	0.0611168573788741
ENSG00000005189	6.4043389632257	4.2768215224585	3.76731414041828	5.82910790101846	6.15036002723794	4.48580530605302
ENSG00000005206	45.8693935353002	38.1044727953476	34.8574629473806	42.3996433958044	40.0353267154642	42.5950885366242
ENSG00000005249	0	0	0	0.0198357927801806	0.00973156727266436	0
ENSG00000005302	7.38524050050455	7.83633881440332	8.12951462207882	8.09564774339763	8.00672291646275	7.70143221587038
ENSG00000005448	0.645247831214102	0.445855248010421	0.534068914998292	0.512150996649579	0.536031075583047	0.408184347099431
ENSG00000005469	0	0.0699003862657265	0.0732640709407379	0	0	0.160806466086457
ENSG00000005483	35.9627965285271	25.1808949494796	34.5374015682541	39.1430645961425	35.4862282318706	22.6412446633664
ENSG00000005486	195.821129026148	168.391785335548	196.145237657343	190.559099943765	171.149851335373	176.825452594688
ENSG00000005513	0.00855093883644806	0	0	0	0	0
ENSG00000005844	0.00903394426206196	0.0169433895956376	0	0	0	0
ENSG00000005882	28.8628468660828	33.8555725007159	36.4636298628593	26.4188454863691	25.6391010096418	35.4334176477471
ENSG00000005884	92.8339305313993	141.708395225019	145.567927661263	89.8356404711876	84.6466228229531	155.351994088201
ENSG00000005889	107.037766400972	120.183337801469	119.90593069684	107.407403654853	117.230434050016	108.182315557119
ENSG00000005981	0.161669552243431	0.126339712475504	0	0.0812703350957832	0.0797434962162768	0.0498249673160383
ENSG00000006015	21.9115389832311	18.960359256671	21.1627058433232	20.7483684467192	18.4634363665398	22.087679089566
ENSG00000006042	0	0	0	0	0	0
ENSG00000006116	0.45318637658083	0.48569282475716	1.08176292539258	0.650897519476921	0.894136604070665	0.897863065170862
ENSG00000006118	35.5065425403331	25.9660296131704	26.0158493579219	33.5606774532724	30.1025566586766	29.9689814364445
ENSG00000006125	156.954279042707	198.685563279307	206.173550287511	154.002927606116	171.109219196292	184.251081648634
ENSG00000006128	0	0	0	0	0	0
ENSG00000006194	15.6075447134527	13.9960421964054	16.3298217372096	13.6095044043963	13.1141364955851	15.6818266992145
ENSG00000006210	0.0208235446765448	0.0390550815880653	0.0204672278718672	0.104678736982991	0.0410848482742921	0.0192528355249725
ENSG00000006282	14.4516621775574	15.3067150436562	15.4468863911974	14.1431618959308	13.3387155789872	16.9801474826896
ENSG00000006283	0.740061575862893	0.347001023054367	0.193972853295692	0.930061527159554	0.936923999703743	0.319311587398868
ENSG00000006327	145.431696532561	282.103664047489	225.625129301978	139.733984370987	125.456979224736	305.227586892215
ENSG00000006377	0	0	0	0	0	0
ENSG00000006451	39.8089853480005	30.6325406065251	29.0731853683231	33.2947993942325	38.0058379350547	28.3100062756531
ENSG00000006530	3.48643075121342	3.56006153300989	3.35908422086304	4.24087928813384	4.79812436980131	3.93181441812063
ENSG00000006534	60.1046546485396	111.127406766923	106.263677744817	54.6799779058463	55.9261156879437	118.743404216029
ENSG00000006576	35.6658444533739	49.7903760264794	56.7096422722261	35.9441593833297	38.1546153086147	46.6682657279803
ENSG00000006607	20.0096716980519	23.2995045433174	23.2832768821299	20.4561088555882	22.6872642018113	21.6143523461109
ENSG00000006634	39.4067569164636	31.3059414388877	40.9358811001912	40.8682191508177	38.1819958606399	28.8677728153503
ENSG00000006652	7.2404376628053	8.38048309824795	8.18171088353001	9.72698880814668	8.10331301308721	8.20450497934604
ENSG00000006659	0	0	0	0	0	0
ENSG00000006695	30.8250105809301	36.0728827293248	41.0226744642242	29.5135780143567	30.1914038677342	34.6482645717623
ENSG00000006704	78.2564738405616	82.5324030625529	80.127925940144	73.8748911923079	68.4515713146841	86.5788008653806
ENSG00000006740	0.00902606009252416	0	0.0088716129539148	0	0	0.00834522907118808
ENSG00000006747	0.0320252003110805	0.0100106780605913	0.0629544184326485	0.021465173659681	0.0421238079674489	0.00986985203241323
ENSG00000006831	116.275730822341	135.42555499118	120.813156597804	109.327040191623	130.747615093118	129.761800173546
ENSG00000007001	0	0	0	0	0	0
ENSG00000007038	271.957821987061	358.773642507693	312.853675264801	262.759348359699	232.641968891958	394.373729659091
ENSG00000007047	32.0712621977458	32.6456122638605	38.9815820843496	30.5943739359135	27.9962131068131	34.1172047120443
ENSG00000007080	195.838605153194	139.646958015016	162.670717656633	179.991464505122	149.926798640537	174.710962922472
ENSG00000007129	0	0	0	0	0	0
ENSG00000007168	26.9593108860018	33.8807937638171	31.6183034182355	24.3042610316777	27.8212553062542	32.1250568640068
ENSG00000007174	0.00684735593225971	0	0	0	0	0
ENSG00000007216	0.0329987573177897	0.0309449995034391	0	0	0	0.0305096782049551
ENSG00000007350	0.180828061591365	0.0565245959846695	0	0.0303004017687532	0.0594622864776058	0.11145886326259
ENSG00000007516	0.343917401456329	0.473018871035204	0.371835800650179	0.576284197689478	0.441056813822116	0.466364639577756
ENSG00000007541	25.6483118770664	25.3048725649014	25.0589740198603	24.98899072751	22.9819003490997	26.1133474994027
ENSG00000007545	11.5503328312896	12.2531002250876	12.2750984842513	10.6980792408685	11.65077588964	12.9350565189905
ENSG00000007933	0	0	0.0354709735726457	0	0	0
ENSG00000007944	10.5443597516426	22.6933924922944	18.2262263201155	10.2356177506181	12.0360416838971	21.6271012184232
ENSG00000008083	90.9345920396137	84.5108432034687	88.1868733211254	96.1806475384645	94.6285912491617	84.057065880797
ENSG00000008086	17.0635260442766	20.7675654792812	21.2350968185066	17.6088031941273	18.5234728553637	17.6762754136703
ENSG00000008118	0.447505984154593	0.384683165401677	0.32988644923286	0.0374931053136195	0.478253311942931	0.551667787157866
ENSG00000008196	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0
ENSG00000008226	0.0588525826404624	0.011037949841847	0.0809837582335262	0	0.0580580651827534	0.0652960355057869
ENSG00000008277	3.71380636854937	2.73334137734208	3.38251338938312	2.84829097153369	3.57409323200898	2.45142630383525
ENSG00000008323	0.402575664460357	0.18876019507114	0.395687093055746	0.173462077595541	0.226937623461335	0.212691195048816
ENSG00000008324	5.93076992128251	7.3160013001787	7.66805545567684	6.12279965875883	6.32190138070553	6.99227419771612
ENSG00000008382	34.5855804301758	31.0130513178669	27.325996708343	31.6662119724438	29.517729058834	31.1367868468682
ENSG00000008394	70.9524015538193	48.1584164366034	52.2627541775105	81.5637136149499	68.5795067691981	41.6518446670591
ENSG00000008441	3.50166878011315	0.717756047686923	0.695873125239617	2.44321398696164	2.77484252775769	0.672276008278719
ENSG00000008516	0.444645215306116	0.588665845137709	0.359912643546596	0.289261875515487	0.438642447539649	0.483653950384978
ENSG00000008517	2.46501857017337	1.62242883962066	1.97137834113484	2.33976218622333	2.19007684916378	1.40142401593323
ENSG00000008735	7.04844456129055	4.62081010192645	4.10616472167859	6.46178428191226	6.86875117446088	5.48677563005137
ENSG00000008853	86.1788917851287	110.209876359885	112.33524218542	81.8765202275096	81.77615161965	115.366483420677
ENSG00000008952	42.6739779790662	40.1942209758585	41.2513776526081	45.6109868685466	44.4606671268197	38.890630622021
ENSG00000009335	72.7506366168705	94.5015352497904	86.5191235129777	67.9676476640132	77.5466401546473	89.5328926545769
ENSG00000009709	0	0.0179799386887741	0	0	0.018914390214335	0
ENSG00000009765	0	0	0.0103394370330843	0	0	0
ENSG00000009780	6.71767757133301	2.41627978821663	3.58778465048025	6.19876123362058	6.86906981305675	3.43162997211794
ENSG00000009790	0.0199723730724505	0	0	0	0.026270324612679	0
ENSG00000009844	24.9311021913582	21.8400665398699	24.4372722487106	25.615570567753	28.524930521748	21.0427285118601
ENSG00000010072	17.8741661883954	17.4388134312206	16.6536289710204	16.9541931819516	17.6328626390605	14.9386073725841
ENSG00000010165	76.4217023430271	75.007165072822	71.1338477974101	67.8114924132386	74.5910380838291	76.947216236852
ENSG00000010219	0.89780491345852	0.594302007484772	0.311450241999137	0.690256046080185	0.920417154105204	0.39062774375774
ENSG00000010244	57.7388527650255	61.4000299936886	58.9487216791766	62.4752984897653	58.8556944688074	56.7858598481053
ENSG00000010270	5.14322793560498	4.73138239536136	3.70899359137485	5.60653656970795	5.96998008133446	4.63897939219056
ENSG00000010278	22.8787472506705	23.5598801906144	19.6763554472333	23.8754378214568	22.6449473351601	24.2544412516961
ENSG00000010292	274.397608167567	237.445582168764	228.436197603094	269.208377817383	274.586256014624	240.169501007595
ENSG00000010310	0.403385675857661	0.357264433595411	0.352429550354145	0.653400971474909	0.287401051308428	0.435118254659725
ENSG00000010318	1.36195694125879	1.33706062926494	1.38048504041113	2.16091949637454	1.99436223361661	1.5346807576902
ENSG00000010322	27.0763276379804	29.5520865007122	25.8391190098627	27.8927659485564	26.1259525320405	32.3223465872987
ENSG00000010327	0.0443492921489331	0.0415891062293656	0.0560448263335013	0.0700672622043485	0.0562507341220334	0.0527194904058158
ENSG00000010438	0	0	0	0	0	0.24157242048176
ENSG00000010610	0.0226227353759036	0.127288526940322	0.0444712643515598	0.0227446326073142	0.0669519765898963	0.0418326284100752
ENSG00000010626	6.32709114328899	6.8461260666138	6.83387552472429	4.85826626701341	5.45289154322831	8.38905905580567
ENSG00000010704	12.8244061202062	19.9019946601795	18.7737307887305	12.3463995740255	14.1543967634019	20.5444244618276
ENSG00000010932	0	0	0	0	0	0
ENSG00000011007	43.2514672953389	55.8904669702355	59.1390664912976	41.3876021831947	40.5684805665636	56.7793605006887
ENSG00000011009	42.5697160392097	60.0054930957899	56.9681292814919	38.6961722802528	38.0481190633541	62.3179487674122
ENSG00000011021	18.6929340072295	15.0517605886435	14.14920773942	20.3203547678746	17.5267872253942	16.6932660929385
ENSG00000011028	14.273116570222	20.0065595765511	16.4348951854498	12.2297037166571	12.0185180645929	23.1025847276841
ENSG00000011052	0	0	0	0	0	0
ENSG00000011083	0	0.0272116303793394	0	0	0	0
ENSG00000011105	5.30223841423622	7.43307851142703	6.55413694151454	4.75255109764227	4.98242291787497	7.49469250944317
ENSG00000011198	7.5466044318348	11.2620440663799	10.1590436138833	6.88618530176137	7.2612813999576	9.94310755547662
ENSG00000011260	97.7071839834469	102.950235379079	113.229580981823	82.1691294787391	95.7086968267354	103.539655360204
ENSG00000011295	18.6481855206505	24.9357388787886	22.7237065410256	18.9301505795404	19.1909174142094	26.7545915232596
ENSG00000011304	146.229538371134	149.342064354027	155.030028815475	142.435892384822	136.557580305126	157.618338875031
ENSG00000011376	23.6172933286597	20.1681234573011	19.7425029142893	21.0191056557578	24.7885317818783	21.0034826536783
ENSG00000011426	241.904656627619	145.863468364745	181.461616387488	246.76602737652	235.331571994687	147.657466267705
ENSG00000011454	41.5477586514717	30.8746335817626	30.0659727802393	42.4072486633561	42.6659924351512	29.600983145827
ENSG00000011478	81.010886246354	63.0740258887637	58.4231042447407	79.4156261811465	75.4099664679148	66.0860905694925
ENSG00000011485	37.880492729875	33.3241803213794	32.1273317254962	36.3439902019557	35.8173417008069	35.61773037418
ENSG00000011523	4.91651912284372	5.5901428883125	5.44537968475738	4.56157322296033	4.51176323762578	5.17514283952917
ENSG00000011590	0.0453115466492177	0.0849829449670935	0.22268104804003	0.136667091438911	0.0893996698484048	0.125681160710664
ENSG00000011638	10.4798273943693	16.7887993807148	13.0186931687872	8.24367560897172	10.8648383360546	17.5394987466673
ENSG00000012124	0.469317200189019	1.08804503558684	1.10196242836179	0.406311837079359	0.55300551028023	1.30175054314226
ENSG00000012171	90.1322349377195	119.676928494921	108.941209715247	91.1581058531931	81.8150232812626	135.069070150002
ENSG00000012174	25.612517640972	25.3586020083974	24.0287314523165	28.5403972580998	29.5234938880258	23.077660437359
ENSG00000012232	18.7962200154705	20.1883671318823	18.1792145913278	17.3181295144987	18.5559442517887	19.658086998837
ENSG00000012504	0	0	0	0	0	0
ENSG00000012779	0	0	0	0	0	0
ENSG00000012963	22.5651502313104	24.4443184635521	25.5163162545982	25.5670282626956	25.051805289714	22.4981097216983
ENSG00000013016	0	0	0	0	0	0
ENSG00000013275	98.5002997218261	94.005043433691	90.1611271036114	86.8627043196625	89.615448142448	94.0418806317597
ENSG00000013288	9.55335119286802	10.2930608412772	10.0923502710361	10.2706387830539	9.51493655950028	10.4331896889966
ENSG00000013297	0.0287221305883377	0.107738156105008	0.0282306591336099	0.115507571843301	0.0850031343606043	0.132778176034293
ENSG00000013364	107.724996343067	50.3893968857278	47.8928274953903	88.9836959296579	96.8094796689036	55.3991632479029
ENSG00000013374	38.3391963324971	42.36313040583	47.3267644021949	37.9847721124118	36.3537024829456	42.6270330015515
ENSG00000013392	8.52853714632572	11.9811747241668	10.4216148457038	8.67380957143437	8.38091662170515	10.3208275426043
ENSG00000013503	39.9812057789661	39.2991758479907	37.0968505177593	38.4694358412494	42.1119694811494	37.9762180730083
ENSG00000013561	32.7438968272303	38.4524995754315	34.2623364155927	33.0954376667941	38.7818563782431	35.8871619039664
ENSG00000013573	57.2138110338006	49.6513946240663	46.9492859667703	58.6319823241182	56.9126349730514	54.017014720109
ENSG00000013588	432.894414253303	478.807324259425	440.996165395621	492.512734426303	499.352953704869	451.360014430416
ENSG00000013619	69.2615344247207	26.4414154715645	35.3653058404482	71.4696904208255	66.1769384727371	24.8813430534466
ENSG00000013725	0	0	0	0	0.0133733312787974	0
ENSG00000013810	28.398877265047	18.6655618044626	20.1715888907251	27.527063051795	25.0858958923701	21.7644012846021
ENSG00000014123	21.6553854169615	23.0255475948284	25.5848014026757	22.7891998605439	21.7676378543543	23.5864413851078
ENSG00000014138	5.21982531083516	5.08536031001299	4.06615593721095	5.71575873299685	5.6834880293717	5.10768408472597
ENSG00000014216	48.4889920537482	54.7920615602552	54.3202611961408	41.766473097119	40.5138182389399	58.6892588711375
ENSG00000014257	0	0.0543343338620143	0.0284744813530179	0	0.0285790961385132	0
ENSG00000014641	91.3029390271087	113.911854721205	110.470693468475	83.0680110210295	88.5736634799958	110.975658936145
ENSG00000014824	29.8763341338707	35.2110937272458	37.9730050921923	32.2905476459482	31.3607683635266	31.7829306930545
ENSG00000015171	21.7840162969343	14.7984556961979	17.518902128789	21.1385592917944	21.4702318063853	14.4795117210249
ENSG00000015285	0.392359853854044	0.413932933488208	0.313337446258105	0.394473991649795	0.338680077060554	0.453455442516642
ENSG00000015413	0.17480045953832	0.109280885570361	0.0286349009662743	0.0878711651293844	0.114960420523371	0.0808076758653776
ENSG00000015479	2.75162162042174	2.72849998885778	2.34894128906873	3.27875327925704	3.307637292255	2.3791749204739
ENSG00000015532	73.621276878579	88.0963305655234	94.8992643898411	68.5908954471943	66.3849158612714	97.2790328658755
ENSG00000015568	0	0	0	0	0.0172622979002313	0.0242679379052879
ENSG00000016082	0.132170741503948	0.49577909747576	0.0866060902494345	0.132882912123244	0.2173106990724	0.285136066063846
ENSG00000016490	0	0	0	0	0	0
ENSG00000016602	0	0	0	0	0	0
ENSG00000017260	90.2009398347358	107.97330317633	108.496125577261	86.3908819057711	95.7306897347915	106.009415472163
ENSG00000017797	31.6406005295392	37.2556627811077	38.3657817381165	30.2903631827177	32.1270126823895	36.8314573063209
ENSG00000018189	10.0869307783965	11.8182068004204	11.8707907760552	9.52740276290182	10.1916943114585	10.2293310198097
ENSG00000018236	5.69512648993917	7.40999839266514	7.60709785089407	6.59039482434635	5.98638842968545	7.45577319456551
ENSG00000018280	0.147378637448246	0.203672250481761	0.167728932409952	0.132575620388959	0.198953377768259	0.215150436991568
ENSG00000018510	11.5976278030185	10.9940926088961	12.1968509069611	11.5719099262732	13.1720931618763	9.68349659709614
ENSG00000018607	0	0	0	0	0	0
ENSG00000018625	0.018612526435544	0.0523623919312093	0.109764257453205	0.0561384468283109	0.0367225098552461	0.0172085932406773
ENSG00000018699	45.0582073308914	52.462442678344	53.8886713374777	43.3439898816544	55.0112156942733	52.8242335376722
ENSG00000019144	9.92640911325935	16.7205029022886	15.963721952553	9.27733153222358	8.5164347201633	18.0623835657652
ENSG00000019169	1.08920032808373	1.30513666116333	1.01108704435767	1.03423204594019	0.656636434144951	1.17488293237716
ENSG00000019485	10.1588383840444	11.608435570021	10.4825127660068	9.40113325496302	9.91657010407598	11.962380717295
ENSG00000019995	37.7522908049781	36.1018057872845	40.6072806344194	42.0781623747055	43.1467002627746	34.5025718857605
ENSG00000020129	41.7811130442445	56.3763297480776	53.2667113582686	37.2710682224116	36.9425476162711	63.4407720207666
ENSG00000020181	4.37988164427609	3.3844061949861	3.13399370654599	4.52677907994318	4.25162063423462	3.28820167207139
ENSG00000020219	0	0	0.0728701780862178	0	0	0.137093070165874
ENSG00000020426	10.0195785718857	8.91567978084423	10.7920414222081	11.779314403158	10.2632642645478	10.3588895808854
ENSG00000020577	14.2271000308872	22.7619851837416	23.3060943602625	13.7794860389908	13.3653108847016	22.2052625842785
ENSG00000021300	0	0	0.0247282947732269	0	0	0
ENSG00000021461	0	0	0	0.0735063649388664	0	0
ENSG00000021574	14.5698336690285	19.8011418216492	23.1317764019047	14.3087479176262	15.0575742271097	19.4128627713368
ENSG00000021645	3.20377487029452	4.278057533708	4.75091607186679	3.42185047058499	3.20781312462713	4.13662056444884
ENSG00000021826	1674.95551824511	2116.48440940946	2126.72724530058	1692.37232210869	1857.55010093308	1964.74644838842
ENSG00000022267	2.40747784276315	3.92865367836689	3.54010826975751	2.47762594820289	2.43107839032545	2.80426209815393
ENSG00000022277	27.3345748224732	23.8367092647833	27.3923590600479	21.1433386165208	24.174498769185	26.1584208679989
ENSG00000022355	0.00901818967244639	0.00845692073335522	0.00886387720653455	0	0	0
ENSG00000022556	0	0	0	0.0197650965442303	0	0
ENSG00000022840	146.868531191958	140.824813190246	135.030836064024	134.040164630145	151.484710060839	138.007457707766
ENSG00000022976	10.5586350858929	10.9831684671895	9.17882922019201	10.3033063755999	10.2410317778836	10.8286618510859
ENSG00000023171	122.84496800852	96.6957996049413	95.94080229026	118.2089614738	125.933974701424	89.0648652462638
ENSG00000023330	142.068797779266	125.287346510862	119.146706504001	125.564291420532	134.019552701938	130.130947799737
ENSG00000023445	13.9464327091029	34.4300498256561	37.3745145538136	13.9215446945365	14.4288845283563	30.2659513715557
ENSG00000023516	26.6992496155943	30.8479604792777	31.1267005178327	26.2390477658667	29.438215763189	24.21084359382
ENSG00000023608	5.93499130649969	2.3788505923714	2.96376194420698	5.10079744515038	5.38270137128519	2.34538591809808
ENSG00000023697	46.3696590515783	37.2363060146431	40.8061081078795	42.4499257521954	49.8349131875976	38.752063541555
ENSG00000023734	419.390890360032	496.222053156981	468.553336981365	371.852522188295	408.035793626752	499.395085050104
ENSG00000023839	134.48103951813	184.147425652952	169.878879285646	136.543067404929	148.11609423707	181.542275071818
ENSG00000023892	0.293979454257103	0.298656506261676	0.264870007753576	0.197042328438572	0.145005346850443	0.226503947352618
ENSG00000023902	0.646852806320843	0.491833257356393	0.567050905456943	0.984295682643843	0.758845655123986	0.533405788287307
ENSG00000024048	51.13139969024	54.2050556193771	51.1499872966935	49.0306050242001	56.5669006327812	47.7400894522045
ENSG00000024422	330.578863866059	294.92662285459	355.037611541489	342.552616016326	314.490619080092	305.613621077998
ENSG00000024862	13.5354710288855	13.9996964473658	14.5755549633785	11.0067971076262	12.7636489346117	14.9989933085808
ENSG00000025156	24.6652068527635	22.4396568145591	22.4339637915087	23.5952160870227	24.9223705872107	20.3795939822442
ENSG00000025293	55.3684422631025	78.8637415181917	81.259979676871	55.130234655435	59.2714204928336	74.9034647656581
ENSG00000025423	3.38675890355495	4.20048403911075	4.56368734149997	2.5262959974698	3.77213879842312	4.1413933881006
ENSG00000025434	15.7314119005462	16.1074201214377	17.6439247545524	15.5016506290549	15.1810265078243	16.638369328104
ENSG00000025770	48.3629585746589	45.9327423321966	42.5368393881461	44.653463013861	45.9000215412649	52.1090693610302
ENSG00000025800	158.260168234198	226.853093795083	217.943122776431	160.049956569242	189.157682736354	210.028219712872
ENSG00000026025	488.805167635667	299.859961300413	321.112864833468	457.543237032256	449.624079200416	336.327119894865
ENSG00000026036	2.39066909901809	3.04691872835986	2.53133427139216	2.29429834879454	2.17615516286229	3.23513717824054
ENSG00000026103	1.12519722571765	1.63060095457001	1.83281835579081	1.09395115256865	1.09954748887345	1.61746516212532
ENSG00000026508	223.958890213588	231.37055836496	284.415236797048	249.254404272935	229.647361343396	226.220894491427
ENSG00000026751	0	0	0	0	0.014035635430172	0
ENSG00000026950	26.4012765130443	38.4588482871852	35.5091445517399	27.2029130474415	29.2385168483356	35.647142337618
ENSG00000027075	0.471631059936855	0.338212554090008	0.449926721564641	0.446279841676453	0.396842806288624	0.551482808577172
ENSG00000027847	15.7070332222713	13.2351740172615	14.4239647515884	13.9607489426032	14.2823351499083	14.3258235049085
ENSG00000028116	46.8525627076897	43.7058549401326	52.3038240351519	45.9742135041992	50.7623022552307	46.1457370758843
ENSG00000028137	0	0	0	0	0.0324067887393834	0.0303723927286491
ENSG00000028203	23.0774095167348	29.4478701195231	30.0578262298961	25.6642743821763	24.5256765728471	28.8241698839718
ENSG00000028528	42.6879900458189	46.6178593546099	47.9764031819251	42.5993376325071	44.3004542967491	49.056673344078
ENSG00000028839	3.6698036544074	7.36783918619699	7.38347426582262	3.76386431465099	2.9642404125028	6.51272342179939
ENSG00000029153	7.28589088671292	3.05880336185801	2.87494242096761	7.05780796679837	8.30675656795607	2.81909252297669
ENSG00000029364	59.8286285657978	59.480156086736	57.1984754350451	62.9304281509404	69.6381846877283	60.7171533028599
ENSG00000029559	0	0	0	0	0	0
ENSG00000029725	66.4583472600854	65.8834163418627	81.2194343599298	62.2559549357816	63.202337100486	67.2323526389668
ENSG00000029993	41.6019734463811	41.4510719281078	41.9809303583788	40.7741064600627	40.9777799420494	41.1904430554458
ENSG00000030304	0	0	0	0	0	0
ENSG00000030582	293.106010172045	510.665517218387	434.094794514185	320.534565553704	274.264402077712	528.121303594749
ENSG00000031081	0	0	0	0	0	0
ENSG00000031691	27.6588343444092	14.1051431366707	17.096072062254	27.5928581138624	27.7073762526202	12.1271852671487
ENSG00000031698	77.5803473926511	91.3999676629291	81.6611365971901	74.6221699919788	74.4575314353583	90.6940043659538
ENSG00000032219	9.88332097806462	7.65113818868829	7.87807904469277	9.71183815292089	9.02534694741859	5.68346280658715
ENSG00000032444	58.522536778103	113.143867937196	102.432417659425	59.59402971039	52.5065515622376	116.278739598745
ENSG00000032742	9.36115805816711	7.06298626191817	7.09680344694337	7.8658265489192	7.94843955040922	6.56776201991927
ENSG00000033011	11.8449170535298	19.1620339646123	14.383300658789	11.8565419607437	12.1459706832766	18.8101802400166
ENSG00000033100	51.32417476113	55.716037378627	50.9539475673311	46.9693094824671	50.2322710926755	55.7632951063183
ENSG00000033122	0.0615608096056024	0.148795555290947	0.153399111772829	0.0523035341350553	0.0761260004981748	0.0689420934809758
ENSG00000033170	7.54328129865479	10.1268886011164	9.05792191288105	8.31727785764514	8.66998664586451	9.70479799885512
ENSG00000033627	13.4511345800889	17.5438951504212	18.3781901414263	14.4079076841546	13.623596462463	16.3670431268485
ENSG00000033800	24.782032652833	27.1748830494254	38.4388649460207	30.5526233717548	26.5863383343934	25.9519615428794
ENSG00000034053	0	0	0	0.0363304860922189	0	0
ENSG00000034152	87.4182886245825	123.505927785042	131.355686501424	73.8085199105059	78.1948599163359	124.10903088552
ENSG00000034510	5211.74205705783	3169.89002423178	4504.70099837826	5542.42894720879	3990.62032951225	3429.46374070261
ENSG00000034693	16.0069042718571	13.6946712590462	15.4312773023483	17.6804236211922	16.6127963170452	13.9480330412437
ENSG00000034713	43.7471542109009	60.8986795460414	54.1028389652155	42.8636127362699	44.8242519398153	62.0243208833277
ENSG00000035403	160.911065538075	333.160092675843	340.194659766775	167.385071887496	176.027851513138	334.697597337563
ENSG00000035720	0	0	0	0	0	0
