ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID.1,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Distance,MeanCounts_SAMPLE_1,MeanCounts_SAMPLE_2,event_id
514,ENSG00000248098,BCKDHA,chr19,+,41410636,41411009,41410636,41410816,41410922,41411009,514,"5,5,3","226,223,217","60,46,53","188,121,113",255,149,0.0,0.0,"0.013,0.013,0.008","0.157,0.182,0.215",-0.173,106,226.33333333333334,193.66666666666666,BCKDHA_chr19_+_41410636_41411009_41410636_41410816_41410922_41411009_106
654,ENSG00000196756,SNHG17,chr20,-,38421005,38422241,38421005,38421098,38422091,38422241,654,"209,232,227","26,55,35","272,366,341","125,158,171",1142,149,8.9114203794e-09,2.0699799313384075e-07,"0.512,0.355,0.458","0.221,0.232,0.206",0.222,993,261.3333333333333,477.66666666666663,SNHG17_chr20_-_38421005_38422241_38421005_38421098_38422091_38422241_993
671,ENSG00000130589,HELZ2,chr20,-,63570684,63573221,63570684,63570868,63572107,63573221,671,"6,7,5","9,8,4","20,32,12","2,5,7",1388,149,0.00051464275003,0.0033476243186912,"0.067,0.086,0.118","0.518,0.407,0.155",-0.27,1239,13.0,26.0,HELZ2_chr20_-_63570684_63573221_63570684_63570868_63572107_63573221_1239
702,ENSG00000125835,SNRPB,chr20,-,2465707,2467758,2465707,2467315,2467606,2467758,702,"28,46,46","13,16,14","142,121,105","113,119,112",440,149,6.90202706988e-06,7.991485496602596e-05,"0.422,0.493,0.527","0.299,0.256,0.241",0.215,291,54.333333333333336,237.33333333333334,SNRPB_chr20_-_2465707_2467758_2465707_2467315_2467606_2467758_291
708,ENSG00000244687,UBE2V1,chr20,-,50115484,50115954,50115484,50115621,50115829,50115954,708,"74,52,52","2,0,0","23,29,30","4,0,4",357,149,0.000269659051841,0.0019200132678858,"0.939,1.0,1.0","0.706,1.0,0.758",0.158,208,60.0,30.0,UBE2V1_chr20_-_50115484_50115954_50115484_50115621_50115829_50115954_208
731,ENSG00000088970,KIZ,chr20,+,21244244,21246622,21244244,21244288,21246478,21246622,731,"269,351,316","18,14,19","128,146,141","20,15,15",2339,149,0.000916950626799,0.0054117203007413,"0.488,0.615,0.514","0.29,0.383,0.375",0.19,2190,329.0,155.0,KIZ_chr20_+_21244244_21246622_21244244_21244288_21246478_21246622_2190
819,ENSG00000163597,SNHG16,chr17,+,76557969,76558600,76557969,76558279,76558373,76558600,819,"19,11,6","10,9,6","16,21,28","2,3,2",243,149,7.7635852298e-06,8.879748091105593e-05,"0.538,0.428,0.38","0.831,0.811,0.896",-0.397,94,20.333333333333336,24.0,SNHG16_chr17_+_76557969_76558600_76557969_76558279_76558373_76558600_94
856,ENSG00000072310,SREBF1,chr17,-,17817547,17817916,17817547,17817591,17817695,17817916,856,"17,12,11","9,13,9","20,14,28","0,2,3",253,149,2.76286375334e-07,4.66217771471678e-06,"0.527,0.352,0.419","1.0,0.805,0.846",-0.451,104,23.666666666666668,22.333333333333336,SREBF1_chr17_-_17817547_17817916_17817547_17817591_17817695_17817916_104
986,ENSG00000273559,CWC25,chr17,-,38810275,38810595,38810275,38810400,38810467,38810595,986,"19,34,13","3,4,5","8,21,25","0,0,1",216,149,1.62370871589e-05,0.0001655830866637,"0.814,0.854,0.642","1.0,1.0,0.945",-0.212,67,26.0,18.333333333333332,CWC25_chr17_-_38810275_38810595_38810275_38810400_38810467_38810595_67
987,ENSG00000270647,TAF15,chr17,+,35820023,35820437,35820023,35820075,35820331,35820437,987,"26,26,23","1,1,2","54,42,51","37,39,51",405,149,5.1625370645099996e-14,2.856856907904578e-12,"0.905,0.905,0.809","0.349,0.284,0.269",0.572,256,26.333333333333332,91.33333333333334,TAF15_chr17_+_35820023_35820437_35820023_35820075_35820331_35820437_256
991,ENSG00000168259,DNAJC7,chr17,-,41987818,41988896,41987818,41987905,41988731,41988896,991,"88,54,61","0,0,1","63,88,65","6,4,1",975,149,1.54466430842e-05,0.0001592485422625,"1.0,1.0,0.903","0.616,0.771,0.909",0.202,826,68.0,75.66666666666667,DNAJC7_chr17_-_41987818_41988896_41987818_41987905_41988731_41988896_826
1013,ENSG00000169733,RFNG,chr17,-,82049676,82050006,82049676,82049842,82049917,82050006,1013,"66,58,46","115,115,117","71,127,118","46,55,84",224,149,2.7200464103300003e-13,1.3925897472206516e-11,"0.276,0.251,0.207","0.507,0.606,0.483",-0.287,75,172.33333333333334,167.0,RFNG_chr17_-_82049676_82050006_82049676_82049842_82049917_82050006_75
1014,ENSG00000169733,RFNG,chr17,-,82049676,82050555,82049676,82050006,82050401,82050555,1014,"160,191,152","106,96,100","217,292,284","50,64,55",544,149,3.0087043967299996e-14,1.7971039118880937e-12,"0.293,0.353,0.294","0.543,0.555,0.586",-0.248,395,268.3333333333333,320.66666666666663,RFNG_chr17_-_82049676_82050555_82049676_82050006_82050401_82050555_395
1023,ENSG00000198720,ANKRD13B,chr17,+,29607741,29608110,29607741,29607877,29607985,29608110,1023,"4,6,6","25,24,30","10,12,14","12,20,9",257,149,6.29566855427e-05,0.0005393720024582,"0.085,0.127,0.104","0.326,0.258,0.474",-0.247,108,31.666666666666664,25.666666666666664,ANKRD13B_chr17_+_29607741_29608110_29607741_29607877_29607985_29608110_108
1037,ENSG00000219200,RNASEK,chr17,+,7012645,7013742,7012645,7012777,7013665,7013742,1037,"61,72,88","2,5,4","81,113,117","1,1,1",1037,149,0.000629083845402,0.0039486947627151,"0.814,0.674,0.76","0.921,0.942,0.944",-0.186,888,77.33333333333334,104.66666666666667,RNASEK_chr17_+_7012645_7013742_7012645_7012777_7013665_7013742_888
1038,ENSG00000136492,BRIP1,chr17,-,61776400,61781005,61776400,61776562,61780839,61781005,1038,"23,34,25","0,0,0","28,22,40","2,1,1",4426,149,0.000655714143531,0.0040919607331793,"1.0,1.0,1.0","0.32,0.425,0.574",0.56,4277,27.333333333333332,31.333333333333332,BRIP1_chr17_-_61776400_61781005_61776400_61776562_61780839_61781005_4277
1041,ENSG00000161513,FDXR,chr17,-,74863895,74864347,74863895,74864067,74864147,74864347,1041,"7,8,4","49,40,44","45,61,37","90,94,92",229,149,1.18172118202e-07,2.153422183022402e-06,"0.085,0.115,0.056","0.245,0.297,0.207",-0.164,80,50.66666666666667,139.66666666666666,FDXR_chr17_-_74863895_74864347_74863895_74864067_74864147_74864347_80
1061,ENSG00000108479,GALK1,chr17,-,75762703,75763439,75762703,75762885,75763319,75763439,1061,"24,17,20","0,2,0","21,20,23","5,3,11",583,149,6.81533858427e-06,7.915468855743214e-05,"1.0,0.685,1.0","0.518,0.63,0.348",0.396,434,21.0,27.666666666666664,GALK1_chr17_-_75762703_75763439_75762703_75762885_75763319_75763439_434
1125,ENSG00000131470,PSMC3IP,chr17,-,42573477,42574210,42573477,42573623,42574195,42574210,1125,"158,217,192","35,44,43","267,326,291","236,185,190",721,149,0.0,0.0,"0.483,0.505,0.48","0.189,0.267,0.24",0.257,572,229.66666666666666,498.33333333333337,PSMC3IP_chr17_-_42573477_42574210_42573477_42573623_42574195_42574210_572
1139,ENSG00000213339,QTRT1,chr19,+,10712160,10712628,10712160,10712299,10712552,10712628,1139,"107,180,157","139,147,144","167,259,229","97,105,105",402,149,8.25718659003e-08,1.5382075811031134e-06,"0.222,0.312,0.288","0.39,0.478,0.447",-0.164,253,291.33333333333337,320.6666666666667,QTRT1_chr19_+_10712160_10712628_10712160_10712299_10712552_10712628_253
1207,ENSG00000215041,NEURL4,chr17,-,7318064,7318356,7318064,7318172,7318268,7318356,1207,"27,18,17","77,61,51","46,63,51","49,50,53",245,149,2.18839790733e-09,5.7992544544245e-08,"0.176,0.152,0.169","0.363,0.434,0.369",-0.223,96,83.66666666666667,104.0,NEURL4_chr17_-_7318064_7318356_7318064_7318172_7318268_7318356_96
1232,ENSG00000170037,CNTROB,chr17,+,7944122,7944638,7944122,7944248,7944475,7944638,1232,"36,56,54","57,50,50","84,115,96","51,50,52",376,149,6.92822910412e-05,0.0005865225223577,"0.2,0.307,0.3","0.395,0.477,0.422",-0.162,227,101.0,149.33333333333331,CNTROB_chr17_+_7944122_7944638_7944122_7944248_7944475_7944638_227
1237,ENSG00000187838,PLSCR3,chr17,-,7393143,7393509,7393143,7393364,7393466,7393509,1237,"3,5,2","27,33,33","8,10,15","6,13,8",251,149,2.20973528364e-09,5.814303641581261e-08,"0.062,0.083,0.035","0.442,0.313,0.527",-0.367,102,34.333333333333336,20.0,PLSCR3_chr17_-_7393143_7393509_7393143_7393364_7393466_7393509_102
1248,ENSG00000100360,IFT27,chr22,-,36758210,36764036,36758210,36758409,36763918,36764036,1248,"1044,1073,1056","1,2,0","883,960,988","6,2,10",5658,149,1.6106712354e-05,0.0001644764140789,"0.965,0.934,1.0","0.795,0.927,0.722",0.152,5509,1058.6666666666667,949.6666666666666,IFT27_chr22_-_36758210_36764036_36758210_36758409_36763918_36764036_5509
1260,ENSG00000126581,BECN1,chr17,-,42818786,42819609,42818786,42818877,42819547,42819609,1260,"35,39,54","108,105,83","149,119,128","73,73,81",819,149,0.0,0.0,"0.056,0.063,0.106","0.271,0.229,0.223",-0.166,670,141.33333333333334,207.66666666666669,BECN1_chr17_-_42818786_42819609_42818786_42818877_42819547_42819609_670
1297,ENSG00000103275,UBE2I,chr16,+,1315653,1320283,1315653,1315726,1319701,1320283,1297,"466,512,417","4,0,3","439,630,568","10,5,14",4124,149,0.001508984609,0.0081824718819868,"0.808,1.0,0.834","0.613,0.82,0.594",0.205,3975,467.3333333333333,555.3333333333333,UBE2I_chr16_+_1315653_1320283_1315653_1315726_1319701_1320283_3975
1300,ENSG00000103275,UBE2I,chr16,+,1319701,1320283,1319701,1319990,1320173,1320283,1300,"55,61,60","0,0,0","74,81,79","9,7,9",332,149,2.06449268791e-09,5.5293138680464985e-08,"1.0,1.0,1.0","0.787,0.839,0.798",0.192,183,58.666666666666664,86.33333333333333,UBE2I_chr16_+_1319701_1320283_1319701_1319990_1320173_1320283_183
1353,ENSG00000260565,ERVK13-1,chr16,-,2669410,2672570,2669410,2669561,2671023,2672570,1353,"68,50,66","5,4,1","58,73,48","0,0,1",1611,149,9.80743441625e-06,0.0001079066439884,"0.557,0.536,0.859","1.0,1.0,0.816",-0.288,1462,64.66666666666667,60.0,ERVK13-1_chr16_-_2669410_2672570_2669410_2669561_2671023_2672570_1462
1363,ENSG00000103249,CLCN7,chr16,-,1449275,1450666,1449275,1449327,1450496,1450666,1363,"95,114,112","56,63,62","173,236,205","53,47,47",1318,149,6.13192878696e-08,1.1863469421763745e-06,"0.161,0.17,0.17","0.27,0.362,0.33",-0.154,1169,167.33333333333334,253.66666666666666,CLCN7_chr16_-_1449275_1450666_1449275_1449327_1450496_1450666_1169
1372,ENSG00000102977,ACD,chr16,-,67658927,67659613,67658927,67659079,67659536,67659613,1372,"43,52,55","2,4,4","52,75,82","9,19,17",606,149,0.000289850285838,0.0020463538941996,"0.841,0.762,0.772","0.587,0.493,0.543",0.251,457,53.333333333333336,84.66666666666667,ACD_chr16_-_67658927_67659613_67658927_67659079_67659536_67659613_457
1376,ENSG00000102977,ACD,chr16,-,67658927,67659795,67658927,67659079,67659701,67659795,1376,"44,50,54","0,0,0","53,88,97","2,7,9",771,149,4.23335205779e-08,8.587657031516857e-07,"1.0,1.0,1.0","0.837,0.708,0.676",0.26,622,49.333333333333336,85.33333333333333,ACD_chr16_-_67658927_67659795_67658927_67659079_67659701_67659795_622
1391,ENSG00000140983,RHOT2,chr16,+,668352,668699,668352,668411,668655,668699,1391,"75,91,71","7,4,5","92,140,123","17,32,26",393,149,1.56727344168e-05,0.0001609181435482,"0.802,0.896,0.843","0.672,0.624,0.642",0.201,244,84.33333333333333,143.33333333333331,RHOT2_chr16_+_668352_668699_668352_668411_668655_668699_244
1405,ENSG00000127580,WDR24,chr16,-,685868,686186,685868,685990,686067,686186,1405,"8,14,18","17,31,38","35,28,45","29,24,30",226,149,2.27258890052e-05,0.0002212613721256,"0.237,0.229,0.238","0.443,0.435,0.497",-0.224,77,42.0,63.66666666666667,WDR24_chr16_-_685868_686186_685868_685990_686067_686186_77
1420,ENSG00000102879,CORO1A,chr16,+,30185208,30186720,30185208,30185407,30186597,30186720,1420,"0,4,2","19,10,13","24,29,29","21,18,8",1339,149,5.88402659929e-11,2.1392842602056293e-09,"0.0,0.043,0.017","0.113,0.152,0.287",-0.164,1190,16.0,43.0,CORO1A_chr16_+_30185208_30186720_30185208_30185407_30186597_30186720_1190
1458,ENSG00000123815,COQ8B,chr19,-,40705095,40705447,40705095,40705181,40705324,40705447,1458,"26,27,37","82,73,77","61,49,52","53,46,49",292,149,1.39745107708e-08,3.102423836608873e-07,"0.139,0.159,0.197","0.37,0.352,0.351",-0.193,143,107.33333333333333,103.33333333333334,COQ8B_chr19_-_40705095_40705447_40705095_40705181_40705324_40705447_143
1641,ENSG00000125170,DOK4,chr16,-,57471921,57473736,57471921,57473495,57473612,57473736,1641,"12,7,5","21,20,22","10,13,11","7,11,11",266,149,0.00141584185417,0.0077721559405422,"0.242,0.164,0.113","0.445,0.398,0.359",-0.228,117,29.0,21.0,DOK4_chr16_-_57471921_57473736_57471921_57473495_57473612_57473736_117
1647,ENSG00000214078,CPNE1,chr20,-,35630438,35631034,35630438,35630490,35630900,35631034,1647,"103,125,100","13,7,5","112,154,142","34,50,34",559,149,1.31120035385e-07,2.343965288141354e-06,"0.679,0.826,0.842","0.468,0.451,0.527",0.3,410,117.66666666666666,175.33333333333334,CPNE1_chr20_-_35630438_35631034_35630438_35630490_35630900_35631034_410
1671,ENSG00000089280,FUS,chr16,+,31184938,31188357,31184938,31185179,31188324,31188357,1671,"1576,1734,1636","49,47,48","1771,2443,2397","213,246,255",3294,149,0.0,0.0,"0.593,0.625,0.607","0.273,0.31,0.298",0.315,3145,1696.6666666666667,2441.6666666666665,FUS_chr16_+_31184938_31188357_31184938_31185179_31188324_31188357_3145
1700,ENSG00000131652,THOC6,chr16,+,3025923,3026288,3025923,3025988,3026250,3026288,1700,"24,36,38","2,0,2","28,32,38","5,9,5",411,149,0.000322379909462,0.0022423578545388,"0.813,1.0,0.873","0.67,0.563,0.734",0.24,262,34.0,39.0,THOC6_chr16_+_3025923_3026288_3025923_3025988_3026250_3026288_262
1703,ENSG00000123154,WDR83,chr19,+,12669754,12670080,12669754,12669893,12669976,12670080,1703,"8,8,26","79,88,90","86,143,158","83,98,122",232,149,0.0,0.0,"0.061,0.055,0.156","0.4,0.484,0.454",-0.355,83,99.66666666666667,230.0,WDR83_chr19_+_12669754_12670080_12669754_12669893_12669976_12670080_83
1721,ENSG00000156858,PRR14,chr16,+,30651595,30651964,30651595,30651668,30651795,30651964,1721,"16,27,27","176,174,157","97,153,150","113,189,170",276,149,0.0,0.0,"0.047,0.077,0.085","0.317,0.304,0.323",-0.245,127,192.33333333333334,290.6666666666667,PRR14_chr16_+_30651595_30651964_30651595_30651668_30651795_30651964_127
1753,ENSG00000182253,SYNM,chr15,+,99129366,99135593,99129366,99131813,99132749,99135593,1753,"68,43,62","0,2,0","43,43,64","2,1,5",1085,149,0.00086764256436,0.0051574871232639,"1.0,0.747,1.0","0.747,0.855,0.637",0.169,936,58.33333333333333,52.666666666666664,SYNM_chr15_+_99129366_99135593_99129366_99131813_99132749_99135593_936
1778,ENSG00000177082,WDR73,chr15,-,84645470,84646348,84645470,84645836,84645972,84646348,1778,"36,34,34","30,32,19","61,80,66","21,14,31",285,149,0.00112168367434,0.006414735055534,"0.386,0.357,0.483","0.603,0.749,0.527",-0.218,136,61.666666666666664,91.0,WDR73_chr15_-_84645470_84646348_84645470_84645836_84645972_84646348_136
1809,ENSG00000089195,TRMT6,chr20,-,5941052,5942036,5941052,5941139,5941950,5942036,1809,"24,19,15","0,0,0","75,63,80","4,1,2",960,149,0.000383040464015,0.0025947457535345,"1.0,1.0,1.0","0.744,0.907,0.861",0.163,811,19.333333333333332,75.0,TRMT6_chr20_-_5941052_5942036_5941052_5941139_5941950_5942036_811
1854,ENSG00000128951,DUT,chr15,+,48341288,48342395,48341288,48341363,48342021,48342395,1854,"15,15,10","0,0,0","24,20,16","2,9,4",807,149,4.43027614594e-10,1.3390465170419454e-08,"1.0,1.0,1.0","0.689,0.291,0.425",0.532,658,13.333333333333334,25.0,DUT_chr15_+_48341288_48342395_48341288_48341363_48342021_48342395_658
1910,ENSG00000102901,CENPT,chr16,-,67832227,67832545,67832227,67832315,67832454,67832545,1910,"27,27,24","122,120,112","60,89,84","95,112,113",288,149,5.88196158446e-13,2.766727680290372e-11,"0.103,0.104,0.1","0.246,0.291,0.278",-0.169,139,144.0,184.33333333333334,CENPT_chr16_-_67832227_67832545_67832227_67832315_67832454_67832545_139
1932,ENSG00000196547,MAN2A2,chr15,+,90912042,90912664,90912042,90912279,90912541,90912664,1932,"19,41,27","32,30,39","58,49,60","17,14,27",411,149,1.4428899483e-06,2.072364456279733e-05,"0.177,0.331,0.201","0.553,0.559,0.446",-0.283,262,62.666666666666664,75.0,MAN2A2_chr15_+_90912042_90912664_90912042_90912279_90912541_90912664_262
1944,ENSG00000140464,PML,chr15,+,74034477,74036394,74034477,74034530,74035171,74036394,1944,"69,82,51","31,34,28","100,170,130","17,16,19",790,149,1.80831547514e-08,3.922012180375689e-07,"0.296,0.313,0.256","0.526,0.667,0.563",-0.297,641,98.33333333333333,150.66666666666669,PML_chr15_+_74034477_74036394_74034477_74034530_74035171_74036394_641
1964,ENSG00000100749,VRK1,chr14,+,96945048,96945403,96945048,96945150,96945237,96945403,1964,"1,6,6","6,7,7","23,14,13","8,1,3",236,149,9.78850158795e-05,0.0007990050211595,"0.095,0.351,0.351","0.645,0.898,0.732",-0.493,87,11.0,20.666666666666668,VRK1_chr14_+_96945048_96945403_96945048_96945150_96945237_96945403_87
2022,ENSG00000029364,SLC39A9,chr14,+,69458362,69462381,69458362,69458729,69461696,69462381,2022,"1238,1285,1245","4,0,2","1024,990,944","16,13,13",3116,149,5.60733681709e-11,2.048583343952395e-09,"0.937,1.0,0.967","0.754,0.785,0.776",0.196,2967,1258.0,1000.0,SLC39A9_chr14_+_69458362_69462381_69458362_69458729_69461696_69462381_2967
2027,ENSG00000119723,COQ6,chr14,+,73958146,73959078,73958146,73958277,73958970,73959078,2027,"67,79,87","60,37,49","148,159,138","48,37,45",842,149,2.07282118888e-05,0.0002058054388853,"0.165,0.274,0.239","0.353,0.432,0.352",-0.153,693,126.33333333333334,191.66666666666669,COQ6_chr14_+_73958146_73959078_73958146_73958277_73958970_73959078_693
2062,ENSG00000100445,SDR39U1,chr14,-,24442345,24442776,24442345,24442452,24442753,24442776,2062,"84,163,140","94,98,109","127,159,172","58,44,43",450,149,2.26459973673e-06,3.04890476183005e-05,"0.228,0.355,0.298","0.42,0.545,0.57",-0.218,301,229.33333333333331,201.0,SDR39U1_chr14_-_24442345_24442776_24442345_24442452_24442753_24442776_301
2067,ENSG00000100473,COCH,chr14,+,30874558,30874972,30874558,30874591,30874915,30874972,2067,"194,206,185","28,24,31","136,160,127","43,38,50",473,149,2.5917744506e-05,0.0002465953794591,"0.686,0.73,0.653","0.499,0.57,0.444",0.185,324,222.66666666666666,184.66666666666666,COCH_chr14_+_30874558_30874972_30874558_30874591_30874915_30874972_324
2133,ENSG00000119638,NEK9,chr14,-,75105949,75106702,75105949,75105996,75106465,75106702,2133,"53,59,65","22,17,16","69,56,64","11,6,6",618,149,0.000896634583017,0.0053050879495172,"0.367,0.456,0.495","0.602,0.692,0.72",-0.232,469,77.33333333333333,70.66666666666667,NEK9_chr14_-_75105949_75106702_75105949_75105996_75106465_75106702_469
2138,ENSG00000100888,CHD8,chr14,-,21394911,21395892,21394911,21395119,21395816,21395892,2138,"24,13,26","0,3,0","21,26,28","13,8,9",846,149,0.000150601453174,0.0011696868282636,"1.0,0.433,1.0","0.221,0.364,0.354",0.498,697,22.0,35.0,CHD8_chr14_-_21394911_21395892_21394911_21395119_21395816_21395892_697
2153,ENSG00000100911,PSME2,chr14,-,24144399,24145273,24144399,24144468,24145242,24145273,2153,"31,62,49","0,0,0","91,85,54","1,4,2",923,149,0.000512416952871,0.0033389177379282,"1.0,1.0,1.0","0.936,0.774,0.813",0.159,774,47.333333333333336,79.0,PSME2_chr14_-_24144399_24145273_24144399_24144468_24145242_24145273_774
2206,ENSG00000213983,AP1G2,chr14,-,23565605,23566160,23565605,23565701,23566063,23566160,2206,"78,93,83","4,1,3","68,91,101","9,11,13",511,149,4.83798586137e-05,0.0004303863072419,"0.85,0.964,0.89","0.688,0.707,0.694",0.205,362,87.33333333333334,97.66666666666667,AP1G2_chr14_-_23565605_23566160_23565605_23565701_23566063_23566160_362
2221,ENSG00000129460,NGDN,chr14,+,23475170,23476152,23475170,23475308,23476028,23476152,2221,"18,33,31","0,0,0","46,49,45","10,11,3",869,149,2.41540687451e-09,6.275468667471338e-08,"1.0,1.0,1.0","0.441,0.433,0.72",0.469,720,27.333333333333332,54.666666666666664,NGDN_chr14_+_23475170_23476152_23475170_23475308_23476028_23476152_720
2230,ENSG00000070778,PTPN21,chr14,-,88469498,88470050,88469498,88469733,88469921,88470050,2230,"5,6,4","14,19,22","11,13,11","12,14,13",337,149,0.000689141585237,0.004254700221898,"0.136,0.123,0.074","0.288,0.291,0.272",-0.173,188,23.333333333333332,24.666666666666664,PTPN21_chr14_-_88469498_88470050_88469498_88469733_88469921_88470050_188
2274,ENSG00000173575,CHD2,chr15,+,92942842,92945865,92942842,92943068,92945820,92945865,2274,"13,21,9","0,1,0","14,23,16","2,5,8",2901,149,4.78130415926e-06,5.8415738802907085e-05,"1.0,0.519,1.0","0.264,0.191,0.093",0.657,2752,14.666666666666668,22.666666666666668,CHD2_chr15_+_92942842_92945865_92942842_92943068_92945820_92945865_2752
2322,ENSG00000120699,EXOSC8,chr13,+,37002933,37004561,37002933,37003007,37003494,37004561,2322,"153,183,176","3,12,6","126,114,140","18,12,17",636,149,5.84137595072e-05,0.0005053125908634,"0.923,0.781,0.873","0.621,0.69,0.659",0.202,487,177.66666666666666,142.33333333333334,EXOSC8_chr13_+_37002933_37004561_37002933_37003007_37003494_37004561_487
2326,ENSG00000120699,EXOSC8,chr13,+,37003494,37004561,37003494,37003517,37004515,37004561,2326,"296,361,324","1,4,7","221,280,223","18,5,14",1147,149,9.53060911097e-05,0.0007787987423361,"0.975,0.921,0.857","0.615,0.879,0.674",0.195,998,331.0,253.66666666666669,EXOSC8_chr13_+_37003494_37004561_37003494_37003517_37004515_37004561_998
2333,ENSG00000120697,ALG5,chr13,-,36993603,36995596,36993603,36993672,36995426,36995596,2333,"10,18,13","2,0,0","28,48,23","7,12,7",1903,149,0.0016371608262,0.0087643956212366,"0.281,1.0,1.0","0.238,0.238,0.205",0.533,1754,14.333333333333332,41.666666666666664,ALG5_chr13_-_36993603_36995596_36993603_36993672_36995426_36995596_1754
2354,ENSG00000134884,ARGLU1,chr13,-,106557047,106559657,106557047,106557131,106559431,106559657,2354,"2395,2913,2468","105,124,111","1683,1717,1736","201,190,215",2449,149,0.0,0.0,"0.581,0.588,0.575","0.337,0.355,0.329",0.241,2300,2705.3333333333335,1914.0,ARGLU1_chr13_-_106557047_106559657_106557047_106557131_106559431_106559657_2300
