ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID.1,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Distance,MeanCounts_SAMPLE_1,MeanCounts_SAMPLE_2,event_id
365,ENSG00000141994,DUS3L,chr19,-,5786748,5787171,5786748,5786845,5787060,5787171,365,"7,18,29","64,58,71","81,88,72","67,63,53",364,149,1.11022302463e-15,1.6874024946067028e-14,"0.043,0.113,0.143","0.331,0.364,0.357",-0.251,215,82.33333333333333,141.33333333333331,DUS3L_chr19_-_5786748_5787171_5786748_5786845_5787060_5787171_215
366,ENSG00000141994,DUS3L,chr19,-,5786748,5787171,5786748,5786919,5787060,5787171,366,"1,8,18","12,15,18","58,66,57","9,8,11",290,149,1.64864788488e-11,1.6750714194732823e-10,"0.041,0.215,0.339","0.768,0.809,0.727",-0.57,141,24.0,69.66666666666667,DUS3L_chr19_-_5786748_5787171_5786748_5786919_5787060_5787171_141
385,ENSG00000104936,DMPK,chr19,-,45770970,45771396,45770970,45771056,45771349,45771396,385,"10,21,19","32,24,21","40,29,30","22,15,12",442,149,3.19933443234e-05,0.0001450456203219,"0.095,0.228,0.234","0.38,0.395,0.457",-0.225,293,42.333333333333336,49.33333333333333,DMPK_chr19_-_45770970_45771396_45770970_45771056_45771349_45771396_293
386,ENSG00000104936,DMPK,chr19,-,45770970,45771396,45770970,45771060,45771349,45771396,386,"10,19,18","39,30,40","40,27,30","19,19,23",438,149,3.25269069013e-07,1.985613732402816e-06,"0.08,0.177,0.133","0.417,0.326,0.307",-0.22,289,52.0,52.66666666666667,DMPK_chr19_-_45770970_45771396_45770970_45771060_45771349_45771396_289
388,ENSG00000105696,TMEM59L,chr19,+,18618154,18618492,18618154,18618272,18618374,18618492,388,"23,23,15","65,92,69","18,20,27","24,24,27",251,149,8.89714678376e-07,5.139418823609651e-06,"0.174,0.129,0.114","0.308,0.331,0.373",-0.198,102,95.66666666666666,46.66666666666667,TMEM59L_chr19_+_18618154_18618492_18618154_18618272_18618374_18618492_102
399,ENSG00000170889,RPS9,chr19,+,54206275,54206724,54206275,54206462,54206552,54206724,399,"106,103,123","263,258,246","291,284,242","90,126,163",239,149,0.0,0.0,"0.201,0.199,0.238","0.668,0.584,0.481",-0.365,90,366.3333333333333,398.66666666666663,RPS9_chr19_+_54206275_54206724_54206275_54206462_54206552_54206724_90
400,ENSG00000170889,RPS9,chr19,+,54206552,54207647,54206552,54206724,54207397,54207647,400,"232,265,311","230,246,205","673,595,611","169,156,175",822,149,0.0,0.0,"0.155,0.163,0.216","0.419,0.409,0.388",-0.227,673,496.3333333333333,793.0,RPS9_chr19_+_54206552_54207647_54206552_54206724_54207397_54207647_673
414,ENSG00000104957,YJU2B,chr19,+,13758867,13759272,13758867,13759010,13759099,13759272,414,"21,32,37","17,30,40","70,43,77","21,22,23",238,149,1.96498636911e-05,9.241790678306196e-05,"0.436,0.4,0.367","0.676,0.55,0.677",-0.233,89,59.0,85.33333333333334,YJU2B_chr19_+_13758867_13759272_13758867_13759010_13759099_13759272_89
429,ENSG00000129353,SLC44A2,chr19,+,10634755,10635073,10634755,10634887,10634973,10635073,429,"2,1,4","89,108,91","19,16,13","54,41,37",235,149,3.33066907388e-16,5.312596241068379e-15,"0.014,0.006,0.027","0.182,0.198,0.182",-0.172,86,98.33333333333333,60.0,SLC44A2_chr19_+_10634755_10635073_10634755_10634887_10634973_10635073_86
433,ENSG00000129347,KRI1,chr19,-,10559358,10559708,10559358,10559529,10559612,10559708,433,"8,12,13","88,111,122","60,54,62","140,114,117",232,149,1.0436096431499998e-14,1.4577123772586726e-13,"0.055,0.065,0.064","0.216,0.233,0.254",-0.173,83,118.0,182.33333333333334,KRI1_chr19_-_10559358_10559708_10559358_10559529_10559612_10559708_83
450,ENSG00000142541,RPL13A,chr19,+,49489849,49490297,49489849,49489912,49490231,49490297,450,"252,225,227","1036,1094,1130","1331,1418,1274","538,543,672",468,149,0.0,0.0,"0.072,0.061,0.06","0.441,0.454,0.376",-0.359,319,1321.3333333333335,1925.3333333333335,RPL13A_chr19_+_49489849_49490297_49489849_49489912_49490231_49490297_319
468,ENSG00000011304,PTBP1,chr19,+,804291,804702,804291,804438,804531,804702,468,"28,26,38","981,1002,1070","213,196,213","544,514,598",242,149,0.0,0.0,"0.017,0.016,0.021","0.194,0.19,0.18",-0.17,93,1048.3333333333333,759.3333333333334,PTBP1_chr19_+_804291_804702_804291_804438_804531_804702_93
500,ENSG00000115268,RPS15,chr19,+,1438806,1440253,1438806,1438892,1439960,1440253,500,"184,175,224","8,13,15","1208,1203,1143","15,13,7",1217,149,3.18088888562e-11,3.10838641167899e-10,"0.738,0.622,0.646","0.908,0.919,0.952",-0.258,1068,206.33333333333334,1196.3333333333335,RPS15_chr19_+_1438806_1440253_1438806_1438892_1439960_1440253_1068
501,ENSG00000115268,RPS15,chr19,+,1438806,1440253,1438806,1438892,1439967,1440253,501,"184,175,224","17,9,13","1215,1206,1150","15,20,17",1224,149,5.35634059329e-09,4.05801615734749e-08,"0.569,0.703,0.677","0.908,0.88,0.892",-0.244,1075,207.33333333333334,1207.6666666666665,RPS15_chr19_+_1438806_1440253_1438806_1438892_1439967_1440253_1075
503,ENSG00000115268,RPS15,chr19,+,1438806,1440253,1438806,1438892,1440025,1440253,503,"870,844,937","57,64,66","1837,1836,1760","61,53,66",1282,149,1.9568372811e-08,1.373118459216528e-07,"0.64,0.605,0.623","0.778,0.801,0.756",-0.156,1133,946.0,1871.0,RPS15_chr19_+_1438806_1440253_1438806_1438892_1440025_1440253_1133
518,ENSG00000130811,EIF3G,chr19,-,10118867,10119171,10118867,10118956,10119066,10119171,518,"34,57,41","24,36,25","98,87,88","27,31,28",259,149,0.000372679663344,0.0014146187630616,"0.449,0.477,0.485","0.676,0.618,0.644",-0.176,110,72.33333333333333,119.66666666666667,EIF3G_chr19_-_10118867_10119171_10118867_10118956_10119066_10119171_110
545,ENSG00000006712,PAF1,chr19,-,39389479,39389761,39389479,39389546,39389639,39389761,545,"5,1,0","137,116,139","33,50,31","112,118,105",242,149,0.0,0.0,"0.022,0.005,0.0","0.154,0.207,0.154",-0.163,93,132.66666666666666,149.66666666666669,PAF1_chr19_-_39389479_39389761_39389479_39389546_39389639_39389761_93
549,ENSG00000130726,TRIM28,chr19,+,58548739,58548910,58548739,58548776,58548861,58548910,549,"149,123,130","789,678,744","295,326,301","582,595,553",234,149,0.0,0.0,"0.107,0.104,0.1","0.244,0.259,0.257",-0.15,85,871.0,884.0,TRIM28_chr19_+_58548739_58548910_58548739_58548776_58548861_58548910_85
586,ENSG00000171456,ASXL1,chr20,+,32428127,32428422,32428127,32428248,32428324,32428422,586,"4,3,6","86,59,73","16,19,18","44,46,64",225,149,1.94806915044e-09,1.5536375149261808e-08,"0.03,0.033,0.052","0.194,0.215,0.157",-0.15,76,77.0,69.0,ASXL1_chr20_+_32428127_32428422_32428127_32428248_32428324_32428422_76
620,ENSG00000291067,,chr20,-,58245782,58247506,58245782,58246252,58247321,58247506,620,"18,26,27","11,6,9","45,60,44","5,3,2",1218,149,3.42785155731e-05,0.0001543677899245,"0.167,0.346,0.268","0.524,0.71,0.729",-0.394,1069,32.333333333333336,53.0,nan_chr20_-_58245782_58247506_58245782_58246252_58247321_58247506_1069
628,ENSG00000185513,L3MBTL1,chr20,+,43534283,43534942,43534283,43534394,43534827,43534942,628,"10,12,10","17,15,9","9,18,10","3,6,5",582,149,0.00212006820229,0.0068606221013895,"0.131,0.17,0.221","0.434,0.434,0.339",-0.228,433,24.333333333333332,17.0,L3MBTL1_chr20_+_43534283_43534942_43534283_43534394_43534827_43534942_433
634,ENSG00000203896,LIME1,chr20,+,63737820,63738060,63737820,63737902,63738007,63738060,634,"9,7,15","9,8,18","15,20,17","3,5,10",254,149,0.0020247726006,0.0065838397100614,"0.37,0.339,0.328","0.746,0.701,0.499",-0.303,105,22.0,23.333333333333332,LIME1_chr20_+_63737820_63738060_63737820_63737902_63738007_63738060_105
660,ENSG00000196756,SNHG17,chr20,-,38425934,38426503,38425934,38426052,38426418,38426503,660,"5,12,7","3,5,3","105,75,53","8,6,6",515,149,0.000297854935956,0.0011488247841839,"0.325,0.41,0.403","0.792,0.783,0.719",-0.385,366,11.666666666666666,84.33333333333334,SNHG17_chr20_-_38425934_38426503_38425934_38426052_38426418_38426503_366
680,ENSG00000125826,RBCK1,chr20,+,428490,429094,428490,428589,428950,429094,680,"22,23,21","57,59,53","37,31,41","33,24,32",510,149,1.01389242113e-07,6.544856473038477e-07,"0.101,0.102,0.104","0.247,0.274,0.272",-0.162,361,78.33333333333334,66.0,RBCK1_chr20_+_428490_429094_428490_428589_428950_429094_361
701,ENSG00000125835,SNRPB,chr20,-,2465707,2467315,2465707,2465819,2467191,2467315,701,"53,56,49","20,22,17","871,910,745","109,71,87",1521,149,3.57741170021e-10,3.096109986051058e-09,"0.206,0.2,0.22","0.439,0.557,0.456",-0.275,1372,72.33333333333333,931.0,SNRPB_chr20_-_2465707_2467315_2465707_2465819_2467191_2467315_1372
703,ENSG00000125835,SNRPB,chr20,-,2465707,2467758,2465707,2467315,2467606,2467758,703,"28,46,46","13,16,14","333,340,304","53,46,38",440,149,4.71742364452e-05,0.0002075668118628,"0.422,0.493,0.527","0.68,0.715,0.73",-0.228,291,54.333333333333336,371.33333333333337,SNRPB_chr20_-_2465707_2467758_2465707_2467315_2467606_2467758_291
717,ENSG00000124198,ARFGEF2,chr20,+,49013563,49013960,49013563,49013694,49013830,49013960,717,"1,1,1","12,17,12","6,4,8","11,14,14",285,149,4.60513180073e-05,0.0002034321772841,"0.042,0.03,0.042","0.222,0.13,0.23",-0.156,136,14.666666666666666,19.0,ARFGEF2_chr20_+_49013563_49013960_49013563_49013694_49013830_49013960_136
730,ENSG00000088836,SLC4A11,chr20,-,3229094,3229452,3229094,3229263,3229345,3229452,730,"1,0,1","28,18,23","4,8,5","16,13,24",231,149,2.20870593437e-06,1.1983885819474974e-05,"0.023,0.0,0.027","0.139,0.284,0.118",-0.164,82,23.666666666666668,23.333333333333336,SLC4A11_chr20_-_3229094_3229452_3229094_3229263_3229345_3229452_82
743,ENSG00000171703,TCEA2,chr20,+,64071869,64072346,64071869,64071941,64072171,64072346,743,"18,18,23","50,39,44","18,27,31","17,14,21",379,149,5.44049974938e-06,2.7867532210739955e-05,"0.124,0.154,0.17","0.294,0.431,0.367",-0.215,230,64.0,42.666666666666664,TCEA2_chr20_+_64071869_64072346_64071869_64071941_64072171_64072346_230
767,ENSG00000105426,PTPRS,chr19,-,5218419,5219467,5218419,5218532,5219309,5219467,767,"70,70,75","31,28,21","17,26,38","25,25,29",926,149,9.91965765329e-06,4.891895000960899e-05,"0.267,0.287,0.365","0.099,0.143,0.174",0.168,777,98.33333333333334,53.33333333333333,PTPRS_chr19_-_5218419_5219467_5218419_5218532_5219309_5219467_777
769,ENSG00000141644,MBD1,chr18,-,50276661,50276998,50276661,50276744,50276831,50276998,769,"16,14,25","75,57,67","50,43,47","56,68,70",236,149,1.0673618478e-06,6.066377643779771e-06,"0.119,0.134,0.191","0.36,0.285,0.298",-0.166,87,84.66666666666666,111.33333333333334,MBD1_chr18_-_50276661_50276998_50276661_50276744_50276831_50276998_87
819,ENSG00000163597,SNHG16,chr17,+,76557969,76558600,76557969,76558279,76558373,76558600,819,"19,11,6","10,9,6","31,23,38","2,0,3",243,149,4.55959880963e-09,3.468568653438534e-08,"0.538,0.428,0.38","0.905,1.0,0.886",-0.482,94,20.333333333333336,32.333333333333336,SNHG16_chr17_+_76557969_76558600_76557969_76558279_76558373_76558600_94
820,ENSG00000163597,SNHG16,chr17,+,76557777,76559043,76557777,76557857,76558373,76559043,820,"45,80,54","38,30,30","101,110,125","34,29,23",665,149,0.0010514055663,0.0036440537781528,"0.21,0.374,0.287","0.4,0.459,0.549",-0.179,516,92.33333333333333,140.66666666666666,SNHG16_chr17_+_76557777_76559043_76557777_76557857_76558373_76559043_516
821,ENSG00000163597,SNHG16,chr17,+,76558373,76559043,76558373,76558600,76558944,76559043,821,"23,36,15","15,25,31","43,63,66","18,12,18",493,149,5.51042509291e-05,0.0002404166053771,"0.317,0.303,0.128","0.419,0.613,0.526",-0.27,344,48.333333333333336,73.33333333333334,SNHG16_chr17_+_76558373_76559043_76558373_76558600_76558944_76559043_344
833,ENSG00000220205,VAMP2,chr17,-,8160405,8161524,8160405,8160871,8161472,8161524,833,"110,171,146","143,95,102","211,215,233","40,68,48",750,149,1.35450539673e-11,1.3914635079704167e-10,"0.133,0.263,0.221","0.512,0.386,0.491",-0.257,601,255.66666666666669,271.66666666666663,VAMP2_chr17_-_8160405_8161524_8160405_8160871_8161472_8161524_601
854,ENSG00000072310,SREBF1,chr17,-,17817547,17817916,17817547,17817591,17817695,17817916,854,"17,12,11","9,13,9","19,20,13","3,1,3",253,149,4.39404663533e-05,0.0001945710083238,"0.527,0.352,0.419","0.789,0.922,0.718",-0.377,104,23.666666666666668,19.666666666666664,SREBF1_chr17_-_17817547_17817916_17817547_17817591_17817695_17817916_104
933,ENSG00000178971,CTC1,chr17,-,8228502,8229446,8228502,8228629,8228726,8229446,933,"7,8,5","27,27,29","11,9,11","21,5,12",246,149,0.0012812181147,0.0043630829920706,"0.136,0.152,0.095","0.241,0.522,0.357",-0.246,97,34.333333333333336,23.0,CTC1_chr17_-_8228502_8229446_8228502_8228629_8228726_8229446_97
936,ENSG00000178971,CTC1,chr17,-,8228502,8229446,8228502,8229206,8229301,8229446,936,"20,22,18","24,25,19","23,26,32","12,12,8",244,149,0.000402187863382,0.0015126913705397,"0.337,0.35,0.366","0.539,0.57,0.71",-0.255,95,42.66666666666667,37.666666666666664,CTC1_chr17_-_8228502_8229446_8228502_8229206_8229301_8229446_95
970,ENSG00000167840,ZNF232,chr17,-,5108925,5109768,5108925,5109052,5109393,5109768,970,"31,44,24","29,28,28","61,78,75","26,13,14",490,149,1.17033316368e-05,5.695774983605354e-05,"0.245,0.323,0.207","0.416,0.646,0.62",-0.302,341,61.33333333333333,89.0,ZNF232_chr17_-_5108925_5109768_5108925_5109052_5109393_5109768_341
983,ENSG00000273559,CWC25,chr17,-,38810275,38810595,38810275,38810400,38810467,38810595,983,"19,34,13","3,4,5","20,15,18","0,2,0",216,149,0.000233753376811,0.0009197606343804,"0.814,0.854,0.642","1.0,0.838,1.0",-0.176,67,26.0,18.333333333333336,CWC25_chr17_-_38810275_38810595_38810275_38810400_38810467_38810595_67
984,ENSG00000270647,TAF15,chr17,+,35820023,35820437,35820023,35820075,35820331,35820437,984,"26,26,23","1,1,2","22,33,40","41,27,34",405,149,1.4210854715199998e-14,1.970129148086699e-13,"0.905,0.905,0.809","0.165,0.31,0.302",0.614,256,26.333333333333332,65.66666666666667,TAF15_chr17_+_35820023_35820437_35820023_35820075_35820331_35820437_256
986,ENSG00000076604,TRAF4,chr17,+,28747842,28748178,28747842,28747947,28748016,28748178,986,"8,10,8","97,63,78","53,75,66","46,35,70",218,149,0.0,0.0,"0.053,0.098,0.066","0.441,0.594,0.392",-0.403,69,88.0,115.0,TRAF4_chr17_+_28747842_28748178_28747842_28747947_28748016_28748178_69
990,ENSG00000171302,CANT1,chr17,-,78996991,78997963,78996991,78997644,78997839,78997963,990,"64,65,85","59,55,56","161,145,138","42,41,54",344,149,2.51401195417e-08,1.749195747099333e-07,"0.32,0.339,0.397","0.624,0.605,0.525",-0.233,195,128.0,193.66666666666666,CANT1_chr17_-_78996991_78997963_78996991_78997644_78997839_78997963_195
1007,ENSG00000169733,RFNG,chr17,-,82047901,82049116,82047901,82048807,82049030,82049116,1007,"12,17,8","134,154,111","63,44,42","50,60,79",372,149,0.0,0.0,"0.035,0.042,0.028","0.335,0.227,0.176",-0.211,223,145.33333333333334,112.66666666666666,RFNG_chr17_-_82047901_82049116_82047901_82048807_82049030_82049116_223
1008,ENSG00000169733,RFNG,chr17,-,82049676,82050006,82049676,82049842,82049917,82050006,1008,"66,58,46","115,115,117","84,88,108","51,39,50",224,149,0.0,0.0,"0.276,0.251,0.207","0.523,0.6,0.59",-0.326,75,172.33333333333334,140.0,RFNG_chr17_-_82049676_82050006_82049676_82049842_82049917_82050006_75
1009,ENSG00000169733,RFNG,chr17,-,82049676,82050555,82049676,82050006,82050401,82050555,1009,"160,191,152","106,96,100","280,256,242","40,43,39",544,149,0.0,0.0,"0.293,0.353,0.294","0.657,0.62,0.63",-0.322,395,268.3333333333333,300.0,RFNG_chr17_-_82049676_82050555_82049676_82050006_82050401_82050555_395
1011,ENSG00000169733,RFNG,chr17,-,82050661,82051342,82050661,82050764,82051293,82051342,1011,"122,141,134","84,100,107","167,173,174","43,48,52",678,149,2.22529772387e-11,2.230409894316728e-10,"0.242,0.237,0.216","0.46,0.442,0.424",-0.21,529,229.33333333333334,219.0,RFNG_chr17_-_82050661_82051342_82050661_82050764_82051293_82051342_529
1018,ENSG00000198720,ANKRD13B,chr17,+,29607741,29608110,29607741,29607877,29607985,29608110,1018,"4,6,6","25,24,30","14,8,12","13,11,9",257,149,7.10599686748e-06,3.569852480552502e-05,"0.085,0.127,0.104","0.384,0.297,0.436",-0.267,108,31.666666666666664,22.333333333333336,ANKRD13B_chr17_+_29607741_29608110_29607741_29607877_29607985_29608110_108
1029,ENSG00000070413,DGCR2,chr22,-,19041057,19041959,19041057,19041294,19041806,19041959,1029,"10,0,10","109,116,86","110,78,83","66,53,62",661,149,0.0,0.0,"0.02,0.0,0.026","0.273,0.249,0.232",-0.236,512,110.33333333333334,150.66666666666666,DGCR2_chr22_-_19041057_19041959_19041057_19041294_19041806_19041959_512
1033,ENSG00000136492,BRIP1,chr17,-,61776400,61781005,61776400,61776562,61780839,61781005,1033,"23,34,25","0,0,0","31,24,26","0,2,2",4426,149,0.000481469174459,0.0017837446887924,"1.0,1.0,1.0","1.0,0.288,0.304",0.469,4277,27.333333333333332,28.333333333333332,BRIP1_chr17_-_61776400_61781005_61776400_61776562_61780839_61781005_4277
1034,ENSG00000167861,HID1,chr17,-,74958326,74958763,74958326,74958478,74958672,74958763,1034,"2,0,9","24,22,9","7,6,6","9,7,5",343,149,0.00236628525636,0.0075878675946485,"0.035,0.0,0.303","0.253,0.271,0.343",-0.176,194,22.0,13.333333333333332,HID1_chr17_-_74958326_74958763_74958326_74958478_74958672_74958763_194
1036,ENSG00000161513,FDXR,chr17,-,74863895,74864347,74863895,74864067,74864147,74864347,1036,"7,8,4","49,40,44","46,58,45","40,41,36",229,149,0.0,0.0,"0.085,0.115,0.056","0.428,0.479,0.449",-0.367,80,50.66666666666667,88.66666666666666,FDXR_chr17_-_74863895_74864347_74863895_74864067_74864147_74864347_80
1061,ENSG00000177303,CASKIN2,chr17,-,75503388,75503760,75503388,75503527,75503658,75503760,1061,"1,5,5","21,19,26","9,21,26","17,16,29",280,149,2.00378044068e-06,1.0960206141979028e-05,"0.025,0.123,0.093","0.22,0.411,0.323",-0.238,131,25.666666666666668,39.333333333333336,CASKIN2_chr17_-_75503388_75503760_75503388_75503527_75503658_75503760_131
1065,ENSG00000214087,ARL16,chr17,-,81682033,81682675,81682033,81682149,81682490,81682675,1065,"35,28,28","11,5,3","52,46,54","0,0,0",490,149,4.71315209083e-11,4.545832127137335e-10,"0.492,0.63,0.739","1.0,1.0,1.0",-0.38,341,36.666666666666664,50.666666666666664,ARL16_chr17_-_81682033_81682675_81682033_81682149_81682490_81682675_341
1102,ENSG00000185813,PCYT2,chr17,-,81906099,81906546,81906099,81906177,81906463,81906546,1102,"26,19,18","49,46,42","46,49,49","39,48,36",435,149,4.59276146303e-06,2.385470011995344e-05,"0.154,0.124,0.128","0.288,0.259,0.318",-0.153,286,66.66666666666666,89.0,PCYT2_chr17_-_81906099_81906546_81906099_81906177_81906463_81906546_286
1121,ENSG00000131470,PSMC3IP,chr17,-,42573477,42574210,42573477,42573623,42574098,42574210,1121,"67,99,73","133,137,120","245,290,232","58,53,79",624,149,0.0,0.0,"0.107,0.147,0.127","0.502,0.566,0.412",-0.366,475,209.66666666666669,319.0,PSMC3IP_chr17_-_42573477_42574210_42573477_42573623_42574098_42574210_475
1128,ENSG00000129219,PLD2,chr17,+,4818001,4818385,4818001,4818106,4818296,4818385,1128,"7,12,12","37,35,34","14,23,15","11,22,9",339,149,1.10197428038e-06,6.253514336326289e-06,"0.077,0.131,0.134","0.359,0.315,0.423",-0.252,190,45.66666666666667,31.333333333333332,PLD2_chr17_+_4818001_4818385_4818001_4818106_4818296_4818385_190
1136,ENSG00000213339,QTRT1,chr19,+,10712160,10712628,10712160,10712299,10712552,10712628,1136,"107,180,157","139,147,144","230,272,237","111,108,85",402,149,3.43433059768e-11,3.3516355319727046e-10,"0.222,0.312,0.288","0.434,0.483,0.508",-0.201,253,291.33333333333337,347.6666666666667,QTRT1_chr19_+_10712160_10712628_10712160_10712299_10712552_10712628_253
1144,ENSG00000125447,GGA3,chr17,-,75240341,75241057,75240341,75240412,75240811,75241057,1144,"69,55,71","63,60,70","61,100,104","45,35,37",548,149,0.000212219859279,0.0008403815783621,"0.229,0.2,0.216","0.269,0.437,0.433",-0.165,399,129.33333333333331,127.33333333333333,GGA3_chr17_-_75240341_75241057_75240341_75240412_75240811_75241057_399
1145,ENSG00000125447,GGA3,chr17,-,75241399,75241696,75241399,75241516,75241614,75241696,1145,"8,17,10","133,131,138","45,48,43","66,69,82",247,149,0.0,0.0,"0.035,0.073,0.042","0.291,0.296,0.24",-0.226,98,145.66666666666666,117.66666666666666,GGA3_chr17_-_75241399_75241696_75241399_75241516_75241614_75241696_98
1158,ENSG00000185359,HGS,chr17,+,81696606,81696998,81696606,81696747,81696823,81696998,1158,"15,12,13","157,147,158","36,41,42","111,82,106",225,149,1.9428902930899998e-14,2.653852173821092e-13,"0.06,0.051,0.052","0.177,0.249,0.208",-0.157,76,167.33333333333334,139.33333333333334,HGS_chr17_+_81696606_81696998_81696606_81696747_81696823_81696998_76
1159,ENSG00000185359,HGS,chr17,+,81696606,81696998,81696606,81696747,81696829,81696998,1159,"27,20,30","6,4,4","39,53,49","3,0,2",231,149,0.000400378854925,0.0015074162268927,"0.744,0.763,0.829","0.893,1.0,0.94",-0.166,82,30.333333333333336,48.666666666666664,HGS_chr17_+_81696606_81696998_81696606_81696747_81696829_81696998_82
1174,ENSG00000076382,SPAG5,chr17,-,28578009,28578292,28578009,28578090,28578217,28578292,1174,"17,8,6","110,93,104","39,24,30","56,62,59",276,149,7.30304705598e-13,8.625270702898672e-12,"0.077,0.044,0.03","0.273,0.173,0.215",-0.17,127,112.66666666666666,90.0,SPAG5_chr17_-_28578009_28578292_28578009_28578090_28578217_28578292_127
1175,ENSG00000076382,SPAG5,chr17,-,28578217,28578528,28578217,28578292,28578372,28578528,1175,"19,14,15","144,121,128","68,63,45","88,62,57",229,149,0.0,0.0,"0.079,0.07,0.071","0.335,0.398,0.339",-0.284,80,147.0,127.66666666666666,SPAG5_chr17_-_28578217_28578528_28578217_28578292_28578372_28578528_80
1176,ENSG00000076382,SPAG5,chr17,-,28579140,28579485,28579140,28579252,28579364,28579485,1176,"5,7,12","102,101,106","33,39,45","66,51,76",261,149,0.0,0.0,"0.027,0.038,0.061","0.222,0.304,0.253",-0.218,112,111.0,103.33333333333333,SPAG5_chr17_-_28579140_28579485_28579140_28579252_28579364_28579485_112
