ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID.1,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Distance,MeanCounts_SAMPLE_1,MeanCounts_SAMPLE_2,event_id
1382,ENSG00000140983,RHOT2,chr16,+,668352,668699,668352,668411,668655,668699,1382,"75,91,71","7,4,5","78,69,72","11,22,13",393,149,0.000318002552172,0.0030593897148315,"0.802,0.896,0.843","0.729,0.543,0.677",0.197,244,84.33333333333333,88.33333333333333,RHOT2_chr16_+_668352_668699_668352_668411_668655_668699_244
1396,ENSG00000127580,WDR24,chr16,-,685868,686186,685868,685990,686067,686186,1396,"8,14,18","17,31,38","34,23,28","31,19,21",226,149,0.000173084791571,0.0018978238322843,"0.237,0.229,0.238","0.42,0.444,0.468",-0.209,77,42.0,52.0,WDR24_chr16_-_685868_686186_685868_685990_686067_686186_77
1453,ENSG00000130304,SLC27A1,chr19,+,17486562,17487335,17486562,17486957,17487173,17487335,1453,"6,10,7","6,6,4","9,12,14","2,1,2",365,149,0.001258203178,0.0092516399360631,"0.29,0.405,0.417","0.648,0.83,0.741",-0.369,216,13.0,13.333333333333332,SLC27A1_chr19_+_17486562_17487335_17486562_17486957_17487173_17487335_216
1498,ENSG00000125124,BBS2,chr16,-,56501352,56502456,56501352,56501497,56501944,56502456,1498,"22,12,25","0,1,0","16,21,27","3,0,3",596,149,0.00109003481822,0.0082510655884754,"1.0,0.75,1.0","0.571,1.0,0.692",0.162,447,20.0,23.333333333333332,BBS2_chr16_-_56501352_56502456_56501352_56501497_56501944_56502456_447
1540,ENSG00000038358,EDC4,chr16,+,67881667,67882109,67881667,67881845,67881953,67882109,1540,"37,49,38","93,78,81","114,75,71","93,65,74",257,149,4.1096685266e-07,1.0602660392501591e-05,"0.187,0.267,0.214","0.415,0.401,0.357",-0.168,108,125.33333333333334,164.0,EDC4_chr16_+_67881667_67882109_67881667_67881845_67881953_67882109_108
1577,ENSG00000168676,KCTD19,chr16,-,67301790,67303337,67301790,67301922,67303145,67303337,1577,"17,28,34","7,5,6","10,12,22","0,0,0",1372,149,4.36510827484e-11,3.222400722495746e-09,"0.209,0.378,0.381","1.0,1.0,1.0",-0.677,1223,32.33333333333333,14.666666666666666,KCTD19_chr16_-_67301790_67303337_67301790_67301922_67303145_67303337_1223
1612,ENSG00000197912,SPG7,chr16,+,89545871,89546760,89545871,89546181,89546657,89546760,1612,"26,23,23","0,6,4","16,7,11","1,0,0",625,149,0.00013066178247,0.0014987911539943,"1.0,0.477,0.578","0.792,1.0,1.0",-0.246,476,27.333333333333332,11.666666666666668,SPG7_chr16_+_89545871_89546760_89545871_89546181_89546657_89546760_476
1613,ENSG00000197912,SPG7,chr16,+,89554485,89556085,89554485,89554563,89555877,89556085,1613,"74,82,93","0,1,0","39,50,67","2,3,1",1463,149,0.000366343395105,0.0034228776364697,"1.0,0.893,1.0","0.665,0.629,0.872",0.242,1314,83.33333333333333,54.0,SPG7_chr16_+_89554485_89556085_89554485_89554563_89555877_89556085_1314
1628,ENSG00000125170,DOK4,chr16,-,57471921,57473736,57471921,57473495,57473612,57473736,1628,"12,7,5","21,20,22","15,17,12","8,4,12",266,149,0.000130911379622,0.0014993475368074,"0.242,0.164,0.113","0.512,0.704,0.359",-0.352,117,29.0,22.666666666666664,DOK4_chr16_-_57471921_57473736_57471921_57473495_57473612_57473736_117
1634,ENSG00000214078,CPNE1,chr20,-,35630438,35631034,35630438,35630490,35630900,35631034,1634,"103,125,100","13,7,5","87,93,79","23,15,18",559,149,0.000238315374659,0.0024175230387176,"0.679,0.826,0.842","0.502,0.623,0.539",0.228,410,117.66666666666666,105.0,CPNE1_chr20_-_35630438_35631034_35630438_35630490_35630900_35631034_410
1689,ENSG00000123154,WDR83,chr19,+,12669754,12670080,12669754,12669893,12669976,12670080,1689,"8,8,26","79,88,90","57,61,37","113,95,101",232,149,7.57550953079e-08,2.3340082256847208e-06,"0.061,0.055,0.156","0.245,0.292,0.19",-0.152,83,99.66666666666667,154.66666666666666,WDR83_chr19_+_12669754_12670080_12669754_12669893_12669976_12670080_83
1739,ENSG00000182253,SYNM,chr15,+,99129366,99135593,99129366,99131813,99132749,99135593,1739,"68,43,62","0,2,0","42,34,26","2,3,2",1085,149,0.000439577182668,0.0039204395621681,"1.0,0.747,1.0","0.743,0.609,0.641",0.251,936,58.33333333333333,36.333333333333336,SYNM_chr15_+_99129366_99135593_99129366_99131813_99132749_99135593_936
1920,ENSG00000140474,ULK3,chr15,-,74840233,74840641,74840233,74840316,74840497,74840641,1920,"80,81,81","84,71,75","111,104,96","51,62,41",330,149,3.78372757305e-05,0.0005467339686949,"0.301,0.34,0.328","0.496,0.431,0.514",-0.157,181,157.33333333333334,155.0,ULK3_chr15_-_74840233_74840641_74840233_74840316_74840497_74840641_181
1924,ENSG00000140474,ULK3,chr15,-,74842279,74842676,74842279,74842420,74842534,74842676,1924,"10,10,20","2,15,3","17,17,12","2,1,0",263,149,0.000463766795116,0.0041115876627644,"0.739,0.274,0.791","0.828,0.906,1.0",-0.31,114,20.0,16.333333333333336,ULK3_chr15_-_74842279_74842676_74842279_74842420_74842534_74842676_114
1929,ENSG00000140464,PML,chr15,+,74034477,74036394,74034477,74034530,74035171,74036394,1929,"69,82,51","31,34,28","115,112,108","30,22,25",790,149,0.000286984953124,0.0028229021246603,"0.296,0.313,0.256","0.42,0.49,0.449",-0.165,641,98.33333333333333,137.33333333333334,PML_chr15_+_74034477_74036394_74034477_74034530_74035171_74036394_641
1949,ENSG00000100749,VRK1,chr14,+,96945048,96945403,96945048,96945150,96945237,96945403,1949,"1,6,6","6,7,7","14,3,11","3,0,3",236,149,0.000222251720263,0.0022923528582686,"0.095,0.351,0.351","0.747,1.0,0.698",-0.549,87,11.0,11.333333333333334,VRK1_chr14_+_96945048_96945403_96945048_96945150_96945237_96945403_87
1983,ENSG00000213928,IRF9,chr14,+,24163377,24165962,24163377,24164955,24165846,24165962,1983,"41,40,29","4,1,1","30,39,30","14,11,5",1040,149,0.000176385670324,0.0019199000845777,"0.595,0.851,0.806","0.235,0.337,0.462",0.406,891,38.666666666666664,43.0,IRF9_chr14_+_24163377_24165962_24163377_24164955_24165846_24165962_891
2042,ENSG00000100429,HDAC10,chr22,-,50245674,50246092,50245674,50245827,50245909,50246092,2042,"10,12,16","40,36,38","24,25,21","20,22,22",231,149,3.79832029007e-06,7.654128671016735e-05,"0.139,0.177,0.214","0.436,0.423,0.381",-0.237,82,50.666666666666664,44.666666666666664,HDAC10_chr22_-_50245674_50246092_50245674_50245827_50245909_50246092_82
2053,ENSG00000100473,COCH,chr14,+,30874558,30874972,30874558,30874591,30874915,30874972,2053,"194,206,185","28,24,31","118,127,128","51,48,39",473,149,3.15512536098e-08,1.1096516363899471e-06,"0.686,0.73,0.653","0.422,0.455,0.508",0.228,324,222.66666666666666,170.33333333333331,COCH_chr14_+_30874558_30874972_30874558_30874591_30874915_30874972_324
2074,ENSG00000139998,RAB15,chr14,-,64950324,64951151,64950324,64950414,64950942,64951151,2074,"14,14,15","3,5,4","25,23,19","0,1,2",677,149,0.000183747363192,0.0019769413275029,"0.507,0.381,0.452","1.0,0.835,0.676",-0.39,528,18.333333333333336,23.333333333333332,RAB15_chr14_-_64950324_64951151_64950324_64950414_64950942_64951151_528
2168,ENSG00000165959,CLMN,chr14,-,95193848,95194596,95193848,95193919,95194535,95194596,2168,"29,36,46","8,12,10","13,10,13","10,4,16",765,149,0.00121155207469,0.0089973428972994,"0.414,0.369,0.473","0.202,0.327,0.137",0.197,616,47.0,22.0,CLMN_chr14_-_95193848_95194596_95193848_95193919_95194535_95194596_616
2181,ENSG00000161914,ZNF653,chr19,-,11486986,11487903,11486986,11487158,11487291,11487903,2181,"1,5,6","21,30,18","11,11,8","15,23,14",282,149,0.000912646908005,0.0071253354409269,"0.025,0.081,0.15","0.279,0.202,0.232",-0.152,133,27.0,27.333333333333332,ZNF653_chr19_-_11486986_11487903_11486986_11487158_11487291_11487903_133
2208,ENSG00000129460,NGDN,chr14,+,23475170,23476152,23475170,23475308,23476028,23476152,2208,"18,33,31","0,0,0","32,31,31","2,11,2",869,149,1.26436960901e-08,5.041251232501903e-07,"1.0,1.0,1.0","0.733,0.326,0.727",0.405,720,27.333333333333332,36.33333333333333,NGDN_chr14_+_23475170_23476152_23475170_23475308_23476028_23476152_720
2258,ENSG00000173575,CHD2,chr15,+,92942842,92945865,92942842,92943068,92945820,92945865,2258,"13,21,9","0,1,0","10,22,18","5,2,4",2901,149,1.00601599826e-05,0.0001807435007958,"1.0,0.519,1.0","0.093,0.361,0.188",0.626,2752,14.666666666666668,20.333333333333336,CHD2_chr15_+_92942842_92945865_92942842_92943068_92945820_92945865_2752
2319,ENSG00000134899,ERCC5,chr13,+,102872197,102873343,102872197,102872398,102873258,102873343,2319,"8,9,7","36,36,46","43,42,52","34,43,22",1009,149,1.01141317543e-13,1.2781519722044203e-11,"0.032,0.036,0.022","0.157,0.126,0.259",-0.151,860,47.333333333333336,78.66666666666666,ERCC5_chr13_+_102872197_102873343_102872197_102872398_102873258_102873343_860
2350,ENSG00000293491,TMEM198B,chr12,+,55830840,55831349,55830840,55831083,55831256,55831349,2350,"13,23,15","1,4,3","30,27,19","0,2,0",322,149,0.000453298723188,0.0040319248422986,"0.857,0.727,0.698","1.0,0.862,1.0",-0.193,173,19.666666666666668,26.0,TMEM198B_chr12_+_55830840_55831349_55830840_55831083_55831256_55831349_173
2358,ENSG00000111271,ACAD10,chr12,+,111755667,111757099,111755667,111755745,111756332,111757099,2358,"21,7,21","21,25,23","28,39,25","17,16,15",736,149,0.000245911621733,0.0024760296578981,"0.168,0.054,0.156","0.25,0.33,0.252",-0.151,587,39.33333333333333,46.66666666666667,ACAD10_chr12_+_111755667_111757099_111755667_111755745_111756332_111757099_587
2359,ENSG00000033030,ZCCHC8,chr12,-,122483278,122483563,122483278,122483344,122483459,122483563,2359,"3,13,10","28,24,24","29,27,24","26,30,26",264,149,0.000266550768845,0.0026463415878939,"0.057,0.234,0.19","0.386,0.337,0.343",-0.195,115,34.0,54.0,ZCCHC8_chr12_-_122483278_122483563_122483278_122483344_122483459_122483563_115
2388,ENSG00000172432,GTPBP2,chr6,-,43624887,43625560,43624887,43625062,43625362,43625560,2388,"137,176,155","92,72,77","173,165,176","45,42,58",449,149,0.000158351107263,0.0017660199672136,"0.331,0.448,0.4","0.561,0.566,0.502",-0.15,300,236.33333333333331,219.66666666666669,GTPBP2_chr6_-_43624887_43625560_43624887_43625062_43625362_43625560_300
2412,ENSG00000146555,SDK1,chr7,+,4265123,4269000,4265123,4265248,4268677,4269000,2412,"203,191,170","2,2,5","148,122,104","0,0,0",3578,149,1.13913590805e-06,2.696316612832e-05,"0.809,0.799,0.586","1.0,1.0,1.0",-0.269,3429,191.0,124.66666666666667,SDK1_chr7_+_4265123_4269000_4265123_4265248_4268677_4269000_3429
2512,ENSG00000137070,IL11RA,chr9,+,34655217,34655665,34655217,34655317,34655604,34655665,2512,"8,8,10","17,14,15","11,16,23","7,6,12",436,149,0.000244750765268,0.002470917221841,"0.139,0.163,0.186","0.349,0.477,0.396",-0.245,287,24.0,25.0,IL11RA_chr9_+_34655217_34655665_34655217_34655317_34655604_34655665_287
2599,ENSG00000147050,KDM6A,chrX,+,45082575,45082789,45082575,45082640,45082714,45082789,2599,"5,6,4","45,40,37","29,30,17","43,45,43",223,149,5.29861198251e-08,1.740372288175972e-06,"0.069,0.091,0.067","0.311,0.308,0.209",-0.2,74,45.666666666666664,69.0,KDM6A_chrX_+_45082575_45082789_45082575_45082640_45082714_45082789_74
2603,ENSG00000147050,KDM6A,chrX,+,45106541,45107536,45106541,45106713,45107409,45107536,2603,"21,22,36","0,0,1","60,71,84","6,2,3",845,149,0.000153790260701,0.0017217119876676,"1.0,1.0,0.864","0.638,0.862,0.832",0.177,696,26.666666666666664,75.33333333333334,KDM6A_chrX_+_45106541_45107536_45106541_45106713_45107409_45107536_696
2622,ENSG00000011243,AKAP8L,chr19,-,15397713,15398766,15397713,15397855,15398629,15398766,2622,"125,145,133","7,3,8","170,161,169","24,20,15",923,149,0.000796414235797,0.0063238174037299,"0.742,0.886,0.729","0.533,0.565,0.645",0.205,774,140.33333333333334,186.33333333333331,AKAP8L_chr19_-_15397713_15398766_15397713_15397855_15398629_15398766_774
2631,ENSG00000011243,AKAP8L,chr19,-,15397713,15400864,15397713,15399410,15400793,15400864,2631,"135,165,189","0,2,0","146,164,143","7,5,12",1532,149,2.19860890605e-08,8.03570000172e-07,"1.0,0.889,1.0","0.67,0.761,0.537",0.307,1383,163.66666666666666,159.0,AKAP8L_chr19_-_15397713_15400864_15397713_15399410_15400793_15400864_1383
2664,ENSG00000154134,ROBO3,chr11,+,124878583,124879341,124878583,124878796,124879189,124879341,2664,"35,37,39","46,30,48","50,62,45","22,22,24",542,149,1.09546059511e-05,0.0001935486776573,"0.173,0.253,0.183","0.385,0.437,0.34",-0.184,393,78.33333333333334,75.0,ROBO3_chr11_+_124878583_124879341_124878583_124878796_124879189_124879341_393
2700,ENSG00000086189,DIMT1,chr5,-,62390875,62392990,62390875,62390982,62392925,62392990,2700,"26,28,25","0,0,0","24,20,13","5,4,6",2092,149,8.21565038223e-15,1.1779978701905169e-12,"1.0,1.0,1.0","0.255,0.263,0.134",0.783,1943,26.333333333333332,24.0,DIMT1_chr5_-_62390875_62392990_62390875_62390982_62392925_62392990_1943
2885,ENSG00000184205,TSPYL2,chrX,+,53084531,53084866,53084531,53084622,53084754,53084866,2885,"37,45,50","80,86,94","206,150,155","109,116,86",281,149,7.549516567449999e-14,9.705033711535726e-12,"0.197,0.217,0.22","0.501,0.407,0.489",-0.254,132,130.66666666666669,274.0,TSPYL2_chrX_+_53084531_53084866_53084531_53084622_53084754_53084866_132
2908,ENSG00000099949,LZTR1,chr22,+,20994103,20994727,20994103,20994269,20994557,20994727,2908,"82,82,91","59,51,62","103,104,74","35,27,35",437,149,0.000697154715054,0.0057246536954213,"0.322,0.354,0.334","0.501,0.568,0.419",-0.159,288,142.33333333333334,126.0,LZTR1_chr22_+_20994103_20994727_20994103_20994269_20994557_20994727_288
2910,ENSG00000099949,LZTR1,chr22,+,20995962,20996801,20995962,20996112,20996695,20996801,2910,"30,39,15","87,113,125","72,91,71","89,58,49",732,149,0.0,0.0,"0.066,0.066,0.024","0.141,0.242,0.228",-0.152,583,136.33333333333331,143.33333333333331,LZTR1_chr22_+_20995962_20996801_20995962_20996112_20996695_20996801_583
2978,ENSG00000185000,DGAT1,chr8,-,144318094,144318362,144318094,144318169,144318260,144318362,2978,"6,16,19","65,72,67","35,28,21","38,45,50",240,149,4.86185530602e-06,9.440102385855502e-05,"0.054,0.121,0.15","0.364,0.279,0.207",-0.175,91,81.66666666666667,72.33333333333334,DGAT1_chr8_-_144318094_144318362_144318094_144318169_144318260_144318362_91
3019,ENSG00000160972,PPP1R16A,chr8,+,144500266,144500612,144500266,144500391,144500486,144500612,3019,"18,26,16","31,48,18","47,36,41","30,29,23",244,149,0.000181397825201,0.0019573114105624,"0.262,0.249,0.352","0.489,0.431,0.521",-0.193,95,52.333333333333336,68.66666666666667,PPP1R16A_chr8_+_144500266_144500612_144500266_144500391_144500486_144500612_95
3032,ENSG00000187091,PLCD1,chr3,-,38009903,38010275,38009903,38010053,38010130,38010275,3032,"3,5,0","10,8,10","6,13,7","2,7,6",226,149,0.000247499811542,0.0024870061925298,"0.165,0.292,0.0","0.664,0.55,0.435",-0.397,77,12.0,13.666666666666666,PLCD1_chr3_-_38009903_38010275_38009903_38010053_38010130_38010275_77
3045,ENSG00000077232,DNAJC10,chr2,+,182717015,182718290,182717015,182717072,182718156,182718290,3045,"124,116,119","0,0,0","92,107,151","5,2,2",1233,149,9.61307942771e-06,0.0001743920199829,"1.0,1.0,1.0","0.69,0.866,0.901",0.181,1084,119.66666666666667,119.66666666666667,DNAJC10_chr2_+_182717015_182718290_182717015_182717072_182718156_182718290_1084
3081,ENSG00000138796,HADH,chr4,+,108027687,108028069,108027687,108027760,108027938,108028069,3081,"15,11,17","5,2,3","9,6,10","9,5,13",327,149,0.00024324310093,0.0024608148718237,"0.578,0.715,0.721","0.313,0.353,0.26",0.363,178,17.666666666666668,17.333333333333336,HADH_chr4_+_108027687_108028069_108027687_108027760_108027938_108028069_178
3188,ENSG00000108591,DRG2,chr17,+,18099632,18100435,18099632,18099715,18100362,18100435,3188,"140,117,109","1,0,0","106,142,124","4,3,8",796,149,1.6270770159e-06,3.755878089953684e-05,"0.963,1.0,1.0","0.832,0.899,0.744",0.163,647,122.33333333333333,129.0,DRG2_chr17_+_18099632_18100435_18099632_18099715_18100362_18100435_647
3285,ENSG00000105792,CFAP69,chr7,+,90299866,90304820,90299866,90300059,90304743,90304820,3285,"7,12,18","1,0,0","16,10,13","2,1,2",4833,149,0.000480223545101,0.0042323247662802,"0.178,1.0,1.0","0.198,0.236,0.167",0.526,4684,12.666666666666668,14.666666666666666,CFAP69_chr7_+_90299866_90304820_90299866_90300059_90304743_90304820_4684
