ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID.1,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Distance,MeanCounts_SAMPLE_1,MeanCounts_SAMPLE_2,event_id
1071,ENSG00000177303,CASKIN2,chr17,-,75503388,75503760,75503388,75503527,75503658,75503760,1071,"1,5,5","21,19,26","23,8,23","26,14,31",280,149,3.79958315133e-06,3.5489522627143194e-05,"0.025,0.123,0.093","0.32,0.233,0.283",-0.198,131,25.666666666666668,41.66666666666667,CASKIN2_chr17_-_75503388_75503760_75503388_75503527_75503658_75503760_131
1109,ENSG00000185813,PCYT2,chr17,-,81905669,81906177,81905669,81905735,81906099,81906177,1109,"8,3,1","47,50,49","42,38,45","53,58,58",513,149,1.11022302463e-16,5.6025281356999794e-15,"0.047,0.017,0.006","0.187,0.16,0.184",-0.154,364,52.666666666666664,98.0,PCYT2_chr17_-_81905669_81906177_81905669_81905735_81906099_81906177_364
1129,ENSG00000131470,PSMC3IP,chr17,-,42573477,42574210,42573477,42573623,42574098,42574210,1129,"67,99,73","133,137,120","225,203,150","96,142,95",624,149,7.11763981087e-13,2.184729857342617e-11,"0.107,0.147,0.127","0.359,0.254,0.274",-0.169,475,209.66666666666669,303.66666666666663,PSMC3IP_chr17_-_42573477_42574210_42573477_42573623_42574098_42574210_475
1134,ENSG00000141503,MINK1,chr17,+,4890221,4890735,4890221,4890308,4890516,4890735,1134,"13,11,11","3,1,3","20,11,20","0,0,1",357,149,5.83280554554e-05,0.0004129648295378,"0.644,0.821,0.605","1.0,1.0,0.893",-0.274,208,14.0,17.333333333333332,MINK1_chr17_+_4890221_4890735_4890221_4890308_4890516_4890735_208
1136,ENSG00000129219,PLD2,chr17,+,4818001,4818385,4818001,4818106,4818296,4818385,1136,"7,12,12","37,35,34","25,15,21","27,18,21",339,149,2.1498582043e-05,0.0001689110118927,"0.077,0.131,0.134","0.289,0.268,0.305",-0.173,190,45.66666666666667,42.33333333333333,PLD2_chr17_+_4818001_4818385_4818001_4818106_4818296_4818385_190
1152,ENSG00000125447,GGA3,chr17,-,75240341,75241057,75240341,75240412,75240811,75241057,1152,"69,55,71","63,60,70","118,74,132","65,33,53",548,149,2.97768863977e-06,2.8340811243583075e-05,"0.229,0.2,0.216","0.33,0.379,0.404",-0.156,399,129.33333333333331,158.33333333333334,GGA3_chr17_-_75240341_75241057_75240341_75240412_75240811_75241057_399
1153,ENSG00000125447,GGA3,chr17,-,75241399,75241696,75241399,75241516,75241614,75241696,1153,"8,17,10","133,131,138","54,36,55","109,72,91",247,149,0.0,0.0,"0.035,0.073,0.042","0.23,0.232,0.267",-0.193,98,145.66666666666666,139.0,GGA3_chr17_-_75241399_75241696_75241399_75241516_75241614_75241696_98
1166,ENSG00000185359,HGS,chr17,+,81696606,81696998,81696606,81696747,81696823,81696998,1166,"15,12,13","157,147,158","61,48,64","130,123,125",225,149,0.0,0.0,"0.06,0.051,0.052","0.237,0.205,0.253",-0.177,76,167.33333333333334,183.66666666666666,HGS_chr17_+_81696606_81696998_81696606_81696747_81696823_81696998_76
1213,ENSG00000215041,NEURL4,chr17,-,7318064,7318356,7318064,7318172,7318268,7318356,1213,"27,18,17","77,61,51","68,43,62","66,71,52",245,149,2.06984111373e-06,2.051075391468477e-05,"0.176,0.152,0.169","0.385,0.269,0.42",-0.192,96,83.66666666666667,120.66666666666666,NEURL4_chr17_-_7318064_7318356_7318064_7318172_7318268_7318356_96
1238,ENSG00000170037,CNTROB,chr17,+,7944122,7944638,7944122,7944248,7944475,7944638,1238,"36,56,54","57,50,50","123,72,108","57,34,55",376,149,1.04191013668e-05,8.862129318661675e-05,"0.2,0.307,0.3","0.461,0.456,0.438",-0.183,227,101.0,149.66666666666666,CNTROB_chr17_+_7944122_7944638_7944122_7944248_7944475_7944638_227
1243,ENSG00000187838,PLSCR3,chr17,-,7393143,7393509,7393143,7393364,7393466,7393509,1243,"3,5,2","27,33,33","13,8,17","17,17,25",251,149,3.19457365117e-07,3.781685669822561e-06,"0.062,0.083,0.035","0.312,0.218,0.288",-0.213,102,34.333333333333336,32.333333333333336,PLSCR3_chr17_-_7393143_7393509_7393143_7393364_7393466_7393509_102
1256,ENSG00000182087,TMEM259,chr19,-,1011095,1011499,1011095,1011195,1011366,1011499,1256,"87,76,102","279,257,264","229,188,235","243,175,191",320,149,0.0,0.0,"0.127,0.121,0.152","0.305,0.333,0.364",-0.201,171,355.0,420.33333333333337,TMEM259_chr19_-_1011095_1011499_1011095_1011195_1011366_1011499_171
1260,ENSG00000182087,TMEM259,chr19,-,1012065,1012573,1012065,1012188,1012462,1012573,1260,"238,255,237","270,292,296","400,267,419","220,181,205",423,149,1.10009779064e-11,2.8621575390388093e-10,"0.237,0.235,0.22","0.39,0.342,0.419",-0.153,274,529.3333333333334,564.0,TMEM259_chr19_-_1012065_1012573_1012065_1012188_1012462_1012573_274
1296,ENSG00000103275,UBE2I,chr16,+,1314292,1315726,1314292,1314376,1315430,1315726,1296,"25,39,52","0,1,0","71,40,56","3,1,2",1203,149,0.00104742540278,0.0051575583519992,"1.0,0.828,1.0","0.746,0.832,0.776",0.158,1054,39.0,57.666666666666664,UBE2I_chr16_+_1314292_1315726_1314292_1314376_1315430_1315726_1054
1306,ENSG00000103275,UBE2I,chr16,+,1319701,1320283,1319701,1319990,1320173,1320283,1306,"55,61,60","0,0,0","67,65,90","16,1,10",332,149,1.78860685152e-08,2.7728937972327586e-07,"1.0,1.0,1.0","0.653,0.967,0.802",0.193,183,58.666666666666664,83.0,UBE2I_chr16_+_1319701_1320283_1319701_1319990_1320173_1320283_183
1337,ENSG00000063177,RPL18,chr19,-,48616078,48617423,48616078,48616202,48617315,48617423,1337,"318,379,355","13,4,13","881,751,798","63,57,49",1262,149,0.000127185261532,0.000818054731787,"0.743,0.918,0.763","0.623,0.609,0.658",0.178,1113,360.6666666666667,866.3333333333334,RPL18_chr19_-_48616078_48617423_48616078_48616202_48617315_48617423_1113
1391,ENSG00000160014,CALM3,chr19,+,46605826,46608340,46605826,46605857,46608198,46608340,1391,"174,213,170","0,0,0","321,247,374","1,6,6",2490,149,2.28395547597e-06,2.2227779497322662e-05,"1.0,1.0,1.0","0.951,0.711,0.789",0.183,2341,185.66666666666666,318.3333333333333,CALM3_chr19_+_46605826_46608340_46605826_46605857_46608198_46608340_2341
1396,ENSG00000140983,RHOT2,chr16,+,668352,668699,668352,668411,668655,668699,1396,"75,91,71","7,4,5","98,75,113","21,22,12",393,149,0.000743688869209,0.0038091257544839,"0.802,0.896,0.843","0.639,0.564,0.781",0.186,244,84.33333333333333,113.66666666666666,RHOT2_chr16_+_668352_668699_668352_668411_668655_668699_244
1409,ENSG00000140983,RHOT2,chr16,+,672253,672825,672253,672566,672702,672825,1409,"56,56,74","270,249,223","175,144,182","243,171,200",285,149,0.0,0.0,"0.098,0.105,0.148","0.274,0.306,0.322",-0.184,136,309.33333333333337,371.66666666666663,RHOT2_chr16_+_672253_672825_672253_672566_672702_672825_136
1410,ENSG00000127580,WDR24,chr16,-,685868,686186,685868,685990,686067,686186,1410,"8,14,18","17,31,38","31,19,35","34,19,22",226,149,0.000828064745053,0.0041927399448171,"0.237,0.229,0.238","0.375,0.397,0.512",-0.193,77,42.0,53.33333333333333,WDR24_chr16_-_685868_686186_685868_685990_686067_686186_77
1413,ENSG00000161996,WDR90,chr16,+,655772,656537,655772,655885,656301,656537,1413,"34,21,42","1,0,0","50,23,48","2,4,1",565,149,0.000884219804317,0.004453080179946,"0.9,1.0,1.0","0.868,0.603,0.927",0.167,416,32.66666666666667,42.66666666666667,WDR90_chr16_+_655772_656537_655772_655885_656301_656537_416
1428,ENSG00000167508,MVD,chr16,-,88657435,88658029,88657435,88657582,88657734,88658029,1428,"39,27,26","0,0,0","28,18,33","0,3,5",301,149,0.000104741855698,0.000687820098684,"1.0,1.0,1.0","1.0,0.748,0.766",0.162,152,30.666666666666668,29.0,MVD_chr16_-_88657435_88658029_88657435_88657582_88657734_88658029_152
1484,ENSG00000168488,ATXN2L,chr16,+,28835277,28835758,28835277,28835399,28835545,28835758,1484,"18,21,6","81,83,89","62,32,86","128,59,74",295,149,8.71600869257e-09,1.4215980338271984e-07,"0.101,0.113,0.033","0.197,0.215,0.37",-0.178,146,99.33333333333333,147.0,ATXN2L_chr16_+_28835277_28835758_28835277_28835399_28835545_28835758_146
1591,ENSG00000168676,KCTD19,chr16,-,67301790,67303337,67301790,67301922,67303145,67303337,1591,"17,28,34","7,5,6","15,21,33","2,0,0",1372,149,7.70888524058e-05,0.0005250281532963,"0.209,0.378,0.381","0.449,1.0,1.0",-0.494,1223,32.33333333333333,23.666666666666668,KCTD19_chr16_-_67301790_67303337_67301790_67301922_67303145_67303337_1223
1604,ENSG00000140854,KATNB1,chr16,+,57751939,57753267,57751939,57752055,57753076,57753267,1604,"28,30,21","0,0,0","67,55,55","1,3,2",1170,149,0.000771544062115,0.0039383841161185,"1.0,1.0,1.0","0.895,0.7,0.778",0.209,1021,26.333333333333332,61.0,KATNB1_chr16_+_57751939_57753267_57751939_57752055_57753076_57753267_1021
1605,ENSG00000140854,KATNB1,chr16,+,57755789,57756066,57755789,57755917,57755991,57756066,1605,"6,5,7","197,177,170","51,37,50","145,137,134",223,149,0.0,0.0,"0.02,0.019,0.027","0.19,0.153,0.2",-0.159,74,187.33333333333334,184.66666666666666,KATNB1_chr16_+_57755789_57756066_57755789_57755917_57755991_57756066_74
1627,ENSG00000197912,SPG7,chr16,+,89545871,89546760,89545871,89546181,89546657,89546760,1627,"26,23,23","0,6,4","37,8,33","1,0,0",625,149,3.31011841075e-05,0.0002514018215194,"1.0,0.477,0.578","0.898,1.0,1.0",-0.281,476,27.333333333333332,26.333333333333332,SPG7_chr16_+_89545871_89546760_89545871_89546181_89546657_89546760_476
1634,ENSG00000103245,CIAO3,chr16,-,730842,732900,730842,731000,732300,732900,1634,"26,27,30","0,0,0","123,63,105","1,4,2",1449,149,0.000194373935796,0.0011901446443404,"1.0,1.0,1.0","0.927,0.618,0.844",0.204,1300,27.666666666666668,99.33333333333333,CIAO3_chr16_-_730842_732900_730842_731000_732300_732900_1300
1636,ENSG00000162062,TEDC2,chr16,+,2460144,2460693,2460144,2460381,2460622,2460693,1636,"60,37,44","60,63,57","85,70,82","51,38,38",390,149,9.62039165331e-07,1.0173800962199422e-05,"0.276,0.183,0.228","0.389,0.413,0.452",-0.189,241,107.0,121.33333333333334,TEDC2_chr16_+_2460144_2460693_2460144_2460381_2460622_2460693_241
1653,ENSG00000007384,RHBDF1,chr16,-,58973,59349,58973,59127,59248,59349,1653,"7,3,9","20,35,31","26,20,24","12,10,21",270,149,7.35830063547e-10,1.471464427609014e-08,"0.162,0.045,0.138","0.545,0.525,0.387",-0.371,121,35.0,37.666666666666664,RHBDF1_chr16_-_58973_59349_58973_59127_59248_59349_121
1672,ENSG00000089280,FUS,chr16,+,31184938,31188357,31184938,31185179,31188324,31188357,1672,"1576,1734,1636","49,47,48","2404,1720,2371","135,160,161",3294,149,3.58370777498e-10,7.505821381636384e-09,"0.593,0.625,0.607","0.446,0.327,0.4",0.217,3145,1696.6666666666667,2317.0,FUS_chr16_+_31184938_31188357_31184938_31185179_31188324_31188357_3145
1704,ENSG00000123154,WDR83,chr19,+,12669754,12670080,12669754,12669893,12669976,12670080,1704,"8,8,26","79,88,90","87,97,88","72,83,84",232,149,0.0,0.0,"0.061,0.055,0.156","0.437,0.429,0.402",-0.332,83,99.66666666666667,170.33333333333334,WDR83_chr19_+_12669754_12670080_12669754_12669893_12669976_12670080_83
1709,ENSG00000099999,RNF215,chr22,-,30379481,30379780,30379481,30379622,30379710,30379780,1709,"27,38,30","106,110,108","53,39,61","55,53,63",237,149,3.38834182934e-10,7.1363983794978874e-09,"0.138,0.178,0.149","0.377,0.316,0.378",-0.202,88,139.66666666666666,108.0,RNF215_chr22_-_30379481_30379780_30379481_30379622_30379710_30379780_88
1722,ENSG00000156858,PRR14,chr16,+,30651595,30651964,30651595,30651668,30651795,30651964,1722,"16,27,27","176,174,157","85,40,82","139,74,171",276,149,3.33066907388e-16,1.5652062979064827e-14,"0.047,0.077,0.085","0.248,0.226,0.206",-0.157,127,192.33333333333334,197.0,PRR14_chr16_+_30651595_30651964_30651595_30651668_30651795_30651964_127
1723,ENSG00000156858,PRR14,chr16,+,30652720,30653103,30652720,30652842,30652913,30653103,1723,"24,20,28","209,208,214","137,66,92","180,126,194",220,149,0.0,0.0,"0.072,0.061,0.081","0.34,0.262,0.243",-0.21,71,234.33333333333334,265.0,PRR14_chr16_+_30652720_30653103_30652720_30652842_30652913_30653103_71
1784,ENSG00000184056,VPS33B,chr15,-,91006371,91007046,91006371,91006445,91006949,91007046,1784,"12,9,23","1,0,1","23,18,34","3,6,2",653,149,0.000731855190841,0.0037638982078888,"0.732,1.0,0.84","0.636,0.406,0.795",0.245,504,15.333333333333332,28.666666666666668,VPS33B_chr15_-_91006371_91007046_91006371_91006445_91006949_91007046_504
1811,ENSG00000089195,TRMT6,chr20,-,5941052,5942036,5941052,5941139,5941950,5942036,1811,"24,19,15","0,0,0","78,67,56","3,0,4",960,149,0.000322705311661,0.0018437851355463,"1.0,1.0,1.0","0.801,1.0,0.685",0.171,811,19.333333333333332,69.33333333333333,TRMT6_chr20_-_5941052_5942036_5941052_5941139_5941950_5942036_811
1856,ENSG00000128951,DUT,chr15,+,48341288,48342395,48341288,48341363,48342021,48342395,1856,"15,15,10","0,0,0","29,19,34","6,4,7",807,149,3.88825016628e-09,6.720862758680304e-08,"1.0,1.0,1.0","0.472,0.467,0.473",0.529,658,13.333333333333334,33.0,DUT_chr15_+_48341288_48342395_48341288_48341363_48342021_48342395_658
1912,ENSG00000102901,CENPT,chr16,-,67832011,67832545,67832011,67832108,67832454,67832545,1912,"21,22,25","9,7,3","49,56,42","4,2,4",495,149,0.00179302939068,0.0081608886129073,"0.413,0.486,0.715","0.787,0.894,0.76",-0.276,346,29.0,52.333333333333336,CENPT_chr16_-_67832011_67832545_67832011_67832108_67832454_67832545_346
1934,ENSG00000196547,MAN2A2,chr15,+,90912042,90912664,90912042,90912279,90912541,90912664,1934,"19,41,27","32,30,39","76,49,72","29,26,22",411,149,1.04593217718e-05,8.886287051092001e-05,"0.177,0.331,0.201","0.487,0.406,0.543",-0.242,262,62.666666666666664,91.33333333333334,MAN2A2_chr15_+_90912042_90912664_90912042_90912279_90912541_90912664_262
1937,ENSG00000140474,ULK3,chr15,-,74840233,74840641,74840233,74840316,74840497,74840641,1937,"80,81,81","84,71,75","143,119,123","62,48,67",330,149,1.60456265474e-06,1.6281655331970393e-05,"0.301,0.34,0.328","0.51,0.528,0.453",-0.174,181,157.33333333333334,187.33333333333334,ULK3_chr15_-_74840233_74840641_74840233_74840316_74840497_74840641_181
1945,ENSG00000140464,PML,chr15,+,74034477,74036394,74034477,74034530,74035171,74036394,1945,"69,82,51","31,34,28","183,68,164","22,4,19",790,149,6.10721362371e-10,1.234412345071922e-08,"0.296,0.313,0.256","0.611,0.762,0.619",-0.376,641,98.33333333333333,153.33333333333334,PML_chr15_+_74034477_74036394_74034477_74034530_74035171_74036394_641
1965,ENSG00000100749,VRK1,chr14,+,96945048,96945403,96945048,96945150,96945237,96945403,1965,"1,6,6","6,7,7","11,9,15","2,1,2",236,149,3.16337037687e-06,2.9731727329606912e-05,"0.095,0.351,0.351","0.776,0.85,0.826",-0.552,87,11.0,13.333333333333332,VRK1_chr14_+_96945048_96945403_96945048_96945150_96945237_96945403_87
2058,ENSG00000100429,HDAC10,chr22,-,50245674,50246092,50245674,50245827,50245909,50246092,2058,"10,12,16","40,36,38","46,23,41","26,11,37",231,149,8.01372113113e-09,1.3127487839861976e-07,"0.139,0.177,0.214","0.533,0.574,0.417",-0.331,82,50.666666666666664,61.33333333333333,HDAC10_chr22_-_50245674_50246092_50245674_50245827_50245909_50246092_82
2063,ENSG00000100445,SDR39U1,chr14,-,24442345,24442776,24442345,24442452,24442753,24442776,2063,"84,163,140","94,98,109","193,175,184","50,59,61",450,149,2.80025003185e-09,4.965820752235884e-08,"0.228,0.355,0.298","0.561,0.495,0.5",-0.225,301,229.33333333333331,240.66666666666666,SDR39U1_chr14_-_24442345_24442776_24442345_24442452_24442753_24442776_301
2089,ENSG00000139998,RAB15,chr14,-,64950324,64951151,64950324,64950414,64950942,64951151,2089,"14,14,15","3,5,4","23,14,20","1,1,0",677,149,7.58493888642e-06,6.62382758269361e-05,"0.507,0.381,0.452","0.835,0.755,1.0",-0.417,528,18.333333333333336,19.666666666666668,RAB15_chr14_-_64950324_64951151_64950324_64950414_64950942_64951151_528
2115,ENSG00000119682,AREL1,chr14,-,74669946,74670871,74669946,74670142,74670761,74670871,2115,"13,14,17","1,2,2","15,16,29","0,0,0",768,149,0.000774681373911,0.0039517159093872,"0.716,0.576,0.623","1.0,1.0,1.0",-0.362,619,16.333333333333332,20.0,AREL1_chr14_-_74669946_74670871_74669946_74670142_74670761_74670871_619
