ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID.1,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Distance,MeanCounts_SAMPLE_1,MeanCounts_SAMPLE_2,event_id
396,ENSG00000170889,RPS9,chr19,+,54206275,54206724,54206275,54206462,54206552,54206724,396,"106,103,123","263,258,246","352,358,325","159,137,145",239,149,0.0,0.0,"0.201,0.199,0.238","0.58,0.62,0.583",-0.382,90,366.3333333333333,492.0,RPS9_chr19_+_54206275_54206724_54206275_54206462_54206552_54206724_90
397,ENSG00000170889,RPS9,chr19,+,54206552,54207647,54206552,54206724,54207397,54207647,397,"232,265,311","230,246,205","903,940,937","159,140,128",822,149,0.0,0.0,"0.155,0.163,0.216","0.507,0.549,0.57",-0.364,673,496.3333333333333,1069.0,RPS9_chr19_+_54206552_54207647_54206552_54206724_54207397_54207647_673
411,ENSG00000104957,YJU2B,chr19,+,13758867,13759272,13758867,13759010,13759099,13759272,411,"21,32,37","17,30,40","55,30,50","11,14,15",238,149,1.41127437691e-05,6.85582236783121e-05,"0.436,0.4,0.367","0.758,0.573,0.676",-0.268,89,59.0,58.333333333333336,YJU2B_chr19_+_13758867_13759272_13758867_13759010_13759099_13759272_89
430,ENSG00000129347,KRI1,chr19,-,10559358,10559708,10559358,10559529,10559612,10559708,430,"8,12,13","88,111,122","69,56,66","103,83,103",232,149,0.0,0.0,"0.055,0.065,0.064","0.301,0.302,0.292",-0.237,83,118.0,160.0,KRI1_chr19_-_10559358_10559708_10559358_10559529_10559612_10559708_83
437,ENSG00000104969,SGTA,chr19,-,2757336,2757782,2757336,2757457,2757692,2757782,437,"15,18,17","353,310,325","116,75,114","194,153,199",384,149,0.0,0.0,"0.016,0.022,0.02","0.188,0.16,0.182",-0.157,235,346.0,283.6666666666667,SGTA_chr19_-_2757336_2757782_2757336_2757457_2757692_2757782_235
447,ENSG00000142541,RPL13A,chr19,+,49489849,49490297,49489849,49489912,49490231,49490297,447,"252,225,227","1036,1094,1130","1642,1865,1780","606,566,656",468,149,0.0,0.0,"0.072,0.061,0.06","0.463,0.512,0.463",-0.415,319,1321.3333333333335,2371.6666666666665,RPL13A_chr19_+_49489849_49490297_49489849_49489912_49490231_49490297_319
451,ENSG00000142541,RPL13A,chr19,+,49489849,49490576,49489849,49489922,49490474,49490576,451,"237,205,182","9,13,16","2421,2722,2443","25,43,41",701,149,1.15160606606e-08,7.99197292461188e-08,"0.848,0.77,0.707","0.954,0.931,0.927",-0.162,552,220.66666666666666,2565.0,RPL13A_chr19_+_49489849_49490576_49489849_49489922_49490474_49490576_552
465,ENSG00000011304,PTBP1,chr19,+,804291,804702,804291,804438,804531,804702,465,"28,26,38","981,1002,1070","197,156,184","452,367,435",242,149,0.0,0.0,"0.017,0.016,0.021","0.212,0.207,0.207",-0.191,93,1048.3333333333333,597.0,PTBP1_chr19_+_804291_804702_804291_804438_804531_804702_93
485,ENSG00000104897,SF3A2,chr19,+,2246752,2247022,2246752,2246802,2246881,2247022,485,"54,74,66","691,790,699","131,98,128","394,166,335",228,149,0.0,0.0,"0.049,0.058,0.058","0.178,0.278,0.2",-0.164,79,791.3333333333333,417.3333333333333,SF3A2_chr19_+_2246752_2247022_2246752_2246802_2246881_2247022_79
497,ENSG00000115268,RPS15,chr19,+,1438806,1440253,1438806,1438892,1439960,1440253,497,"184,175,224","8,13,15","1282,1235,1349","13,22,9",1217,149,3.6731162556e-10,2.9195145781862644e-09,"0.738,0.622,0.646","0.924,0.873,0.948",-0.246,1068,206.33333333333334,1303.3333333333335,RPS15_chr19_+_1438806_1440253_1438806_1438892_1439960_1440253_1068
498,ENSG00000115268,RPS15,chr19,+,1438806,1440253,1438806,1438892,1439967,1440253,498,"184,175,224","17,9,13","1294,1246,1358","33,30,29",1224,149,2.436282201e-05,0.0001145828520521,"0.569,0.703,0.677","0.827,0.835,0.851",-0.188,1075,207.33333333333334,1330.0,RPS15_chr19_+_1438806_1440253_1438806_1438892_1439967_1440253_1075
506,ENSG00000104973,MED25,chr19,+,49836225,49836979,49836225,49836406,49836846,49836979,506,"37,29,26","18,26,29","78,57,60","14,11,16",589,149,5.41210296023e-07,3.169148949907876e-06,"0.342,0.22,0.185","0.585,0.567,0.487",-0.297,440,55.0,78.66666666666667,MED25_chr19_+_49836225_49836979_49836225_49836406_49836846_49836979_440
515,ENSG00000130811,EIF3G,chr19,-,10118867,10119171,10118867,10118956,10119066,10119171,515,"34,57,41","24,36,25","166,143,196","19,9,9",259,149,0.0,0.0,"0.449,0.477,0.485","0.834,0.901,0.926",-0.417,110,72.33333333333333,180.66666666666669,EIF3G_chr19_-_10118867_10119171_10118867_10118956_10119066_10119171_110
542,ENSG00000006712,PAF1,chr19,-,39389479,39389761,39389479,39389546,39389639,39389761,542,"5,1,0","137,116,139","46,37,38","109,67,67",242,149,0.0,0.0,"0.022,0.005,0.0","0.206,0.254,0.259",-0.231,93,132.66666666666666,121.33333333333334,PAF1_chr19_-_39389479_39389761_39389479_39389546_39389639_39389761_93
546,ENSG00000130726,TRIM28,chr19,+,58548739,58548910,58548739,58548776,58548861,58548910,546,"149,123,130","789,678,744","514,403,493","492,397,445",234,149,0.0,0.0,"0.107,0.104,0.1","0.399,0.393,0.414",-0.298,85,871.0,914.6666666666667,TRIM28_chr19_+_58548739_58548910_58548739_58548776_58548861_58548910_85
582,ENSG00000171456,ASXL1,chr20,+,32428127,32428422,32428127,32428248,32428324,32428422,582,"4,3,6","86,59,73","47,41,37","46,36,48",225,149,0.0,0.0,"0.03,0.033,0.052","0.404,0.43,0.338",-0.352,76,77.0,85.0,ASXL1_chr20_+_32428127_32428422_32428127_32428248_32428324_32428422_76
620,ENSG00000185513,L3MBTL1,chr20,+,43528656,43529368,43528656,43528745,43529263,43529368,620,"7,13,8","8,12,12","10,12,10","1,2,2",667,149,5.36572592638e-05,0.0002386778327734,"0.164,0.195,0.13","0.691,0.573,0.528",-0.434,518,20.0,12.333333333333332,L3MBTL1_chr20_+_43528656_43529368_43528656_43528745_43529263_43529368_518
621,ENSG00000185513,L3MBTL1,chr20,+,43530283,43530889,43530283,43530419,43530797,43530889,621,"19,18,19","4,4,2","31,7,23","0,1,1",527,149,0.000176842207401,0.0007139436082279,"0.573,0.56,0.729","1.0,0.664,0.867",-0.223,378,22.0,21.0,L3MBTL1_chr20_+_43530283_43530889_43530283_43530419_43530797_43530889_378
627,ENSG00000198276,UCKL1,chr20,-,63940949,63941208,63940949,63941043,63941109,63941208,627,"6,14,16","66,57,53","12,10,26","20,24,27",215,149,0.000115327741843,0.0004833030906746,"0.059,0.145,0.173","0.294,0.224,0.4",-0.18,66,70.66666666666666,39.66666666666667,UCKL1_chr20_-_63940949_63941208_63940949_63941043_63941109_63941208_66
631,ENSG00000203896,LIME1,chr20,+,63738007,63738499,63738007,63738060,63738182,63738499,631,"2,2,0","14,15,24","6,10,6","18,13,10",271,149,1.01171672036e-05,5.020508241356344e-05,"0.073,0.068,0.0","0.155,0.297,0.248",-0.186,122,19.0,21.0,LIME1_chr20_+_63738007_63738499_63738007_63738060_63738182_63738499_122
636,ENSG00000174365,SNHG11,chr20,+,38446671,38447623,38446671,38447012,38447465,38447623,636,"26,28,20","18,14,19","77,100,80","21,9,19",602,149,4.68977997782e-05,0.000210129462113,"0.263,0.331,0.207","0.476,0.733,0.51",-0.306,453,41.66666666666667,102.0,SNHG11_chr20_+_38446671_38447623_38446671_38447012_38447465_38447623_453
644,ENSG00000174365,SNHG11,chr20,+,38447465,38450447,38447465,38448730,38450335,38450447,644,"98,73,90","16,20,20","337,252,295","32,32,25",1754,149,0.000360933268048,0.0013647111610457,"0.342,0.237,0.277","0.472,0.401,0.501",-0.173,1605,105.66666666666667,324.33333333333337,SNHG11_chr20_+_38447465_38450447_38447465_38448730_38450335_38450447_1605
645,ENSG00000174365,SNHG11,chr20,+,38450261,38450921,38450261,38450447,38450532,38450921,645,"26,10,16","35,57,43","36,62,38","46,48,36",234,149,0.000197452309773,0.0007881015434399,"0.321,0.1,0.192","0.333,0.451,0.402",-0.191,85,62.33333333333333,88.66666666666667,SNHG11_chr20_+_38450261_38450921_38450261_38450447_38450532_38450921_85
651,ENSG00000196756,SNHG17,chr20,-,38421005,38422241,38421005,38421098,38422086,38422241,651,"203,229,224","53,52,49","1197,908,1119","129,106,138",1137,149,1.26547046064e-07,7.905443216045482e-07,"0.334,0.366,0.375","0.549,0.529,0.515",-0.173,988,270.0,1199.0,SNHG17_chr20_-_38421005_38422241_38421005_38421098_38422086_38422241_988
657,ENSG00000196756,SNHG17,chr20,-,38426418,38427444,38426418,38426503,38427246,38427444,657,"31,66,65","9,2,1","742,742,764","6,4,8",892,149,0.00172937074295,0.0056477990119163,"0.365,0.846,0.916","0.954,0.969,0.941",-0.246,743,58.0,755.3333333333334,SNHG17_chr20_-_38426418_38427444_38426418_38426503_38427246_38427444_743
698,ENSG00000125835,SNRPB,chr20,-,2465707,2467315,2465707,2465819,2467191,2467315,698,"53,56,49","20,22,17","1697,1770,1595","119,127,124",1521,149,0.0,0.0,"0.206,0.2,0.22","0.583,0.577,0.558",-0.364,1372,72.33333333333333,1810.6666666666665,SNRPB_chr20_-_2465707_2467315_2465707_2465819_2467191_2467315_1372
700,ENSG00000125835,SNRPB,chr20,-,2465707,2467758,2465707,2467315,2467606,2467758,700,"28,46,46","13,16,14","766,736,668","27,34,26",440,149,0.0,0.0,"0.422,0.493,0.527","0.906,0.88,0.897",-0.414,291,54.333333333333336,752.3333333333334,SNRPB_chr20_-_2465707_2467758_2465707_2467315_2467606_2467758_291
709,ENSG00000000419,DPM1,chr20,-,50945736,50945923,50945736,50945762,50945846,50945923,709,"13,6,9","129,167,186","53,40,50","83,96,93",233,149,0.0,0.0,"0.061,0.022,0.03","0.29,0.21,0.256",-0.214,84,170.0,138.33333333333334,DPM1_chr20_-_50945736_50945923_50945736_50945762_50945846_50945923_84
714,ENSG00000124198,ARFGEF2,chr20,+,49013563,49013960,49013563,49013694,49013830,49013960,714,"1,1,1","12,17,12","8,10,8","10,10,10",285,149,5.28003127886e-08,3.4380732771695097e-07,"0.042,0.03,0.042","0.295,0.343,0.295",-0.273,136,14.666666666666666,18.666666666666664,ARFGEF2_chr20_+_49013563_49013960_49013563_49013694_49013830_49013960_136
743,ENSG00000101365,IDH3B,chr20,-,2659698,2660176,2659698,2659793,2660029,2660176,743,"39,54,43","355,361,432","175,130,190","219,278,256",385,149,0.0,0.0,"0.041,0.055,0.037","0.236,0.153,0.223",-0.16,236,428.0,416.0,IDH3B_chr20_-_2659698_2660176_2659698_2659793_2660029_2660176_236
816,ENSG00000163597,SNHG16,chr17,+,76557969,76558600,76557969,76558279,76558373,76558600,816,"19,11,6","10,9,6","18,31,14","2,0,2",243,149,1.99959445446e-07,1.2192407474593428e-06,"0.538,0.428,0.38","0.847,1.0,0.811",-0.437,94,20.333333333333336,22.333333333333332,SNHG16_chr17_+_76557969_76558600_76557969_76558279_76558373_76558600_94
817,ENSG00000163597,SNHG16,chr17,+,76557777,76559043,76557777,76557857,76558373,76559043,817,"45,80,54","38,30,30","86,89,76","32,16,18",665,149,0.00288148041191,0.0089662247625551,"0.21,0.374,0.287","0.376,0.555,0.486",-0.182,516,92.33333333333333,105.66666666666667,SNHG16_chr17_+_76557777_76559043_76557777_76557857_76558373_76559043_516
818,ENSG00000163597,SNHG16,chr17,+,76558373,76559043,76558373,76558600,76558944,76559043,818,"23,36,15","15,25,31","54,37,44","13,6,18",493,149,9.57474325284e-05,0.0004074922431064,"0.317,0.303,0.128","0.557,0.651,0.425",-0.295,344,48.333333333333336,57.333333333333336,SNHG16_chr17_+_76558373_76559043_76558373_76558600_76558944_76559043_344
830,ENSG00000220205,VAMP2,chr17,-,8160405,8161524,8160405,8160871,8161472,8161524,830,"110,171,146","143,95,102","257,228,265","43,22,43",750,149,0.0,0.0,"0.133,0.263,0.221","0.543,0.673,0.55",-0.383,601,255.66666666666669,286.0,VAMP2_chr17_-_8160405_8161524_8160405_8160871_8161472_8161524_601
901,ENSG00000267080,ASB16-AS1,chr17,-,44181622,44183093,44181622,44181720,44182929,44183093,901,"22,36,29","11,7,12","47,21,35","2,3,3",1358,149,0.00121424043967,0.0041109359956548,"0.18,0.361,0.21","0.721,0.434,0.561",-0.322,1209,39.0,37.0,ASB16-AS1_chr17_-_44181622_44183093_44181622_44181720_44182929_44183093_1209
902,ENSG00000267080,ASB16-AS1,chr17,-,44181622,44183093,44181622,44181741,44182929,44183093,902,"22,36,29","3,1,2","46,21,35","0,0,0",1337,149,2.4338370181e-05,0.0001145408065114,"0.45,0.8,0.618","1.0,1.0,1.0",-0.377,1188,31.0,34.0,ASB16-AS1_chr17_-_44181622_44183093_44181622_44181741_44182929_44183093_1188
911,ENSG00000118046,STK11,chr19,+,1220372,1220717,1220372,1220505,1220580,1220717,911,"45,40,40","255,300,298","66,59,55","117,92,89",224,149,0.0,0.0,"0.105,0.081,0.082","0.273,0.299,0.291",-0.198,75,326.0,159.33333333333331,STK11_chr19_+_1220372_1220717_1220372_1220505_1220580_1220717_75
915,ENSG00000072849,DERL2,chr17,-,5481100,5481389,5481100,5481142,5481295,5481389,915,"16,15,26","4,4,1","41,57,62","3,1,0",302,149,0.00132780444252,0.0044565945470762,"0.664,0.649,0.928","0.871,0.966,1.0",-0.199,153,22.0,54.66666666666667,DERL2_chr17_-_5481100_5481389_5481100_5481142_5481295_5481389_153
968,ENSG00000167840,ZNF232,chr17,-,5108925,5109768,5108925,5109052,5109393,5109768,968,"31,44,24","29,28,28","57,38,46","15,13,10",490,149,5.1198618134e-06,2.6418630069982943e-05,"0.245,0.323,0.207","0.536,0.471,0.583",-0.272,341,61.33333333333333,59.666666666666664,ZNF232_chr17_-_5108925_5109768_5108925_5109052_5109393_5109768_341
973,ENSG00000173818,ENDOV,chr17,+,80429772,80430343,80429772,80429831,80430040,80430343,973,"47,62,62","33,25,24","40,27,46","11,5,6",358,149,0.00236822968429,0.0075051536432606,"0.372,0.508,0.518","0.602,0.692,0.761",-0.219,209,84.33333333333333,45.0,ENDOV_chr17_+_80429772_80430343_80429772_80429831_80430040_80430343_209
982,ENSG00000270647,TAF15,chr17,+,35820023,35820437,35820023,35820075,35820331,35820437,982,"26,26,23","1,1,2","22,23,28","21,19,30",405,149,7.516209876709999e-14,8.210013865329383e-13,"0.905,0.905,0.809","0.278,0.308,0.256",0.592,256,26.333333333333332,47.666666666666664,TAF15_chr17_+_35820023_35820437_35820023_35820075_35820331_35820437_256
984,ENSG00000076604,TRAF4,chr17,+,28747842,28748178,28747842,28747947,28748016,28748178,984,"8,10,8","97,63,78","92,79,65","48,41,49",218,149,0.0,0.0,"0.053,0.098,0.066","0.567,0.568,0.476",-0.465,69,88.0,124.66666666666667,TRAF4_chr17_+_28747842_28748178_28747842_28747947_28748016_28748178_69
1005,ENSG00000169733,RFNG,chr17,-,82047901,82049116,82047901,82048807,82049030,82049116,1005,"12,17,8","134,154,111","40,26,32","77,38,60",372,149,1.11022302463e-16,1.4586987213288112e-15,"0.035,0.042,0.028","0.172,0.215,0.176",-0.153,223,145.33333333333334,91.0,RFNG_chr17_-_82047901_82049116_82047901_82048807_82049030_82049116_223
1006,ENSG00000169733,RFNG,chr17,-,82049676,82050006,82049676,82049842,82049917,82050006,1006,"66,58,46","115,115,117","70,65,65","36,20,52",224,149,4.07773548261e-09,2.9490694224869974e-08,"0.276,0.251,0.207","0.564,0.684,0.454",-0.323,75,172.33333333333334,102.66666666666667,RFNG_chr17_-_82049676_82050006_82049676_82049842_82049917_82050006_75
1007,ENSG00000169733,RFNG,chr17,-,82049676,82050555,82049676,82050006,82050401,82050555,1007,"160,191,152","106,96,100","189,145,145","34,22,52",544,149,3.28664031402e-06,1.75224202734467e-05,"0.293,0.353,0.294","0.604,0.644,0.433",-0.247,395,268.3333333333333,195.66666666666666,RFNG_chr17_-_82049676_82050555_82049676_82050006_82050401_82050555_395
1009,ENSG00000169733,RFNG,chr17,-,82050661,82051342,82050661,82050764,82051293,82051342,1009,"122,141,134","84,100,107","136,93,153","42,31,43",678,149,8.83857032008e-09,6.180303337449878e-08,"0.242,0.237,0.216","0.416,0.397,0.439",-0.186,529,229.33333333333334,166.0,RFNG_chr17_-_82050661_82051342_82050661_82050764_82051293_82051342_529
1016,ENSG00000198720,ANKRD13B,chr17,+,29607741,29608110,29607741,29607877,29607985,29608110,1016,"4,6,6","25,24,30","10,10,12","23,8,13",257,149,0.000503789191757,0.0018443130351679,"0.085,0.127,0.104","0.201,0.42,0.349",-0.218,108,31.666666666666664,25.333333333333332,ANKRD13B_chr17_+_29607741_29608110_29607741_29607877_29607985_29608110_108
1030,ENSG00000219200,RNASEK,chr17,+,7012645,7013742,7012645,7012777,7013665,7013742,1030,"61,72,88","2,5,4","289,287,314","0,3,1",1037,149,6.86610137857e-06,3.486883946310927e-05,"0.814,0.674,0.76","1.0,0.932,0.978",-0.221,888,77.33333333333334,298.0,RNASEK_chr17_+_7012645_7013742_7012645_7012777_7013665_7013742_888
1032,ENSG00000167861,HID1,chr17,-,74958326,74958763,74958326,74958478,74958672,74958763,1032,"2,0,9","24,22,9","10,4,5","7,3,5",343,149,0.000320979225862,0.0012267653228597,"0.035,0.0,0.303","0.383,0.367,0.303",-0.238,194,22.0,11.333333333333332,HID1_chr17_-_74958326_74958763_74958326_74958478_74958672_74958763_194
1034,ENSG00000161513,FDXR,chr17,-,74863895,74864347,74863895,74864067,74864147,74864347,1034,"7,8,4","49,40,44","29,29,29","35,45,25",229,149,1.46850420712e-10,1.21155699054459e-09,"0.085,0.115,0.056","0.35,0.295,0.43",-0.273,80,50.66666666666667,64.0,FDXR_chr17_-_74863895_74864347_74863895_74864067_74864147_74864347_80
1057,ENSG00000073350,LLGL2,chr17,+,75574452,75574668,75574452,75574495,75574609,75574668,1057,"13,4,6","25,21,24","8,4,8","3,3,8",263,149,0.00161814729291,0.0053151243820495,"0.228,0.097,0.124","0.602,0.43,0.362",-0.315,114,31.0,11.333333333333334,LLGL2_chr17_+_75574452_75574668_75574452_75574495_75574609_75574668_114
1058,ENSG00000177303,CASKIN2,chr17,-,75503388,75503760,75503388,75503527,75503658,75503760,1058,"1,5,5","21,19,26","16,12,13","19,12,7",280,149,6.52282718727e-07,3.7865216942454153e-06,"0.025,0.123,0.093","0.309,0.347,0.497",-0.304,131,25.666666666666668,26.333333333333332,CASKIN2_chr17_-_75503388_75503760_75503388_75503527_75503658_75503760_131
1062,ENSG00000214087,ARL16,chr17,-,81682033,81682675,81682033,81682149,81682490,81682675,1062,"35,28,28","11,5,3","52,33,32","0,0,0",490,149,2.48666753855e-10,2.008922659152429e-09,"0.492,0.63,0.739","1.0,1.0,1.0",-0.38,341,36.666666666666664,39.0,ARL16_chr17_-_81682033_81682675_81682033_81682149_81682490_81682675_341
1117,ENSG00000131470,PSMC3IP,chr17,-,42573477,42574210,42573477,42573623,42574098,42574210,1117,"67,99,73","133,137,120","310,329,280","80,77,68",624,149,0.0,0.0,"0.107,0.147,0.127","0.481,0.505,0.496",-0.367,475,209.66666666666669,381.3333333333333,PSMC3IP_chr17_-_42573477_42574210_42573477_42573623_42574098_42574210_475
1154,ENSG00000185359,HGS,chr17,+,81696606,81696998,81696606,81696747,81696823,81696998,1154,"15,12,13","157,147,158","29,30,32","74,64,78",225,149,8.72635297355e-14,9.448004451128037e-13,"0.06,0.051,0.052","0.206,0.237,0.214",-0.165,76,167.33333333333334,102.33333333333333,HGS_chr17_+_81696606_81696998_81696606_81696747_81696823_81696998_76
1169,ENSG00000109113,RAB34,chr17,-,28715640,28715901,28715640,28715705,28715799,28715901,1169,"3,6,5","148,172,141","33,31,37","104,49,55",243,149,0.0,0.0,"0.012,0.021,0.021","0.163,0.279,0.292",-0.227,94,158.33333333333331,103.0,RAB34_chr17_-_28715640_28715901_28715640_28715705_28715799_28715901_94
1170,ENSG00000076382,SPAG5,chr17,-,28578009,28578292,28578009,28578090,28578217,28578292,1170,"17,8,6","110,93,104","41,43,45","85,75,59",276,149,1.11022302463e-16,1.4586987213288112e-15,"0.077,0.044,0.03","0.207,0.236,0.292",-0.195,127,112.66666666666666,116.0,SPAG5_chr17_-_28578009_28578292_28578009_28578090_28578217_28578292_127
1171,ENSG00000076382,SPAG5,chr17,-,28578217,28578528,28578217,28578292,28578372,28578528,1171,"19,14,15","144,121,128","141,93,103","70,46,58",229,149,0.0,0.0,"0.079,0.07,0.071","0.567,0.568,0.536",-0.484,80,147.0,170.33333333333331,SPAG5_chr17_-_28578217_28578528_28578217_28578292_28578372_28578528_80
1172,ENSG00000076382,SPAG5,chr17,-,28579140,28579485,28579140,28579252,28579364,28579485,1172,"5,7,12","102,101,106","93,63,63","56,39,56",261,149,0.0,0.0,"0.027,0.038,0.061","0.487,0.48,0.391",-0.411,112,111.0,123.33333333333334,SPAG5_chr17_-_28579140_28579485_28579140_28579252_28579364_28579485_112
1173,ENSG00000076382,SPAG5,chr17,-,28579750,28580120,28579750,28579837,28580008,28580120,1173,"14,32,12","96,126,105","103,84,95","57,47,53",320,149,0.0,0.0,"0.064,0.106,0.051","0.457,0.454,0.455",-0.382,171,128.33333333333334,146.33333333333334,SPAG5_chr17_-_28579750_28580120_28579750_28579837_28580008_28580120_171
1174,ENSG00000109103,UNC119,chr17,-,28546707,28547849,28546707,28547409,28547676,28547849,1174,"28,42,42","54,67,73","102,104,89","26,35,25",416,149,0.0,0.0,"0.157,0.183,0.171","0.584,0.516,0.56",-0.383,267,102.0,127.0,UNC119_chr17_-_28546707_28547849_28546707_28547409_28547676_28547849_267
1197,ENSG00000132475,H3-3B,chr17,-,75778809,75779184,75778809,75778963,75779046,75779184,1197,"44,68,46","2374,2462,2402","853,829,787","2435,2404,2349",232,149,0.0,0.0,"0.012,0.017,0.012","0.184,0.181,0.177",-0.167,83,2465.333333333333,3219.0,H3-3B_chr17_-_75778809_75779184_75778809_75778963_75779046_75779184_83
1201,ENSG00000215041,NEURL4,chr17,-,7318064,7318356,7318064,7318172,7318268,7318356,1201,"27,18,17","77,61,51","45,42,43","28,35,38",245,149,6.41786623845e-11,5.497624629317262e-10,"0.176,0.152,0.169","0.494,0.422,0.408",-0.276,96,83.66666666666667,77.0,NEURL4_chr17_-_7318064_7318356_7318064_7318172_7318268_7318356_96
