ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
22	"ENSG00000160285"	"LSS"	chr21	-	46188445	46191235	46188445	46188821	46191075	46191235	22	2363,2330,2331	8,15,7	2092,1773,1743	3,6,2	2403	149	0.0106589601262	0.052492210502607134	0.948,0.906,0.954	0.977,0.948,0.982	-0.033
28	"ENSG00000154734"	"ADAMTS1"	chr21	-	26838438	26839762	26838438	26838614	26839586	26839762	28	19,32,41	287,306,289	15,25,23	98,101,98	1121	149	0.000629002046703	0.005251779686693806	0.009,0.014,0.019	0.02,0.032,0.03	-0.013
29	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840275	26840562	29	31,36,38	185,192,189	19,14,17	97,81,71	363	149	0.852325707791	1.0	0.064,0.071,0.076	0.074,0.066,0.089	-0.006
31	"ENSG00000185917"	"SETD4"	chr21	-	36034540	36036251	36034540	36035960	36036084	36036251	31	8,11,11	18,21,13	31,25,29	22,9,21	273	149	0.00085368203073	0.006728386068840253	0.195,0.222,0.316	0.435,0.603,0.43	-0.245
32	"ENSG00000241945"	"PWP2"	chr21	+	44120951	44122357	44120951	44121102	44122176	44122357	32	1,1,0	48,41,47	5,0,0	34,38,36	1223	149	1	1.0	0.003,0.003,0.0	0.018,0.0,0.0	-0.004
33	"ENSG00000241945"	"PWP2"	chr21	+	44124579	44126119	44124579	44124727	44126010	44126119	33	2,3,0	60,35,53	0,6,2	41,40,41	1432	149	1	1.0	0.003,0.009,0.0	0.0,0.015,0.005	-0.003
38	"ENSG00000141959"	"PFKL"	chr21	+	44313912	44316339	44313912	44314021	44316243	44316339	38	127,222,174	384,363,375	167,134,123	192,188,181	2371	149	3.47218361662e-05	0.0005096181308172976	0.02,0.037,0.028	0.052,0.043,0.041	-0.017
39	"ENSG00000141959"	"PFKL"	chr21	+	44319350	44320147	44319350	44319415	44320083	44320147	39	102,126,118	373,364,348	92,102,99	187,179,178	817	149	3.49098523856e-05	0.0005113710400531112	0.048,0.059,0.058	0.082,0.094,0.092	-0.034
40	"ENSG00000141959"	"PFKL"	chr21	+	44319350	44321875	44319350	44320147	44321728	44321875	40	83,83,76	349,357,333	65,68,52	190,187,179	1730	149	0.0127544327108	0.060226124313948574	0.02,0.02,0.019	0.029,0.03,0.024	-0.008
41	"ENSG00000141959"	"PFKL"	chr21	+	44324855	44326060	44324855	44324917	44325960	44326060	41	220,211,199	2,0,3	215,212,202	5,4,4	1192	149	0.0184196734686	0.08088167572548975	0.932,1.0,0.892	0.843,0.869,0.863	0.083
42	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33907453	33906448	33906500	33907340	33907453	42	41,47,37	2,0,0	51,43,51	1,2,2	989	149	0.0274436966309	0.10958069632754262	0.755,1.0,1.0	0.885,0.764,0.793	0.104
45	"ENSG00000186575"	"NF2"	chr22	+	29683019	29683915	29683019	29683064	29683700	29683915	45	4,11,5	2,0,0	9,7,5	0,0,0	785	149	0.495877402282	0.898643456703207	0.275,1.0,1.0	1.0,1.0,1.0	-0.242
46	"ENSG00000138942"	"RNF185"	chr22	+	31204488	31207013	31204488	31204966	31205376	31207013	46	266,213,246	0,1,0	299,324,303	0,3,0	559	149	1	1.0	1.0,0.983,1.0	1.0,0.966,1.0	0.006
47	"ENSG00000185133"	"INPP5J"	chr22	+	31124844	31126010	31124844	31124906	31125832	31126010	47	83,64,55	2,0,0	79,84,67	2,0,0	1075	149	1	1.0	0.852,1.0,1.0	0.846,1.0,1.0	0.002
48	"ENSG00000185133"	"INPP5J"	chr22	+	31126612	31127532	31126612	31126721	31127356	31127532	48	21,17,7	0,2,0	20,15,19	6,6,3	784	149	6.18140077014e-05	0.0008114176785592225	1.0,0.618,1.0	0.388,0.322,0.546	0.454
49	"ENSG00000185133"	"INPP5J"	chr22	+	31133609	31134696	31133609	31133714	31133912	31134696	49	2,1,0	18,21,25	7,3,5	30,38,19	347	149	0.00198346049979	0.013592538130913824	0.046,0.02,0.0	0.091,0.033,0.102	-0.053
50	"ENSG00000198832"	"SELENOM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	50	17,34,19	284,287,289	18,18,19	286,219,268	1560	149	1	1.0	0.006,0.011,0.006	0.006,0.008,0.007	0.001
51	"ENSG00000070371"	"CLTCL1"	chr22	-	19196265	19196656	19196265	19196415	19196488	19196656	51	13,14,5	31,20,38	21,11,4	21,23,10	222	149	0.131585505121	0.35470047945848737	0.22,0.32,0.081	0.402,0.243,0.212	-0.079
53	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	53	1145,1275,1248	319,261,309	1471,1335,1338	275,251,226	2924	149	0.00321660008208	0.02030734141573961	0.155,0.199,0.171	0.214,0.213,0.232	-0.045
54	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29291564	29291599	54	1161,1290,1265	0,0,0	1499,1358,1357	2,2,0	2958	149	0.868809478278	1.0	1.0,1.0,1.0	0.974,0.972,1.0	0.018
55	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	55	1155,1286,1263	392,362,362	1487,1342,1352	380,319,335	2927	149	0.0367447162596	0.13674908915251097	0.13,0.153,0.151	0.166,0.176,0.17	-0.026
56	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280	56	105,140,104	9,14,22	120,108,122	18,26,32	448	149	0.045587300737	0.16198422307053034	0.795,0.769,0.611	0.689,0.58,0.559	0.116
57	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29298895	29299598	29299851	57	162,220,178	0,1,0	189,190,204	0,0,1	852	149	1	1.0	1.0,0.975,1.0	1.0,1.0,0.973	0.001
58	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29299280	29299598	29299851	58	324,324,351	19,14,18	379,335,354	29,34,30	467	149	0.00472415564547	0.02741113190087496	0.845,0.881,0.862	0.807,0.759,0.79	0.077
59	"ENSG00000291064"	"RPL23AP7"	chr22	+	50783765	50784072	50783765	50783864	50783979	50784072	59	69,69,67	2,2,2	126,101,115	2,4,4	264	149	0.750197253032	1.0	0.951,0.951,0.95	0.973,0.934,0.942	0.001
61	"ENSG00000291064"	"RPL23AP7"	chr22	+	50788749	50789186	50788749	50788798	50788894	50789186	61	4,3,0	2,1,0	1,8,2	2,3,1	245	149	1	1.0	0.549,0.646,NA	0.233,0.619,0.549	0.131
63	"ENSG00000100201"	"DDX17"	chr22	-	38487878	38492115	38487878	38488115	38492055	38492115	63	8825,9954,8837	295,288,302	6238,6011,6138	332,334,299	4089	149	1.9640814708e-07	5.484715897484944e-06	0.522,0.557,0.516	0.406,0.396,0.428	0.122
64	"ENSG00000100097"	"LGALS1"	chr22	+	37678375	37678654	37678375	37678392	37678482	37678654	64	6,7,7	0,2,0	14,14,15	1,0,0	239	149	1	1.0	1.0,0.686,1.0	0.897,1.0,1.0	-0.07
65	"ENSG00000100099"	"HPS4"	chr22	-	26463916	26464826	26463916	26464443	26464590	26464826	65	215,208,203	2,2,1	159,130,131	1,3,2	296	149	0.49444106738	0.8976266370550962	0.982,0.981,0.99	0.988,0.956,0.971	0.013
66	"ENSG00000100099"	"HPS4"	chr22	-	26463916	26466262	26463916	26464826	26465454	26466262	66	17,21,16	113,98,96	16,13,11	50,96,80	777	149	0.941299728737	1.0	0.028,0.039,0.031	0.058,0.025,0.026	-0.004
67	"ENSG00000100099"	"HPS4"	chr22	-	26463916	26466262	26463916	26464826	26466225	26466262	67	86,155,119	0,0,0	110,74,105	0,0,2	1548	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.835	0.055
68	"ENSG00000100099"	"HPS4"	chr22	-	26465454	26466262	26465454	26465551	26466225	26466262	68	78,140,114	61,64,57	97,70,99	28,42,38	823	149	0.128724253402	0.34862623805496257	0.188,0.284,0.266	0.385,0.232,0.32	-0.066
69	"ENSG00000100099"	"HPS4"	chr22	-	26466225	26468623	26466225	26466262	26468550	26468623	69	146,196,196	60,66,54	107,73,99	40,47,44	2437	149	0.0281580937065	0.11149588246185024	0.13,0.154,0.182	0.141,0.087,0.121	0.039
70	"ENSG00000100099"	"HPS4"	chr22	-	26470689	26472939	26470689	26472418	26472831	26472939	70	1,4,2	90,52,76	2,2,4	60,50,62	562	149	1	1.0	0.003,0.02,0.007	0.009,0.01,0.017	-0.002
72	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30614501	30612872	30612961	30614348	30614501	72	1,0,1	0,0,0	0,0,2	0,1,0	1536	149	1	1.0	1.0,NA,1.0	NA,0.0,1.0	0.5
73	"ENSG00000185339"	"TCN2"	chr22	+	30612872	30614501	30612872	30613042	30614348	30614501	73	0,0,0	2,0,1	0,0,2	2,2,0	1455	149	1	1.0	0.0,NA,0.0	0.0,0.0,1.0	-0.333
74	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	74	29,35,25	83,56,72	16,35,39	79,57,77	2365	149	0.912763887851	1.0	0.022,0.038,0.021	0.013,0.037,0.031	0.0
75	"ENSG00000100395"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	75	28,21,16	61,56,58	19,15,21	70,44,51	629	149	0.631795787247	1.0	0.098,0.082,0.061	0.06,0.075,0.089	0.006
76	"ENSG00000100325"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	76	11,14,13	186,181,200	26,21,17	197,191,171	235	149	0.0147863292694	0.06784422832778239	0.036,0.047,0.04	0.077,0.065,0.059	-0.026
78	"ENSG00000099953"	"MMP11"	chr22	+	23779186	23780502	23779186	23779416	23780358	23780502	78	7,2,4	26,24,27	4,4,4	10,13,12	1091	149	0.2072335229	0.4971470871114543	0.035,0.011,0.02	0.052,0.04,0.044	-0.023
79	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557580	22556811	22556909	22557544	22557580	79	200,209,198	51,31,51	212,206,183	41,58,46	784	149	0.583366773805	0.9860462659301785	0.427,0.562,0.425	0.496,0.403,0.431	0.028
80	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557580	22556811	22556930	22557544	22557580	80	185,193,173	71,64,64	197,190,162	67,72,69	763	149	0.730571068252	1.0	0.337,0.371,0.345	0.365,0.34,0.314	0.011
81	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557580	22556811	22556977	22557544	22557580	81	177,185,169	1,6,0	189,188,154	0,1,2	716	149	0.112503103341	0.31463733627550483	0.974,0.865,1.0	1.0,0.975,0.941	-0.026
82	"ENSG00000185686"	"PRAME"	chr22	-	22556811	22557580	22556811	22557086	22557544	22557580	82	166,169,156	6,4,0	165,174,140	1,0,0	607	149	0.00107100311878	0.008123498732068852	0.872,0.912,1.0	0.976,1.0,1.0	-0.064
89	"ENSG00000251322"	"SHANK3"	chr22	+	50697998	50698803	50697998	50698342	50698689	50698803	89	2,2,0	0,0,0	5,7,3	0,0,2	496	149	1	1.0	1.0,1.0,NA	1.0,1.0,0.311	0.23
90	"ENSG00000099957"	"P2RX6"	chr22	+	21026010	21026329	21026010	21026076	21026251	21026329	90	0,0,1	1,0,0	0,1,0	0,0,0	324	149	1	1.0	0.0,NA,1.0	NA,1.0,NA	-0.5
93	"ENSG00000100242"	"SUN2"	chr22	-	38740266	38741050	38740266	38740432	38741006	38741050	93	20,21,29	75,50,49	32,21,43	71,57,66	723	149	0.315380887104	0.6682238972001773	0.052,0.08,0.109	0.085,0.071,0.118	-0.011
94	"ENSG00000100242"	"SUN2"	chr22	-	38750897	38751373	38750897	38751035	38751209	38751373	94	2,11,11	65,78,46	9,14,7	60,71,39	323	149	0.287608162283	0.6257904028122007	0.014,0.061,0.099	0.065,0.083,0.076	-0.017
95	"ENSG00000100350"	"FOXRED2"	chr22	-	36505895	36507040	36505895	36506423	36507008	36507040	95	256,273,282	16,18,14	258,295,229	19,18,18	734	149	0.417253984713	0.8091146189909305	0.765,0.755,0.803	0.734,0.769,0.721	0.033
96	"ENSG00000100241"	"SBF1"	chr22	-	50446805	50447453	50446805	50447201	50447321	50447453	96	86,84,64	0,0,0	69,54,62	0,0,1	269	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.972	0.009
97	"ENSG00000100241"	"SBF1"	chr22	-	50446805	50447453	50446805	50447240	50447321	50447453	97	6,10,10	190,227,215	14,6,10	171,176,193	230	149	0.297326638267	0.6400367985585219	0.02,0.028,0.029	0.05,0.022,0.032	-0.009
98	"ENSG00000100241"	"SBF1"	chr22	-	50446805	50447609	50446805	50447453	50447521	50447609	98	4,6,7	260,243,208	8,3,3	167,199,174	217	149	0.939333948823	1.0	0.01,0.017,0.023	0.032,0.01,0.012	-0.001
99	"ENSG00000100241"	"SBF1"	chr22	-	50447321	50447609	50447321	50447422	50447521	50447609	99	45,68,52	1,2,3	47,42,41	3,5,2	248	149	0.117598342218	0.32534814084504937	0.964,0.953,0.912	0.904,0.835,0.925	0.055
100	"ENSG00000100241"	"SBF1"	chr22	-	50447521	50448444	50447521	50447609	50448232	50448444	100	19,32,36	242,210,233	19,24,20	141,198,160	772	149	1	1.0	0.015,0.029,0.029	0.025,0.023,0.024	0.0
102	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448650	50448232	50448375	50448542	50448650	102	123,107,136	2,0,0	84,102,92	0,1,0	316	149	1	1.0	0.967,1.0,1.0	1.0,0.98,1.0	-0.004
103	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448650	50448232	50448433	50448542	50448650	103	14,18,11	1,1,0	15,15,7	5,1,3	258	149	1	1.0	0.89,0.912,1.0	0.634,0.897,0.574	0.232
104	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448650	50448232	50448444	50448542	50448650	104	3,4,4	269,243,283	10,6,2	192,179,156	247	149	0.0768132990505	0.24033569354617204	0.007,0.01,0.008	0.03,0.02,0.008	-0.011
105	"ENSG00000100241"	"SBF1"	chr22	-	50448232	50448650	50448232	50448444	50448544	50448650	105	4,6,5	0,1,0	10,7,3	3,0,2	249	149	0.00706909953715	0.03783757084275067	1.0,0.782,1.0	0.666,1.0,0.473	0.214
106	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454944	50454511	50454706	50454813	50454944	106	59,60,56	1,0,0	33,54,50	0,1,0	256	149	1	1.0	0.972,1.0,1.0	1.0,0.969,1.0	0.001
107	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454944	50454511	50454725	50454813	50454944	107	41,46,42	4,0,0	22,39,31	4,0,1	237	149	0.42969695579	0.8238160201517716	0.866,1.0,1.0	0.776,1.0,0.951	0.046
108	"ENSG00000100241"	"SBF1"	chr22	-	50454511	50454944	50454511	50454742	50454813	50454944	108	6,5,7	334,346,325	8,8,4	244,256,253	220	149	0.269979016852	0.5994461029382225	0.012,0.01,0.014	0.022,0.021,0.011	-0.006
110	"ENSG00000100241"	"SBF1"	chr22	-	50454813	50455142	50454813	50454944	50455015	50455142	110	8,11,9	167,159,155	11,6,7	129,109,118	220	149	0.696901004027	1.0	0.031,0.045,0.038	0.055,0.036,0.039	-0.005
111	"ENSG00000100241"	"SBF1"	chr22	-	50454813	50455409	50454813	50455142	50455223	50455409	111	9,7,8	199,226,226	24,4,13	161,139,179	230	149	0.00170371510811	0.011961299290083013	0.028,0.02,0.022	0.088,0.018,0.045	-0.027
112	"ENSG00000100241"	"SBF1"	chr22	-	50455015	50455409	50455015	50455130	50455223	50455409	112	24,35,27	0,1,4	32,18,26	3,0,1	242	149	0.853899216824	1.0	1.0,0.956,0.806	0.868,1.0,0.941	-0.016
113	"ENSG00000100241"	"SBF1"	chr22	-	50455480	50456395	50455480	50455582	50456215	50456395	113	22,26,28	130,123,166	27,42,23	109,91,107	782	149	0.00905587875724	0.04585267679873955	0.031,0.039,0.031	0.045,0.081,0.039	-0.021
115	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50457111	50456491	50456673	50457033	50457111	115	39,56,32	82,55,70	38,36,39	62,61,77	509	149	0.688720893208	1.0	0.122,0.23,0.118	0.152,0.147,0.129	0.014
116	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50459392	50456491	50456673	50459254	50459392	116	90,140,93	80,79,41	97,89,129	45,49,39	2730	149	0.0203349176684	0.08708624131854703	0.058,0.088,0.11	0.105,0.09,0.153	-0.031
117	"ENSG00000100241"	"SBF1"	chr22	-	50456491	50459392	50456491	50457111	50459254	50459392	117	60,95,73	74,53,73	67,58,101	67,60,70	2292	149	0.973463927875	1.0	0.05,0.104,0.061	0.061,0.059,0.086	0.003
118	"ENSG00000100241"	"SBF1"	chr22	-	50459469	50460159	50459469	50459666	50459951	50460159	118	37,54,46	136,116,108	25,40,36	79,73,85	434	149	0.566655498294	0.9690259834833479	0.085,0.138,0.128	0.098,0.158,0.127	-0.011
121	"ENSG00000100241"	"SBF1"	chr22	-	50460533	50461286	50460533	50460685	50461158	50461286	121	55,41,41	2,1,0	41,37,53	0,0,0	622	149	0.512918481384	0.9131614606492607	0.868,0.908,1.0	1.0,1.0,1.0	-0.075
122	"ENSG00000100241"	"SBF1"	chr22	-	50460533	50461286	50460533	50460712	50461158	50461286	122	13,12,8	85,92,97	13,13,22	84,79,92	595	149	0.0725151067155	0.22967513072899315	0.037,0.032,0.02	0.037,0.04,0.056	-0.015
123	"ENSG00000100241"	"SBF1"	chr22	-	50461795	50462119	50461795	50461869	50461946	50462119	123	5,1,4	138,98,138	5,2,0	133,101,106	226	149	0.578957918476	0.9822518214005366	0.023,0.007,0.019	0.024,0.013,0.0	0.004
124	"ENSG00000100241"	"SBF1"	chr22	-	50461795	50462119	50461795	50461869	50462007	50462119	124	61,46,57	1,0,0	45,50,31	0,0,1	287	149	1	1.0	0.969,1.0,1.0	1.0,1.0,0.942	0.009
125	"ENSG00000100241"	"SBF1"	chr22	-	50463282	50464441	50463282	50463432	50464328	50464441	125	1,2,9	127,99,103	2,4,5	95,73,66	1045	149	1	1.0	0.001,0.003,0.012	0.003,0.008,0.011	-0.002
126	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466258	50465960	50465998	50466149	50466258	126	74,86,70	0,0,0	65,71,66	4,0,0	300	149	0.685675867977	1.0	1.0,1.0,1.0	0.89,1.0,1.0	0.037
127	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466258	50465960	50466043	50466149	50466258	127	43,49,44	0,0,0	39,45,40	0,1,1	255	149	1	1.0	1.0,1.0,1.0	1.0,0.963,0.959	0.026
128	"ENSG00000100241"	"SBF1"	chr22	-	50465960	50466258	50465960	50466074	50466149	50466258	128	5,4,4	107,89,83	9,11,5	65,74,77	224	149	0.00703679971373	0.03771846057913075	0.03,0.029,0.031	0.084,0.09,0.041	-0.042
129	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467693	50467337	50467443	50467531	50467693	129	15,12,17	4,4,3	15,14,16	1,3,1	237	149	0.0675770847683	0.21802455388682165	0.702,0.654,0.781	0.904,0.746,0.91	-0.141
130	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467693	50467337	50467448	50467531	50467693	130	10,8,11	163,134,136	11,12,11	128,88,97	232	149	0.08134054122	0.2504025909728819	0.038,0.037,0.049	0.052,0.081,0.068	-0.026
131	"ENSG00000100241"	"SBF1"	chr22	-	50467337	50467693	50467337	50467448	50467540	50467693	131	21,13,22	10,23,14	16,17,18	5,1,2	241	149	0.000215177600503	0.0022344905144155544	0.565,0.259,0.493	0.664,0.913,0.848	-0.369
132	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467923	50467531	50467611	50467785	50467923	132	130,104,102	0,1,3	81,67,71	1,0,1	323	149	0.644633809635	1.0	1.0,0.98,0.94	0.974,1.0,0.97	-0.008
133	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467923	50467531	50467690	50467785	50467923	133	5,5,5	84,75,95	4,3,4	93,83,93	244	149	0.330374747378	0.6896064155796102	0.035,0.039,0.031	0.026,0.022,0.026	0.01
134	"ENSG00000100241"	"SBF1"	chr22	-	50467531	50467923	50467531	50467693	50467785	50467923	134	1,3,2	27,17,19	2,2,1	18,11,18	241	149	0.892379435893	1.0	0.022,0.098,0.061	0.064,0.101,0.033	-0.006
136	"ENSG00000133460"	"SLC2A11"	chr22	+	23882758	23884024	23882758	23882869	23883948	23884024	136	19,34,23	1,0,0	28,27,25	0,0,0	1228	149	1	1.0	0.697,1.0,1.0	1.0,1.0,1.0	-0.101
137	"ENSG00000133460"	"SLC2A11"	chr22	+	23883771	23884429	23883771	23883873	23884301	23884429	137	24,20,11	0,3,0	12,27,15	2,2,2	577	149	0.0482462455514	0.1688845102494077	1.0,0.633,1.0	0.608,0.777,0.659	0.196
138	"ENSG00000187860"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30371649	30371727	138	6,3,8	1,7,5	19,45,35	11,7,7	848	149	0.0389293127829	0.1429660518373436	0.513,0.07,0.219	0.233,0.53,0.468	-0.143
141	"ENSG00000206140"	"TMEM191C"	chr22	+	21467893	21468431	21467893	21468202	21468314	21468431	141	7,6,8	0,0,1	3,4,4	0,0,0	261	149	1	1.0	1.0,1.0,0.82	1.0,1.0,1.0	-0.06
144	"ENSG00000206140"	"TMEM191C"	chr22	+	21468943	21469346	21468943	21469062	21469273	21469346	144	1,0,0	1,0,0	0,2,1	0,0,0	360	149	1	1.0	0.293,NA,NA	NA,1.0,1.0	-0.707
145	"ENSG00000206140"	"TMEM191C"	chr22	+	21469273	21469534	21469273	21469346	21469493	21469534	145	0,1,0	0,0,1	0,0,2	1,0,0	296	149	1	1.0	NA,1.0,0.0	0.0,NA,1.0	0.0
146	"ENSG00000206140"	"TMEM191C"	chr22	+	21469493	21469933	21469493	21469534	21469616	21469933	146	0,1,2	0,1,0	4,0,2	0,0,1	231	149	1	1.0	NA,0.392,1.0	1.0,NA,0.563	-0.086
147	"ENSG00000100299"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406	147	53,40,31	2,2,0	37,61,40	0,1,1	554	149	1	1.0	0.877,0.843,1.0	1.0,0.943,0.915	-0.046
148	"ENSG00000100299"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	148	60,81,75	19,10,9	36,59,45	2,6,12	302	149	0.454970707109	0.8545209193325219	0.609,0.8,0.804	0.899,0.829,0.649	-0.055
149	"ENSG00000025770"	"NCAPH2"	chr22	+	50523016	50523472	50523016	50523166	50523234	50523472	149	17,12,8	152,134,139	19,21,14	137,154,150	217	149	0.13277852933	0.3572705574465825	0.071,0.058,0.038	0.087,0.086,0.06	-0.022
150	"ENSG00000100033"	"PRODH"	chr22	-	18919705	18922404	18919705	18919798	18921341	18922404	150	0,0,0	2,0,0	0,0,1	0,0,0	1692	149	1	1.0	0.0,NA,NA	NA,NA,1.0	-1.0
153	"ENSG00000100276"	"RASL10A"	chr22	-	29312932	29313987	29312932	29313568	29313862	29313987	153	14,22,17	12,7,6	12,7,6	6,3,8	443	149	0.367831137591	0.7440324957449373	0.282,0.514,0.488	0.402,0.44,0.201	0.08
154	"ENSG00000161179"	"YDJC"	chr22	-	21629009	21629407	21629009	21629187	21629307	21629407	154	93,96,93	442,417,389	89,89,97	258,210,246	269	149	2.69659693954e-05	0.0004164456092096	0.104,0.113,0.117	0.16,0.19,0.179	-0.065
155	"ENSG00000161179"	"YDJC"	chr22	-	21629307	21629761	21629307	21629407	21629542	21629761	155	223,208,243	188,201,204	239,222,206	171,152,156	284	149	0.0789021911241	0.2450207151275675	0.384,0.352,0.385	0.423,0.434,0.409	-0.048
156	"ENSG00000161179"	"YDJC"	chr22	-	21629009	21629761	21629009	21629407	21629601	21629761	156	387,365,441	303,275,293	362,372,342	158,145,131	343	149	4.09948609503e-08	1.3893531056610764e-06	0.357,0.366,0.395	0.499,0.527,0.531	-0.146
157	"ENSG00000128298"	"BAIAP2L2"	chr22	-	38086241	38087264	38086241	38086449	38087123	38087264	157	0,0,0	1,1,2	3,0,6	1,5,1	823	149	0.000998063878989	0.007679632901694514	0.0,0.0,0.0	0.352,0.0,0.521	-0.291
158	"ENSG00000128298"	"BAIAP2L2"	chr22	-	38087123	38088964	38087123	38087264	38088747	38088964	158	0,2,0	0,1,1	7,3,4	0,1,2	1632	149	1	1.0	NA,0.154,0.0	1.0,0.215,0.154	-0.379
